"path","length","last_write_time","sha256"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_092\case_result.json","1195","2026-04-26T22:37:56.0912878+03:00","21FEFE0E9239904CCFF34B4E1A6F8FA54CCD4682451208242E66C693CCAB3E7A"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_092\case_result.md","516","2026-04-26T22:37:56.0912878+03:00","BDC5ECDBF27463A38319FC1E2E091B1E9CDA50B6BE3750A7A5406F563D65E86B"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_093\case_result.json","1184","2026-04-26T22:37:56.0912878+03:00","9350FE497EFBE531A20F676CEBEFDFA9A81752116C8E33C8C252F13E52DD722B"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_093\case_result.md","516","2026-04-26T22:37:56.0912878+03:00","9150252F43310C382065E50541B4E3EDADE25544D5A97EAC99343364BA537309"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_094\case_result.json","1184","2026-04-26T22:37:56.0912878+03:00","CD6A4AD9C250820701948359F6658EA2DBAB4D27E29B7F25F4E2D87B8BB9B106"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_094\case_result.md","516","2026-04-26T22:37:56.0912878+03:00","897D3C257B159D053D4DE9128A53C86A3B3738BF96BB527E5B008BAA6D057730"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_095\case_result.json","1184","2026-04-26T22:37:56.0912878+03:00","6CB9D70FFEB7EAB76081E5ADF0AF2EB117D03E4715070993138893D302031E88"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_095\case_result.md","516","2026-04-26T22:37:56.0912878+03:00","CBBA5BDD06646B994CCE5BF8FB9604D3C4053CA1B6AA606FB2230B14A60FCDBF"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_096\case_result.json","1184","2026-04-26T22:37:56.0974196+03:00","D85D56793A8C7804058AB652E363AD2F7E466D1D871B1CEF68B7106F559AEA66"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_096\case_result.md","516","2026-04-26T22:37:56.0974196+03:00","2DEBD8183A59561ADDE8F567682F1824BA1A8F0ED8A195E69EED79F48B86E931"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_097\case_result.json","1184","2026-04-26T22:37:56.0983352+03:00","15218C8BFB16858E3FCB4A1412E95CBB5AADDBA592B5E1CE316BD36FB33B7BC2"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_097\case_result.md","516","2026-04-26T22:37:56.0983352+03:00","8F197DE18B0D4B71131FB3E74C7FCB4A1AB9AAF14381ECAC2EE91BE7DF392D56"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_098\case_result.json","1184","2026-04-26T22:37:56.0983352+03:00","C3F785EFB9CFDABCA04C4D4A555E700C0248B35F0D1D20499798195619EAD552"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_098\case_result.md","516","2026-04-26T22:37:56.0983352+03:00","0395C49247C57DE886351256A658E5465160EBA48C5F9498F59D454F81A2690B"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_099\case_result.json","1184","2026-04-26T22:37:56.1012296+03:00","AB1B94BC125E9D3734074C131A99236B580342B228E8DF41581E7626B658AEB5"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_099\case_result.md","516","2026-04-26T22:37:56.1012296+03:00","4E4AF99675138BCB92F40E0E6DF1BC7DF02BDC545507D9EF3083074FAFD9786E"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_100\case_result.json","1184","2026-04-26T22:37:56.1017545+03:00","1B93FA1861A255DC3B0FE8FE72BFEBF0E45C8B57C382C09A279C20EB2A405DAF"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_100\case_result.md","516","2026-04-26T22:37:56.1017545+03:00","01D6B41B8D7951455E238502F74C7F6CEFDEE40CA0DA97B502F5A11B7A71A1C3"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_101\case_result.json","1184","2026-04-26T22:37:56.1017545+03:00","B736A71F2975B9E12128BD48A8ED7C18F8F5AFAA21A2A849FDC1980CE9133DC0"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_101\case_result.md","516","2026-04-26T22:37:56.1017545+03:00","A0BA70104C75219DA371389C07628A476EE72616CC81A06920AE0347106C6262"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_102\case_result.json","1184","2026-04-26T22:37:56.1017545+03:00","0B9CE65D87AD435A92030DAA8E97C0F6D2996C717EE0CA8412389CA664605FDD"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_102\case_result.md","516","2026-04-26T22:37:56.1017545+03:00","330CA23AB3680695DDBE6F570538CBF630552AFE8650D840DB5AAD1038F025FF"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_103\case_result.json","1193","2026-04-26T22:37:56.1044083+03:00","BC77B78AAA579E9427C6F245DD2479DB3FA571B4EDFAD5FB57E91363C3D9765E"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_103\case_result.md","516","2026-04-26T22:37:56.1054136+03:00","099EA69F9DDF45991C22AE04CB2037B8AAD96A430A369C288AC94639E39AD6DA"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_104\case_result.json","1193","2026-04-26T22:37:56.1057303+03:00","0298C209BFF75383674D65E10044C0E5CA1B7F5FE59293CBF7AF213169E202E3"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_104\case_result.md","516","2026-04-26T22:37:56.1057303+03:00","618130D544E7287C1ACEB233870C2D112A34261E78014FC6C3CBBDD1219C9D74"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_105\case_result.json","1193","2026-04-26T22:37:56.1057303+03:00","5B14412DD1568BEA85F123D89C4E2236E6A9F0B89C03D3A2A5DF7A971A3F832F"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_105\case_result.md","516","2026-04-26T22:37:56.1057303+03:00","9E4DD7AE4F2371DFF61D44CB95D1C17D8A4254E269C2B5FF1ADF4A8164FAA900"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_106\case_result.json","1193","2026-04-26T22:37:56.1057303+03:00","145B809CE680F007BAD571C2438DF4879369594E8837F200B6908A03942C3C97"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_106\case_result.md","516","2026-04-26T22:37:56.1057303+03:00","795D355F5DF658E8BFA5102D8AEC5917DE7842D7DE1CBD37104B57E35D58BAA1"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_107\case_result.json","1188","2026-04-26T22:37:56.1057303+03:00","03ED2C6CC361F79406A2FCD031367EDCD01A67FC0BB3C0FC27006E18F6671211"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_107\case_result.md","516","2026-04-26T22:37:56.1057303+03:00","2BA73874F29F13D879B9D4AAF63293B3B67EBCD79FDC95D35346ADB64F8439EA"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_108\case_result.json","1188","2026-04-26T22:37:56.1057303+03:00","F657DB1840D7667667C1C8B171ACEB20CDEB884EE6F54B1E74DE625ED1006624"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_108\case_result.md","516","2026-04-26T22:37:56.1057303+03:00","D24EEACCB8AA7645E2FC53B43B64BD14EA764609B39828C3F142DE3AAE22333A"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_109\case_result.json","1186","2026-04-26T22:37:56.1057303+03:00","A62F382AA2D75459BD1A52CB21D5EC4B218307C6D7DD0B0D1496350A033DCA54"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_109\case_result.md","516","2026-04-26T22:37:56.1117081+03:00","01ACB0A07AF41A96FE02BF2540FBDEBBE141E859BD9C88737B3DD865F1CE5B2C"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_110\case_result.json","1181","2026-04-26T22:37:56.1122835+03:00","83F1DA5C0D580AAA0FF8E754B0A2F3D304933B07A1E342791F7FEABA9BE15B8D"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_110\case_result.md","516","2026-04-26T22:37:56.1122835+03:00","DB8FE75B76FF90B2B302A977FDF93947FE0A983D9D73346BC85A748F87C2B543"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_111\case_result.json","1181","2026-04-26T22:37:56.1122835+03:00","5DA5CEC68FF876596B0C6FE45DE9F7172B97513D731E9370CCF03AE5655C9A64"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_111\case_result.md","516","2026-04-26T22:37:56.1122835+03:00","B65071D433FA94FA2150A8F213B12FD23B423450D801716760759FDEE86A32B4"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_112\case_result.json","1197","2026-04-26T22:37:56.1122835+03:00","91A8C77D16B4750D4F2C4684D9B473652BA8B81EA52BF3F6F665C6CC0539A538"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_112\case_result.md","516","2026-04-26T22:37:56.1122835+03:00","4818D7B66D86A21F48B6C2EFCF5E1B36A181D2AB5AEEFDF9A036FE1559919B82"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_113\case_result.json","1197","2026-04-26T22:37:56.1122835+03:00","26C30BFEF58DEAF98247534B9F86A61D4D03CE28D40D9061A53C61B32864B653"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_113\case_result.md","516","2026-04-26T22:37:56.1122835+03:00","27F4935D63FA55E32ACCBDA7AEA6A322172B2041A93B81976DB4E7C0EC7C9469"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_114\case_result.json","1197","2026-04-26T22:37:56.1122835+03:00","5D4DE3CADA04534D4441F4B7DA3A3309FA7008A1CA2D27F68BE19BE858B158F3"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_114\case_result.md","516","2026-04-26T22:37:56.1122835+03:00","27FAE1260CFBE7EE83095EEE1BF4B15E7AB77523D0F9A8112AB041922522D35D"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_115\case_result.json","1197","2026-04-26T22:37:56.1122835+03:00","E8603A05CE12E1563169F9342F0754C56908E961891BCEF5F18C308C3B4E426A"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_115\case_result.md","516","2026-04-26T22:37:56.1122835+03:00","86E23A37D41151201740CCF4CAEBF86A6808E60C3358BEC6CA4F9DC33749F4AA"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_116\case_result.json","1199","2026-04-26T22:37:56.1122835+03:00","41E51C47F4DA4704747DCD34F445DBA78D01DDE61AA0B5C49D0FD593B3EABAE3"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_116\case_result.md","516","2026-04-26T22:37:56.1182998+03:00","57ED42867322FE0CBC2D0850B0A662EC637EE1A2DEAB80CB99144C078ABB28A7"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_117\case_result.json","1199","2026-04-26T22:37:56.1193080+03:00","7975A3938E57BD39A8648162B07D6E61E19667A8A2ACA0F67B089E706E2114B7"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_117\case_result.md","516","2026-04-26T22:37:56.1197228+03:00","026A1468320925D86E7F69ED70D35B3631223B2029F839952A58789B648E699B"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_118\case_result.json","1199","2026-04-26T22:37:56.1197228+03:00","53499E2C584FED2242ECDDD0D1A8C5F8A57375A35B30C03B71975D706D086545"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_118\case_result.md","516","2026-04-26T22:37:56.1197228+03:00","D27C7FE6A6D5EEC138BAE9BC07E4636228B2C0406B2BE4B8800A234BC8EE5971"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_119\case_result.json","1199","2026-04-26T22:37:56.1197228+03:00","EEFD782A0712D4E3E044A92A43D75409E38AAE9F876C834D013520FEC86356DA"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_119\case_result.md","516","2026-04-26T22:37:56.1197228+03:00","45E1833667EABF81A2C1AA277A73717DB227CE9F4D2D5BED48FD32F529BD2F5C"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_120\case_result.json","1195","2026-04-26T22:37:56.1197228+03:00","040A1AC63CE65C34DEAF76710961D01DB861FFC24F7D1F4235FF38469AC1E236"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_120\case_result.md","516","2026-04-26T22:37:56.1197228+03:00","18D39FBFBE47D9D5F774A290FA2C7CC7AD41D45D31F98CC377DE18AE6380FB66"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_121\case_result.json","1199","2026-04-26T22:37:56.1197228+03:00","8E215EA2783BF586F2CB5838D184A508DA4CB61D26958C2DFDA318EE618F8AC6"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_121\case_result.md","516","2026-04-26T22:37:56.1197228+03:00","A174B1CB742361B2DE2A5D417DF7762852227AC623AA248A992D706014E56DDF"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_122\case_result.json","1199","2026-04-26T22:37:56.1197228+03:00","1D7423EECA3D6F0AEB44E381A1423BE394F168D3FD126483F7E05F43278D5A9D"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_122\case_result.md","516","2026-04-26T22:37:56.1197228+03:00","77398516A35E917A99C1F74BC111A125B0E3B042398F62AD442DF9215F6588EE"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_123\case_result.json","1199","2026-04-26T22:37:56.1252073+03:00","DA914FA9ED25313F8079F8B15BCE361F2D3435A4EB0F41FC39EA2A125B432FC2"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_123\case_result.md","516","2026-04-26T22:37:56.1252073+03:00","F9697F6FFF1A4E5BC03A8755D148F4E0876D3A9A0E1E1ECE1B27B3A38987ACC0"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_124\case_result.json","1199","2026-04-26T22:37:56.1262147+03:00","08FBF2F98938B9B8E389545A790BEC861AEF22D4B44FBCF83AE5FAB5A5C58CF1"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_124\case_result.md","516","2026-04-26T22:37:56.1262147+03:00","46625B279A127DD594371C2177503396435FF388A89F718EDBC9D5F1E4CF7FD0"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_125\case_result.json","1199","2026-04-26T22:37:56.1262147+03:00","A536F3E22E6CC5C4FA61C7B0FD401DAA17038B3DCC0A26B6B40AE7950E0B78D0"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_125\case_result.md","516","2026-04-26T22:37:56.1262147+03:00","EDE6C1E8F1EAA102128C3CA25EF80A9D4255A11F6B4087B182D74AD6F7102320"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_126\case_result.json","1197","2026-04-26T22:37:56.1262147+03:00","591DEDBC754A32255ADBCAE10DD627CDFB7462D8EA6D0F7D06357FEEF4BCB753"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_126\case_result.md","516","2026-04-26T22:37:56.1262147+03:00","BE3C5C888226228AECF9F37855C50FDFAFDF119D5F5758D4AAA69A0A9549E101"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_127\case_result.json","1197","2026-04-26T22:37:56.1262147+03:00","B6BBED10B94767560A1EA5B2B6081BE9044C942F76E56662D9D9D1BC3E11332F"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_127\case_result.md","516","2026-04-26T22:37:56.1262147+03:00","BA8A3B4AB7B0961281394B25B3A4C786F9EA1F7C8C4B8394B9AD9FB581E8D993"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_128\case_result.json","1199","2026-04-26T22:37:56.1262147+03:00","38453704B6EB23EFB8AEB240154704103B4D8BAB6F61AD56D3A82D71516EFE3D"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_128\case_result.md","516","2026-04-26T22:37:56.1262147+03:00","C51A6A0E0EE2A16C34F81F2A84014E2D02EC7BB063DD07E9B771C2403707C1E6"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_129\case_result.json","1199","2026-04-26T22:37:56.1262147+03:00","DBDF016F744667CF439871545C35274876EF46EB2D71B6F4F7A4D472CA6E050A"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_129\case_result.md","516","2026-04-26T22:37:56.1316415+03:00","82980CC79E7ED18847DBE5B2C061278238099E9C84A9E0D418F0DC1047414A7E"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_130\case_result.json","1197","2026-04-26T22:37:56.1321321+03:00","E705BFE51996B395950252875B0D9181B442E267332026B56DC553ABB95EFC0A"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_130\case_result.md","516","2026-04-26T22:37:56.1321321+03:00","1CDD515C4B7F1E735D1EEFDBE8583760513556BD1A8230F1DAB53FF60CA5FF14"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_131\case_result.json","1199","2026-04-26T22:37:56.1321321+03:00","295E0E3E301CED7026F46F307B58469E296501C52A58BAF8899B2F3516824106"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_131\case_result.md","516","2026-04-26T22:37:56.1334936+03:00","AC8D04E7BC4063015F10377C9F0258DD624875FE9B98A43D341A42281A4CA4A4"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_132\case_result.json","1197","2026-04-26T22:37:56.1339972+03:00","BD76075CA793886A0F31B4EF67EE09BE6AE99FAE1AD6CC727B12F34A44D799D9"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_132\case_result.md","516","2026-04-26T22:37:56.1339972+03:00","13A8050A8B789756E0681FF06A103C4E6C9E7FFF0D01BF9FD6D2EC9CBD9BE6DE"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_133\case_result.json","1197","2026-04-26T22:37:56.1339972+03:00","A170BBEFFDBC3D976888F0FE09A8C7848B0B811DDF9F952CD4DA2E8E62D6650A"
"C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\01_MTC_PROJECT\reports\FACTORY_REGRESSION_SUITE_V1\full_dry_run\cases\case_133\case_result.md","516","2026-04-26T22:37:56.1339972+03:00","55692F0F39C532E2089233B5C8C5D7310E8CC95D18D945A3E95C18B28A2E376D"
