source,target,bytes,source_sha256,target_sha256,classification,note
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_002_COMPLETION_REPORT.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_002_COMPLETION_REPORT.md,2604,628d6ef545d96a6973df8aad2a56721feb73eba8d6401e42f2ec4f7ad501cb6f,628d6ef545d96a6973df8aad2a56721feb73eba8d6401e42f2ec4f7ad501cb6f,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_006_COMPLETION_REPORT.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_006_COMPLETION_REPORT.md,2492,c29a3ff021e694c848db032b47ef5960dd3226bb8b621f62c286dba6eba63415,c29a3ff021e694c848db032b47ef5960dd3226bb8b621f62c286dba6eba63415,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_007_COMPLETION_REPORT.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_007_COMPLETION_REPORT.md,1934,99e3e53161956a48e7ef295e46f895cd497e0f3b4691a5f650d58eb550da49ff,99e3e53161956a48e7ef295e46f895cd497e0f3b4691a5f650d58eb550da49ff,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_008_COMPLETION_REPORT.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_008_COMPLETION_REPORT.md,1482,fca727f4d8b50e469685f04e0aa04fc90bf1493eae654d7393b48fc878b8a719,fca727f4d8b50e469685f04e0aa04fc90bf1493eae654d7393b48fc878b8a719,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_009_COMPLETION_REPORT.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_009_COMPLETION_REPORT.md,1576,5a3c682fd36655f930d1df0d1d7ad4f05024035946143db132c7b1220edd41b9,5a3c682fd36655f930d1df0d1d7ad4f05024035946143db132c7b1220edd41b9,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_010_COMPLETION_REPORT.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_010_COMPLETION_REPORT.md,1961,867c76ce5a45e21f3982d568f94459082cd61d94fd36d7fcb2845610e5188ebf,867c76ce5a45e21f3982d568f94459082cd61d94fd36d7fcb2845610e5188ebf,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_011_COMPLETION_REPORT.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_011_COMPLETION_REPORT.md,1370,4f209885e87f5d255fc3b9f18086bd4483236ea73180644743c21187eeb0fb58,4f209885e87f5d255fc3b9f18086bd4483236ea73180644743c21187eeb0fb58,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_012_COMPLETION_REPORT.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_012_COMPLETION_REPORT.md,1641,0b934c1386bcb3557b98d42b66a0385b841d8fc2d09a5fc8bec003293c5f3e5d,0b934c1386bcb3557b98d42b66a0385b841d8fc2d09a5fc8bec003293c5f3e5d,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_013_COMPLETION_REPORT.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_013_COMPLETION_REPORT.md,1873,152271398c349ba811d807df6caa9f4323a57e3ef4f72020fd777c7469a6f729,152271398c349ba811d807df6caa9f4323a57e3ef4f72020fd777c7469a6f729,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_014_COMPLETION_REPORT.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_014_COMPLETION_REPORT.md,1793,4c8ed6b6e0d0958116d0fcf0f8e83849c099dcc1b2b57bec5979906438672a1a,4c8ed6b6e0d0958116d0fcf0f8e83849c099dcc1b2b57bec5979906438672a1a,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_015_COMPLETION_REPORT.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_015_COMPLETION_REPORT.md,1496,d060ce4063d951f74aa0914b360c70f8a5753756f19013800752cb00e165c32c,d060ce4063d951f74aa0914b360c70f8a5753756f19013800752cb00e165c32c,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_016_COMPLETION_REPORT.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_016_COMPLETION_REPORT.md,1878,43d79b02aeb75351c6b7be06418b61703b1fe33a87d8d3dd162a06405060f7a0,43d79b02aeb75351c6b7be06418b61703b1fe33a87d8d3dd162a06405060f7a0,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_017_COMPLETION_REPORT.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\04_REPORTS\ai_handoffs\MCC_BOOT_017_COMPLETION_REPORT.md,1640,157e7264628e99ada1ac9eabbac6479421f272911918d477152ab6c67668c3b8,157e7264628e99ada1ac9eabbac6479421f272911918d477152ab6c67668c3b8,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\04_REPORTS\backtests\.gitkeep,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\04_REPORTS\backtests\.gitkeep,41,0160ce632a0df5b3a3339396b58c9693a7b196186e105260115a491b8a2cf0b2,0160ce632a0df5b3a3339396b58c9693a7b196186e105260115a491b8a2cf0b2,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\04_REPORTS\diagnostics\.gitkeep,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\04_REPORTS\diagnostics\.gitkeep,43,b3f7ef6713a809e4e7a3a30e649421b1c8a0006382b0c6bcaae42d3604dccca8,b3f7ef6713a809e4e7a3a30e649421b1c8a0006382b0c6bcaae42d3604dccca8,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\04_REPORTS\inventory\.gitkeep,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\04_REPORTS\inventory\.gitkeep,5,f660a7996deacfbc7560e4240054a8ad82eb02fe25a95064257e07084bcacb85,f660a7996deacfbc7560e4240054a8ad82eb02fe25a95064257e07084bcacb85,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\04_REPORTS\liveops\.gitkeep,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\04_REPORTS\liveops\.gitkeep,48,ae79479faa1d9cd62d6b2bc316ef91df38be8b132902dbd8f9770f49511c214f,ae79479faa1d9cd62d6b2bc316ef91df38be8b132902dbd8f9770f49511c214f,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\04_REPORTS\optimization\.gitkeep,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\04_REPORTS\optimization\.gitkeep,45,deb16aa943862747c6dae7ee44093ddf79da7f156a399d11837a906173b79857,deb16aa943862747c6dae7ee44093ddf79da7f156a399d11837a906173b79857,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\04_REPORTS\parity\.gitkeep,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\04_REPORTS\parity\.gitkeep,39,a036a5d67f1beeea0f0ec54184f6f6330e1652587aef9bca318c00ff3ef31fa0,a036a5d67f1beeea0f0ec54184f6f6330e1652587aef9bca318c00ff3ef31fa0,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\04_REPORTS\pine_builder\.gitkeep,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\04_REPORTS\pine_builder\.gitkeep,45,b69ce8f844736721d54361c6cbaf5f3f17061b27b743c0b060f3f94ea8669236,b69ce8f844736721d54361c6cbaf5f3f17061b27b743c0b060f3f94ea8669236,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\04_REPORTS\quantlens\.gitkeep,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\04_REPORTS\quantlens\.gitkeep,42,c3a7f090a20ee2d6726889148e9c3593ddc3a81bff2e26f3d3e691a2bf6e5464,c3a7f090a20ee2d6726889148e9c3593ddc3a81bff2e26f3d3e691a2bf6e5464,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\05_REGISTRY\AI_WORKER_REGISTRY.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\05_REGISTRY\AI_WORKER_REGISTRY.json,437,53ef1a4ff9f4ad5d28ee6dd1f1a33535fc78236109681ca70a2c2b8c6ff23897,53ef1a4ff9f4ad5d28ee6dd1f1a33535fc78236109681ca70a2c2b8c6ff23897,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\05_REGISTRY\CASE_REGISTRY.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\05_REGISTRY\CASE_REGISTRY.json,92,fe2a4ddbfe363975ab2b66a2c2a7412570136f37a7bff2e2a104d052122703ce,fe2a4ddbfe363975ab2b66a2c2a7412570136f37a7bff2e2a104d052122703ce,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\05_REGISTRY\DATA_SOURCE_REGISTRY.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\05_REGISTRY\DATA_SOURCE_REGISTRY.json,47,0a12ec538c8357746dadc64589fb0f9f9fbe9bc012eefac67bd0d29952a5c7f9,0a12ec538c8357746dadc64589fb0f9f9fbe9bc012eefac67bd0d29952a5c7f9,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\05_REGISTRY\PROMOTION_REGISTRY.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\05_REGISTRY\PROMOTION_REGISTRY.json,50,f9925059161917163c41c08218bc39a5f720d45d684e0481ebbf050e555be7b2,f9925059161917163c41c08218bc39a5f720d45d684e0481ebbf050e555be7b2,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\05_REGISTRY\STRATEGY_REGISTRY.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\05_REGISTRY\STRATEGY_REGISTRY.json,97,f6830468645899c70be70719b9bd854b8d965fd4fd8458b74a7e453d458416e9,f6830468645899c70be70719b9bd854b8d965fd4fd8458b74a7e453d458416e9,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\05_REGISTRY\TW_EXPORT_REGISTRY.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\05_REGISTRY\TW_EXPORT_REGISTRY.json,47,89452b32004c72dedb08360a08da59e4a964c2eb3b1839b7a9f1f594a22fe421,89452b32004c72dedb08360a08da59e4a964c2eb3b1839b7a9f1f594a22fe421,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\06_SCHEMAS\backtest_status.schema.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\06_SCHEMAS\backtest_status.schema.json,595,6c3d6d0bf68805984e52e84945e43a5020c457e3df672e9ed06cd2b7f5303b41,6c3d6d0bf68805984e52e84945e43a5020c457e3df672e9ed06cd2b7f5303b41,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\06_SCHEMAS\case_plan.schema.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\06_SCHEMAS\case_plan.schema.json,552,4f16f88701dd5073d280e28fc83125ae4b1e31caf6cbe5e1b021165e555103fc,4f16f88701dd5073d280e28fc83125ae4b1e31caf6cbe5e1b021165e555103fc,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\06_SCHEMAS\current_status.schema.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\06_SCHEMAS\current_status.schema.json,962,b7b60f772c2ec34bdafd7ec4b37cae2f5b20df6c294de856ce723c6faeb0a933,b7b60f772c2ec34bdafd7ec4b37cae2f5b20df6c294de856ce723c6faeb0a933,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\06_SCHEMAS\dashboard_config.schema.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\06_SCHEMAS\dashboard_config.schema.json,809,7e9dd6636c2ebf0ca1da000e802c7101943cc6aa10760b7d0f8cb4aa66e2b3cc,7e9dd6636c2ebf0ca1da000e802c7101943cc6aa10760b7d0f8cb4aa66e2b3cc,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\06_SCHEMAS\lineage.schema.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\06_SCHEMAS\lineage.schema.json,876,c873e9140104ac60a1d6f3564619bbc65827b05d239637b3a942a82d1c3b4932,c873e9140104ac60a1d6f3564619bbc65827b05d239637b3a942a82d1c3b4932,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\06_SCHEMAS\liveops_status.schema.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\06_SCHEMAS\liveops_status.schema.json,1042,8caadd4cc7a69b41e10a051ce0e3734760eabb29e5434bebaf9ad9b56a8bf493,8caadd4cc7a69b41e10a051ce0e3734760eabb29e5434bebaf9ad9b56a8bf493,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\06_SCHEMAS\manual_input_request.schema.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\06_SCHEMAS\manual_input_request.schema.json,613,04becb6ed8827d2e8a28fecfb12dca7524ecba9edf758d7e193766729e0db24f,04becb6ed8827d2e8a28fecfb12dca7524ecba9edf758d7e193766729e0db24f,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\06_SCHEMAS\optimization_status.schema.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\06_SCHEMAS\optimization_status.schema.json,941,faaf264433b234f68b7e88ff42bacd68c4fb57372d201c59acca7acb289c87e4,faaf264433b234f68b7e88ff42bacd68c4fb57372d201c59acca7acb289c87e4,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\06_SCHEMAS\parity_status.schema.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\06_SCHEMAS\parity_status.schema.json,640,17a93d86605f7dabb10431e7dff3d08e84453017c60db55d8f620d4b76c53a1b,17a93d86605f7dabb10431e7dff3d08e84453017c60db55d8f620d4b76c53a1b,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\06_SCHEMAS\paths.schema.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\06_SCHEMAS\paths.schema.json,639,eb673e52f01e4536905a6cd247fafc03c6a0d293f7cebbc53d4a50f30e0c3551,eb673e52f01e4536905a6cd247fafc03c6a0d293f7cebbc53d4a50f30e0c3551,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\06_SCHEMAS\pine_builder_status.schema.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\06_SCHEMAS\pine_builder_status.schema.json,607,bf8458554a117f33582f3109b14ca566fea02612481d8b6c880fbab8ef0c7bb5,bf8458554a117f33582f3109b14ca566fea02612481d8b6c880fbab8ef0c7bb5,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\06_SCHEMAS\report_manifest.schema.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\06_SCHEMAS\report_manifest.schema.json,1070,624b73a892031909c22b3b56073e5c9272e21ce436038054f85f0998c2224cbf,624b73a892031909c22b3b56073e5c9272e21ce436038054f85f0998c2224cbf,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\06_SCHEMAS\status_event.schema.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\06_SCHEMAS\status_event.schema.json,1023,f69ec035dcb3bc12c59d68601c36d54aac18f25bdc39ff8ad5b9a414d5460c16,f69ec035dcb3bc12c59d68601c36d54aac18f25bdc39ff8ad5b9a414d5460c16,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\06_SCHEMAS\strategy_registry.schema.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\06_SCHEMAS\strategy_registry.schema.json,587,cc28f36242bc55fe0577d054ad5c2df1d09c08f79bac5c99cfb47d1fca6f6fd8,cc28f36242bc55fe0577d054ad5c2df1d09c08f79bac5c99cfb47d1fca6f6fd8,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\06_SCHEMAS\task_history.schema.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\06_SCHEMAS\task_history.schema.json,918,d202f4e97bb2833bc387467042538d7ecfcb2ef6a44a7410ab0f202dce3f9e19,d202f4e97bb2833bc387467042538d7ecfcb2ef6a44a7410ab0f202dce3f9e19,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\06_SCHEMAS\task_proposal.schema.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\06_SCHEMAS\task_proposal.schema.json,512,561233d10e3465af3a07c1530ca9a077dbb969b3502715fb1636eb90428d4977,561233d10e3465af3a07c1530ca9a077dbb969b3502715fb1636eb90428d4977,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\06_SCHEMAS\task_proposal_receipt.schema.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\06_SCHEMAS\task_proposal_receipt.schema.json,752,d3d34900c824f74e1c777edcb78afc06a2b05082a3c53283a3a3ee6089f54782,d3d34900c824f74e1c777edcb78afc06a2b05082a3c53283a3a3ee6089f54782,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\06_SCHEMAS\task_queue.schema.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\06_SCHEMAS\task_queue.schema.json,1661,3b3d03045fd6d900ba2c1920bd49e3bf6cb26403902e7458a567eb0f035b2f22,3b3d03045fd6d900ba2c1920bd49e3bf6cb26403902e7458a567eb0f035b2f22,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\06_SCHEMAS\tw_export_manifest.schema.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\06_SCHEMAS\tw_export_manifest.schema.json,986,36a1556560936b5a6253dc01b43c097ca460f1a7e1afa201510bcbac04fc650a,36a1556560936b5a6253dc01b43c097ca460f1a7e1afa201510bcbac04fc650a,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\06_SCHEMAS\write_lock.schema.json,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\06_SCHEMAS\write_lock.schema.json,503,e6724ba4728fabe227c9cc0e805316873184f75ae124a443f6b6b0a77b7ff2ef,e6724ba4728fabe227c9cc0e805316873184f75ae124a443f6b6b0a77b7ff2ef,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\07_ADAPTERS\README.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\07_ADAPTERS\README.md,606,6f5ae8148b4ccd0c040464728e47b8ef0aca4a7f6e0c957c8ad5c05289646e5a,6f5ae8148b4ccd0c040464728e47b8ef0aca4a7f6e0c957c8ad5c05289646e5a,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\07_ADAPTERS\liveops\README.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\07_ADAPTERS\liveops\README.md,428,5a9e87b412faa5aa5a06043d043deeea797d905cc72e4a9d19eac195413f395a,5a9e87b412faa5aa5a06043d043deeea797d905cc72e4a9d19eac195413f395a,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\07_ADAPTERS\mtc_engine\README.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\07_ADAPTERS\mtc_engine\README.md,471,cb74fbcee73a0318475d22dd30423d21b1d8fe55af8acee3ea3590c585f78daa,cb74fbcee73a0318475d22dd30423d21b1d8fe55af8acee3ea3590c585f78daa,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\07_ADAPTERS\pinets\README.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\07_ADAPTERS\pinets\README.md,468,5ce8b6725ca98ad3cb2059e80063eaaeb1f18eace95acb406814e0c524cd7f15,5ce8b6725ca98ad3cb2059e80063eaaeb1f18eace95acb406814e0c524cd7f15,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\07_ADAPTERS\pine_builder\README.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\07_ADAPTERS\pine_builder\README.md,489,b065b4c50ec2f33dfd874bc96e6f0adf5ca996e4607ce349807958c2e22f8f5a,b065b4c50ec2f33dfd874bc96e6f0adf5ca996e4607ce349807958c2e22f8f5a,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\07_ADAPTERS\quantlens\README.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\07_ADAPTERS\quantlens\README.md,510,c23a967a7095644e260e54115fe0d6bcfc95a4a057c78ada35e70d14226bfcec,c23a967a7095644e260e54115fe0d6bcfc95a4a057c78ada35e70d14226bfcec,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\07_ADAPTERS\tradingview_exports\README.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\07_ADAPTERS\tradingview_exports\README.md,437,730031767c7ba3f7558f4065e70cb7fcbadda463cc5602c5cd129c17cac11e6e,730031767c7ba3f7558f4065e70cb7fcbadda463cc5602c5cd129c17cac11e6e,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\README.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\README.md,669,97c09faa5d2785fc4713e4ebee8b639e281b863b97dd50ab87e34c2ee34cc9f3,97c09faa5d2785fc4713e4ebee8b639e281b863b97dd50ab87e34c2ee34cc9f3,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\README.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\README.md,1314,1f00bd6654e24ec00310722079c8fa26d9df360a80481de08b356f74a306ea04,1f00bd6654e24ec00310722079c8fa26d9df360a80481de08b356f74a306ea04,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\audit_reader.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\audit_reader.py,53330,6f689a08e3286eebb5498498f8e17d1493a02588cf21b4bdf16f554e2ad82491,6f689a08e3286eebb5498498f8e17d1493a02588cf21b4bdf16f554e2ad82491,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
