"source_path","target_path","relative_path","size_bytes","source_sha256","target_sha256","hash_match"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\array\methods\new_table.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\array\methods\new_table.d.ts","dist\types\namespaces\array\methods\new_table.d.ts","160","60A107709D294F6B4F64D064EE7ED0E6F398FC97D6F086B35B5F342F1715ED88","60A107709D294F6B4F64D064EE7ED0E6F398FC97D6F086B35B5F342F1715ED88","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\array\methods\param.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\array\methods\param.d.ts","dist\types\namespaces\array\methods\param.d.ts","83","6FDC4F85FCE38A7FFD3BC51828FBC60639B32BC5407F2D54689DC9F37E1ECBAF","6FDC4F85FCE38A7FFD3BC51828FBC60639B32BC5407F2D54689DC9F37E1ECBAF","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\array\methods\percentile_linear_interpolation.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\array\methods\percentile_linear_interpolation.d.ts","dist\types\namespaces\array\methods\percentile_linear_interpolation.d.ts","232","F981C2BDA50B63BC4EF423F16EE2B43E37B099B214BE7B070335010878FB112F","F981C2BDA50B63BC4EF423F16EE2B43E37B099B214BE7B070335010878FB112F","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\array\methods\percentile_nearest_rank.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\array\methods\percentile_nearest_rank.d.ts","dist\types\namespaces\array\methods\percentile_nearest_rank.d.ts","170","65210C2D6D29838C96BE0E01602D15795643C7904D138C849A5C32DE2F27EDBB","65210C2D6D29838C96BE0E01602D15795643C7904D138C849A5C32DE2F27EDBB","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\array\methods\percentrank.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\array\methods\percentrank.d.ts","dist\types\namespaces\array\methods\percentrank.d.ts","153","7CFB9D4D96627F92FAE471F83BAAB6221F7CE567F60AD1B6772BE0C1D74B0D7F","7CFB9D4D96627F92FAE471F83BAAB6221F7CE567F60AD1B6772BE0C1D74B0D7F","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\array\methods\pop.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\array\methods\pop.d.ts","dist\types\namespaces\array\methods\pop.d.ts","127","5D8D80E58FD99CF606E8AC14BE66CB55678C68E1F1BDF988CD3439059B8024C1","5D8D80E58FD99CF606E8AC14BE66CB55678C68E1F1BDF988CD3439059B8024C1","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\array\methods\push.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\array\methods\push.d.ts","dist\types\namespaces\array\methods\push.d.ts","195","D7C19BBAB3B687AF0064979AF622B820AF438C6EC32E705A372E50ACF662E3BB","D7C19BBAB3B687AF0064979AF622B820AF438C6EC32E705A372E50ACF662E3BB","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\array\methods\range.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\array\methods\range.d.ts","dist\types\namespaces\array\methods\range.d.ts","186","000E5F8883089EEADD6A79A367F629AFC29E7430674917C6D9E28F820B7BBC82","000E5F8883089EEADD6A79A367F629AFC29E7430674917C6D9E28F820B7BBC82","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\array\methods\remove.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\array\methods\remove.d.ts","dist\types\namespaces\array\methods\remove.d.ts","145","0ABB5148B78B5C9B898C00786174B9EA1BB5DD329117D01C5413417FD7E5326C","0ABB5148B78B5C9B898C00786174B9EA1BB5DD329117D01C5413417FD7E5326C","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\array\methods\reverse.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\array\methods\reverse.d.ts","dist\types\namespaces\array\methods\reverse.d.ts","132","E0450B3A5D536AC50031E8568F420CEA234DBB5F8D79184BBEF7468A7328C009","E0450B3A5D536AC50031E8568F420CEA234DBB5F8D79184BBEF7468A7328C009","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\array\methods\set.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\array\methods\set.d.ts","dist\types\namespaces\array\methods\set.d.ts","209","5E2F83259A448CD0B6EC0C10D7F5B6A966A844B2F29FCDD525F026F0565CFDEA","5E2F83259A448CD0B6EC0C10D7F5B6A966A844B2F29FCDD525F026F0565CFDEA","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\array\methods\shift.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\array\methods\shift.d.ts","dist\types\namespaces\array\methods\shift.d.ts","129","2AA188C8577518DBC8FFCA09038A6698BAAC1E0977C7AA4910467CCEF0FA7E4C","2AA188C8577518DBC8FFCA09038A6698BAAC1E0977C7AA4910467CCEF0FA7E4C","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\array\methods\size.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\array\methods\size.d.ts","dist\types\namespaces\array\methods\size.d.ts","131","8C67F699B8082E2A11D8EB7093F2814404D24242669FE4C3CE5992A9AA0B593B","8C67F699B8082E2A11D8EB7093F2814404D24242669FE4C3CE5992A9AA0B593B","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\array\methods\slice.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\array\methods\slice.d.ts","dist\types\namespaces\array\methods\slice.d.ts","170","437A2FD69FF7664ECAE906C60BFCE628AA5CB31D0F9F48F5E76C3F442EAB07EB","437A2FD69FF7664ECAE906C60BFCE628AA5CB31D0F9F48F5E76C3F442EAB07EB","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\array\methods\some.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\array\methods\some.d.ts","dist\types\namespaces\array\methods\some.d.ts","132","EBD393C07A73A5077B378AD7A91CECE139312A227EFCBB0B0DFCBD7F650A9196","EBD393C07A73A5077B378AD7A91CECE139312A227EFCBB0B0DFCBD7F650A9196","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\array\methods\sort.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\array\methods\sort.d.ts","dist\types\namespaces\array\methods\sort.d.ts","182","8B35FBF457F1C43F92DF0289F9516BBE851CAC5D2077A198DC2F7B45E2B59A89","8B35FBF457F1C43F92DF0289F9516BBE851CAC5D2077A198DC2F7B45E2B59A89","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\array\methods\sort_indices.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\array\methods\sort_indices.d.ts","dist\types\namespaces\array\methods\sort_indices.d.ts","201","3BF6E95F0225F7294707CFED1387AB16B1FDBF4FC71E32B3623BA87378F7ADD2","3BF6E95F0225F7294707CFED1387AB16B1FDBF4FC71E32B3623BA87378F7ADD2","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\array\methods\standardize.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\array\methods\standardize.d.ts","dist\types\namespaces\array\methods\standardize.d.ts","147","98277F8082C13850D1783316A957CE94E5E4807A44A0F83CA9D873911109F54D","98277F8082C13850D1783316A957CE94E5E4807A44A0F83CA9D873911109F54D","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\array\methods\stdev.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\array\methods\stdev.d.ts","dist\types\namespaces\array\methods\stdev.d.ts","204","75942A3912E2567E501CB6F75FCC950BF82F2DBB9BA7667D06417622A844ACF2","75942A3912E2567E501CB6F75FCC950BF82F2DBB9BA7667D06417622A844ACF2","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\array\methods\sum.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\array\methods\sum.d.ts","dist\types\namespaces\array\methods\sum.d.ts","184","FBFED59DEE58FC5AE26E638E4A5897C122C92D1CE91DD376FB1C3D7850587435","FBFED59DEE58FC5AE26E638E4A5897C122C92D1CE91DD376FB1C3D7850587435","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\array\methods\unshift.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\array\methods\unshift.d.ts","dist\types\namespaces\array\methods\unshift.d.ts","198","269DD50DBF5816279F6E40F7590674A6AA293469522F1E55D1617D9728E92BBC","269DD50DBF5816279F6E40F7590674A6AA293469522F1E55D1617D9728E92BBC","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\array\methods\variance.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\array\methods\variance.d.ts","dist\types\namespaces\array\methods\variance.d.ts","207","A81A855A1EA45EF4853764ECAEBB3B9BDCB0AFE59E5CA17687793D14094A42B2","A81A855A1EA45EF4853764ECAEBB3B9BDCB0AFE59E5CA17687793D14094A42B2","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\array\PineArrayObject.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\array\PineArrayObject.d.ts","dist\types\namespaces\array\PineArrayObject.d.ts","2927","97BE3FAB865095EF3C7A6FFC546FA8371D91038C97CCBB859A74413CFD20C94A","97BE3FAB865095EF3C7A6FFC546FA8371D91038C97CCBB859A74413CFD20C94A","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\array\utils.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\array\utils.d.ts","dist\types\namespaces\array\utils.d.ts","352","6805F800F35B4B5ABF0D891232348A631ECE9514B46AB5723AD12AAC19CD0D7C","6805F800F35B4B5ABF0D891232348A631ECE9514B46AB5723AD12AAC19CD0D7C","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\Barstate.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\Barstate.d.ts","dist\types\namespaces\Barstate.d.ts","343","63B90E975E29ED723DD5C5C5137CB7EE29C96ABD6A203549787F144057708E29","63B90E975E29ED723DD5C5C5137CB7EE29C96ABD6A203549787F144057708E29","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\box\BoxHelper.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\box\BoxHelper.d.ts","dist\types\namespaces\box\BoxHelper.d.ts","2590","14F29E5083A8B1A248F13EF10C0E7F40EFB0B3FDF9B239CA3519B38C8481F530","14F29E5083A8B1A248F13EF10C0E7F40EFB0B3FDF9B239CA3519B38C8481F530","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\box\BoxObject.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\box\BoxObject.d.ts","dist\types\namespaces\box\BoxObject.d.ts","2158","B18A01213A1D6B1B60C53510C9D75E7E9D32C8AFF17944DD9A7ADD0301511D76","B18A01213A1D6B1B60C53510C9D75E7E9D32C8AFF17944DD9A7ADD0301511D76","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\chart\ChartHelper.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\chart\ChartHelper.d.ts","dist\types\namespaces\chart\ChartHelper.d.ts","791","0B8551E1388F082CF80C492DFEF9F2545398732D9D5628D07CA20B98CED35D16","0B8551E1388F082CF80C492DFEF9F2545398732D9D5628D07CA20B98CED35D16","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\chart\ChartPointObject.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\chart\ChartPointObject.d.ts","dist\types\namespaces\chart\ChartPointObject.d.ts","261","BF65A61C31061BED8CA6FDA0B01AB8F96FD989E1014A54117613776A507E16A2","BF65A61C31061BED8CA6FDA0B01AB8F96FD989E1014A54117613776A507E16A2","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\color\PineColor.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\color\PineColor.d.ts","dist\types\namespaces\color\PineColor.d.ts","1730","6565E03608F9BFCE2AC791876A52A43C27AF8F73C8E756222DAF7D698A6662F7","6565E03608F9BFCE2AC791876A52A43C27AF8F73C8E756222DAF7D698A6662F7","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\Core.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\Core.d.ts","dist\types\namespaces\Core.d.ts","2172","027A99B82ABEBEB795B9D8A7EDD1C9EBA1F907705C2D0E7CF66A59380963F43A","027A99B82ABEBEB795B9D8A7EDD1C9EBA1F907705C2D0E7CF66A59380963F43A","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\Input.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\Input.d.ts","dist\types\namespaces\Input.d.ts","1120","F3CD1C4E8C5B7A8264EC85DAFD9B08949053A390E21CF0D514C319F0BD3B29B2","F3CD1C4E8C5B7A8264EC85DAFD9B08949053A390E21CF0D514C319F0BD3B29B2","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\input\input.index.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\input\input.index.d.ts","dist\types\namespaces\input\input.index.d.ts","1885","06FC31FEE209CB3C27A5F646B8FBA3B9C861571CEC3A3B415AC733E68195AC8B","06FC31FEE209CB3C27A5F646B8FBA3B9C861571CEC3A3B415AC733E68195AC8B","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\input\methods\any.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\input\methods\any.d.ts","dist\types\namespaces\input\methods\any.d.ts","68","556DD6971FC3258D60189B72F87A14B8B87BE8E728DE96A8736B376FCE5BD7E1","556DD6971FC3258D60189B72F87A14B8B87BE8E728DE96A8736B376FCE5BD7E1","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\input\methods\bool.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\input\methods\bool.d.ts","dist\types\namespaces\input\methods\bool.d.ts","69","BBD63ECFED9EF80847395A56333BD822007F7AA54819504A5901FEB8C71E1376","BBD63ECFED9EF80847395A56333BD822007F7AA54819504A5901FEB8C71E1376","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\input\methods\color.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\input\methods\color.d.ts","dist\types\namespaces\input\methods\color.d.ts","70","918363E767E006583DC3F41671848F51A0085A75E9C06F8258F18B08512B1C6C","918363E767E006583DC3F41671848F51A0085A75E9C06F8258F18B08512B1C6C","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\input\methods\enum.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\input\methods\enum.d.ts","dist\types\namespaces\input\methods\enum.d.ts","72","265B34AF408B512A3A6924D719E8CB70D20F57A75048F14D5F8F0ECA2F5CBEC8","265B34AF408B512A3A6924D719E8CB70D20F57A75048F14D5F8F0ECA2F5CBEC8","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\input\methods\float.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\input\methods\float.d.ts","dist\types\namespaces\input\methods\float.d.ts","70","320F2673EA024D8406D814A32EADAC1D1E1A1890BF231ABBC5CDDC76E100C09E","320F2673EA024D8406D814A32EADAC1D1E1A1890BF231ABBC5CDDC76E100C09E","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\input\methods\int.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\input\methods\int.d.ts","dist\types\namespaces\input\methods\int.d.ts","68","4B2CC61FA694CC2073F5C00A3F1CE53EBCC36007E09DA37202245D8890825538","4B2CC61FA694CC2073F5C00A3F1CE53EBCC36007E09DA37202245D8890825538","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\input\methods\param.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\input\methods\param.d.ts","dist\types\namespaces\input\methods\param.d.ts","83","6FDC4F85FCE38A7FFD3BC51828FBC60639B32BC5407F2D54689DC9F37E1ECBAF","6FDC4F85FCE38A7FFD3BC51828FBC60639B32BC5407F2D54689DC9F37E1ECBAF","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\input\methods\price.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\input\methods\price.d.ts","dist\types\namespaces\input\methods\price.d.ts","70","7AECE5E27AD34ACF9F570623E90446EC19AE0D156CC29A394DB328AA226541CF","7AECE5E27AD34ACF9F570623E90446EC19AE0D156CC29A394DB328AA226541CF","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\input\methods\session.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\input\methods\session.d.ts","dist\types\namespaces\input\methods\session.d.ts","72","52246A839F30D13334C398DF4004AEF611A07F01D4EF48F36DD49F83BB3FBB7B","52246A839F30D13334C398DF4004AEF611A07F01D4EF48F36DD49F83BB3FBB7B","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\input\methods\source.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\input\methods\source.d.ts","dist\types\namespaces\input\methods\source.d.ts","71","0AE308FD1F172698C32EC361B81C9643510ADEC3ABF5BC449A95A9B9E9A8E2A6","0AE308FD1F172698C32EC361B81C9643510ADEC3ABF5BC449A95A9B9E9A8E2A6","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\input\methods\string.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\input\methods\string.d.ts","dist\types\namespaces\input\methods\string.d.ts","71","E8F26283EF6A979F6D1D56FB639A04C6916FEB926FB2F96EF3B5D1F78EB0D50A","E8F26283EF6A979F6D1D56FB639A04C6916FEB926FB2F96EF3B5D1F78EB0D50A","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\input\methods\symbol.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\input\methods\symbol.d.ts","dist\types\namespaces\input\methods\symbol.d.ts","71","A095C979744897DBDCE63EBE3C55CA722CB364CCD6ECD1D06CF09EA96995B081","A095C979744897DBDCE63EBE3C55CA722CB364CCD6ECD1D06CF09EA96995B081","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\input\methods\text_area.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\input\methods\text_area.d.ts","dist\types\namespaces\input\methods\text_area.d.ts","74","69D680196EDDB6F2C7E0BA65DE58FD0FBA180ED68046444BEB263B21B4EF3796","69D680196EDDB6F2C7E0BA65DE58FD0FBA180ED68046444BEB263B21B4EF3796","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\input\methods\time.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\input\methods\time.d.ts","dist\types\namespaces\input\methods\time.d.ts","69","1CE859BCE1DBE2C9A1887E0FA8D7EA59413917FC618CF91006FAFED586109C82","1CE859BCE1DBE2C9A1887E0FA8D7EA59413917FC618CF91006FAFED586109C82","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\input\methods\timeframe.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\input\methods\timeframe.d.ts","dist\types\namespaces\input\methods\timeframe.d.ts","74","5898D6DB50D3D62A207D43C54B37B096E109D59AF83E45C6C593608094A427D0","5898D6DB50D3D62A207D43C54B37B096E109D59AF83E45C6C593608094A427D0","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\input\types.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\input\types.d.ts","dist\types\namespaces\input\types.d.ts","282","52535C64D022D19CF5EEFD71B24A7FB4E2106687864FE026F9FA3B0C2150C6D7","52535C64D022D19CF5EEFD71B24A7FB4E2106687864FE026F9FA3B0C2150C6D7","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\input\utils.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\input\utils.d.ts","dist\types\namespaces\input\utils.d.ts","208","6E561955C23E2F5B664773101B0B1BDE8B6FC96AF91024C8037D92FC27997344","6E561955C23E2F5B664773101B0B1BDE8B6FC96AF91024C8037D92FC27997344","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\label\LabelHelper.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\label\LabelHelper.d.ts","dist\types\namespaces\label\LabelHelper.d.ts","2643","7F1679FEE7FE85781FF5EB06F7EEB9A9DCBC21D9B6A0E2FEC3EABAC8AF2712FC","7F1679FEE7FE85781FF5EB06F7EEB9A9DCBC21D9B6A0E2FEC3EABAC8AF2712FC","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\label\LabelObject.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\label\LabelObject.d.ts","dist\types\namespaces\label\LabelObject.d.ts","1406","34D987447F9C1025085365F15055279169741601470FBF1246FA2BD6749DE606","34D987447F9C1025085365F15055279169741601470FBF1246FA2BD6749DE606","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\line\LineHelper.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\line\LineHelper.d.ts","dist\types\namespaces\line\LineHelper.d.ts","2210","5A74C350DE1EB8F6E86089C91D2DA82EFAB0B37F73EA72EA1C79FBD742322F6E","5A74C350DE1EB8F6E86089C91D2DA82EFAB0B37F73EA72EA1C79FBD742322F6E","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\line\LineObject.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\line\LineObject.d.ts","dist\types\namespaces\line\LineObject.d.ts","1278","2A70418247CD61F2B75A2DC670D2FC0A8A7AF2A99072C4C8668F19787612E277","2A70418247CD61F2B75A2DC670D2FC0A8A7AF2A99072C4C8668F19787612E277","True"
"C:\LAB\tradingview-lab\node_modules\pinets\dist\types\namespaces\linefill\LinefillHelper.d.ts","C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\02_MTC_BACKTEST\node_modules\pinets\dist\types\namespaces\linefill\LinefillHelper.d.ts","dist\types\namespaces\linefill\LinefillHelper.d.ts","1009","AFE0053E1601C128E377696B34077A98A644A959D3D22A723A86CF66D35DFCBE","AFE0053E1601C128E377696B34077A98A644A959D3D22A723A86CF66D35DFCBE","True"
