path,size_bytes,last_commit_iso,referenced_by_count
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_hourly/20250630_0400.parquet,618190,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_hourly/20250630_0500.parquet,617981,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_hourly/20250630_0600.parquet,618835,2026-05-31T17:52:41+03:00,7
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_hourly/20250630_0700.parquet,617668,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_hourly_fixed/20250629_1800.parquet,619766,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_hourly_fixed/20250629_1900.parquet,619624,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_hourly_fixed/20250629_2000.parquet,619680,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_hourly_fixed/20250629_2100.parquet,619286,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_hourly_fixed/20250629_2200.parquet,614089,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_hourly_fixed/20250629_2300.parquet,613942,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_hourly_fixed/20250630_0000.parquet,613737,2026-05-31T17:52:41+03:00,8
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_hourly_fixed/20250630_0100.parquet,618708,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_hourly_fixed/20250630_0200.parquet,618828,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_hourly_fixed/20250630_0300.parquet,618373,2026-05-31T17:52:41+03:00,8
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_hourly_fixed/20250630_0400.parquet,618190,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_hourly_fixed/20250630_0500.parquet,617981,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_hourly_fixed/20250630_0600.parquet,618835,2026-05-31T17:52:41+03:00,7
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_hourly_fixed/20250630_0700.parquet,617668,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250629_1800.parquet,619766,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250629_1815.parquet,619714,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250629_1830.parquet,619671,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250629_1845.parquet,619653,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250629_1900.parquet,619624,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250629_1915.parquet,619611,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250629_1930.parquet,619577,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250629_1945.parquet,619533,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250629_2000.parquet,619680,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250629_2015.parquet,619409,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250629_2030.parquet,619339,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250629_2045.parquet,619305,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250629_2100.parquet,619286,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250629_2115.parquet,619307,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250629_2130.parquet,619264,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250629_2145.parquet,619225,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250629_2200.parquet,614089,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250629_2215.parquet,614209,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250629_2230.parquet,614033,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250629_2245.parquet,613999,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250629_2300.parquet,613942,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250629_2315.parquet,613970,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250629_2330.parquet,613876,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250629_2345.parquet,613843,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0000.parquet,613737,2026-05-31T17:52:41+03:00,8
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0015.parquet,613710,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0030.parquet,613686,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0045.parquet,619002,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0100.parquet,618708,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0115.parquet,618791,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0130.parquet,618687,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0145.parquet,618597,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0200.parquet,618828,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0215.parquet,618734,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0230.parquet,618709,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0245.parquet,618693,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0300.parquet,618373,2026-05-31T17:52:41+03:00,8
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0315.parquet,618357,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0330.parquet,618239,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0345.parquet,618273,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0400.parquet,618190,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0415.parquet,618062,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0430.parquet,618042,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0445.parquet,618013,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0500.parquet,617981,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0515.parquet,617942,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0530.parquet,617919,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0545.parquet,617953,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0600.parquet,618835,2026-05-31T17:52:41+03:00,7
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0615.parquet,618224,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0630.parquet,617712,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0645.parquet,617692,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_60d0b_q15/20250630_0700.parquet,617668,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_959d3_mini/20250630_0000.parquet,746010,2026-05-31T17:52:41+03:00,8
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_959d3_mini/20250630_0600.parquet,752396,2026-05-31T17:52:41+03:00,7
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_959d3_mini/20250630_1200.parquet,750178,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_959d3_mini/20250701_0000.parquet,748089,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_959d3_mini/20250701_1200.parquet,739658,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_e3002_mini/20250630_0000.parquet,754207,2026-05-31T17:52:41+03:00,8
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_e3002_mini/20250630_1200.parquet,753885,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_e3002_mini/20250701_0000.parquet,751791,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_e3002_mini/20250701_1200.parquet,743371,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/history_sweeps_e3002_mini/20250702_0000.parquet,741395,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data/mev_validation/TRXUSDT_4h_20240101_RESEARCH.csv,316379,2026-06-06T23:22:12+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data_providers/__init__.py,1120,2026-05-31T17:52:41+03:00,26
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data_providers/base.py,2411,2026-05-31T17:52:41+03:00,21
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data_providers/binance_provider.py,4844,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data_providers/binance_usdm_provider.py,4210,2026-05-31T17:52:41+03:00,3
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data_providers/csv_provider.py,4267,2026-05-31T17:52:41+03:00,3
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data_tools/__init__.py,26,2026-05-31T17:52:41+03:00,26
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data_tools/download_cli.py,9560,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/data_tools/validate.py,10619,2026-06-06T23:22:12+03:00,22
MTC_COMMAND_CENTER/02_MTC_BACKTEST/diag_signals.py,1026,2026-05-31T17:52:41+03:00,3
MTC_COMMAND_CENTER/02_MTC_BACKTEST/docs/backup_restore_runbook.md,504,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/docs/command_cookbook.md,3994,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/docs/common_failure_playbook.md,1067,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/docs/dependency_lock_workflow.md,560,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/docs/go_live_checklist.md,649,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/docs/historical_backfill_etl.md,2184,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/docs/observability_runbook.md,541,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/docs/optimizer_quickstart.md,1122,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/docs/optimizer_v0.md,5738,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/docs/PARITY_FREEZE.md,4856,2026-05-31T17:52:41+03:00,6
MTC_COMMAND_CENTER/02_MTC_BACKTEST/docs/parity_reproducibility.md,1484,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/docs/release_semver_changelog.md,613,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/docs/staging_environment_mirror.md,943,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/docs/strategy_properties_checklist.md,1731,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/docs/uat_scenarios.md,809,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/docs/UI_PHASE3_PLAN.md,7167,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/docs/UI_PHASE3_PLAN_V2.md,6045,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/dump_super_props.py,728,2026-05-31T17:52:41+03:00,3
MTC_COMMAND_CENTER/02_MTC_BACKTEST/dump_tv_trades.py,1344,2026-05-31T17:52:41+03:00,3
MTC_COMMAND_CENTER/02_MTC_BACKTEST/examine_excel.py,1985,2026-05-31T17:52:41+03:00,3
MTC_COMMAND_CENTER/02_MTC_BACKTEST/hardcoded_path_rewrite_TODO.md,10063,2026-06-06T23:22:12+03:00,9
MTC_COMMAND_CENTER/02_MTC_BACKTEST/mtc_bridge.mjs,22268,2026-05-31T17:52:41+03:00,233
MTC_COMMAND_CENTER/02_MTC_BACKTEST/optimize.py,12830,2026-05-31T17:52:41+03:00,15
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_compare.py,79132,2026-05-31T19:14:20+03:00,53
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/all_inputs.json,58743,2026-05-31T17:52:41+03:00,3
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/all_inputs_filled.json,60014,2026-05-31T17:52:41+03:00,3
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/analyze_dependencies.py,8386,2026-05-31T17:52:41+03:00,3
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/CASE_CLASSIFICATION_PLAN.md,5266,2026-05-31T17:52:41+03:00,4
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/CASE_LIST_v1.md,22501,2026-05-31T17:52:41+03:00,3
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/CASE_SETUP_GUIDE.xlsx,44225,2026-05-31T17:52:41+03:00,10
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/CASE_SETUP_GUIDE_tagged_v6_conflict_candidates.xlsx,58508,2026-05-31T17:52:41+03:00,18
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_005_enable_long_trades_v02.json,3672,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_006_enable_short_trades_v02.json,3677,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_007_allow_position_flips_longshort_same_bar_v02.json,3737,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_008_exit_on_opposite_signal_v02.json,3707,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_009_exit_if_selected_filters_block_while_in_po_v02.json,3770,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_010_regime_lock_prevent_re_entry_same_directio_v02.json,3756,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_011_entry_mode_v02.json,3647,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_012_exit_on_ma_filter_block_v02.json,4070,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_013_exit_on_ma_slope_filter_block_v02.json,4118,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_014_exit_on_mcginley_filter_block_v02.json,4154,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_015_exit_on_htf_trend_filter_block_v02.json,4126,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_016_exit_on_volume_filter_block_v02.json,4107,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_017_exit_on_atr_vol_filter_block_v02.json,4117,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_018_exit_on_range_filter_block_v02.json,4244,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_019_use_time_stop_position_duration_exit_v02.json,3728,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_020_time_stop_bars_v02.json,3814,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_020_time_stop_bars_v03.json,3814,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_021_exit_at_end_of_day_v02.json,3828,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_022_exit_at_end_of_week_v02.json,3831,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_023_time_stop_condition_v02.json,3876,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_023_time_stop_condition_v03.json,3870,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_024_signal_mode_max_entries_v02.json,3708,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_024_signal_mode_max_entries_v03.json,3708,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_025_signal_mode_cooldown_bars_v02.json,3860,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_025_signal_mode_cooldown_bars_v03.json,3863,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_026_max_pyramid_positions_v02.json,3698,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_026_max_pyramid_positions_v03.json,3698,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_027_signal_mode_v02.json,3654,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_027_signal_mode_v03.json,3636,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_028_global_heikin_ashi_v02.json,3625,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_028_global_heikin_ashi_v03.json,3623,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_029_use_ha_for_supertrend_v02.json,3805,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_030_st_use_wicks_v02.json,3788,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_031_st_atr_len_v02.json,3775,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_031_st_atr_len_v03.json,3775,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_032_st_factor_v02.json,3768,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_032_st_factor_v03.json,3771,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_033_rf_rsi_length_v02.json,3784,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_033_rf_rsi_length_v03.json,3782,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_034_rf_use_bb_filter_range_mode_v02.json,3952,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_036_rf_use_strategy_tf_source_v02.json,3820,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_037_rf_adx_trend_threshold_v02.json,3811,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_037_rf_adx_trend_threshold_v03.json,3811,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_038_rf_adx_range_threshold_v02.json,3811,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_038_rf_adx_range_threshold_v03.json,3811,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_039_rf_chop_trend_threshold_v02.json,3814,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_039_rf_chop_trend_threshold_v03.json,3814,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_040_rf_chop_range_threshold_v02.json,3814,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_040_rf_chop_range_threshold_v03.json,3814,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_041_rf_rsi_oversold_v02.json,3790,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_041_rf_rsi_oversold_v03.json,3790,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_042_rf_rsi_overbought_v02.json,3796,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_042_rf_rsi_overbought_v03.json,3796,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_043_rf_bb_length_v02.json,3781,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_043_rf_bb_length_v03.json,3781,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_044_rf_bb_multiplier_v02.json,3791,2026-05-31T17:52:41+03:00,5
MTC_COMMAND_CENTER/02_MTC_BACKTEST/parity_suite_350/cases/parity_bnd_044_rf_bb_multiplier_v03.json,3791,2026-05-31T17:52:41+03:00,5
