case_no,case_name,phase,title,description,prev_case_diff,folder,status,export_file,enable_long,enable_short,allow_flip,regime_lock,max_entries,cooldown_bars,risk_per_long_pct,risk_per_short_pct,fallback_size_pct,max_leverage_cap,signal_mode,st_atr_len,st_factor,st_use_wicks,st_use_ha,use_ma_filter,ma_type,ma_length,use_ma_mtf,ma_htf_timeframe,use_htf_trend_filter,htf_trend_timeframe,htf_trend_ma_type,htf_trend_ma_len,htf_trend_buffer_pct,use_ma_slope_filter,ma_slope_len,ma_slope_min_pct,use_mcginley_filter,mcginley_length,mcginley_use_higher_timeframe,mcginley_htf_timeframe,use_volume_filter,vol_sma_length,vol_sma_mult,use_adx_filter,adx_length,adx_threshold,adx_use_higher_timeframe,adx_htf_timeframe,use_chop_filter,chop_length,chop_threshold,chop_use_higher_timeframe,chop_htf_timeframe,use_atr_vol_floor,atr_vol_floor_fast_len,atr_vol_floor_baseline_len,atr_vol_floor_mult,use_macd_regime_filter,use_macd_cross_filter,use_macd_hist_filter,macd_hist_mode,use_macd_zero_dist_filter,macd_zero_dist_min,macd_fast_len,macd_slow_len,macd_sig_len,macd_source,use_macd_htf_bias,macd_htf_timeframe,use_momentum_filter,momentum_mode,momentum_atr_len,momentum_atr_mult,momentum_roc_min_pct,use_session_filter,session_name,session_custom_string,sl_mode,sl_atr_len,sl_atr_mult,sl_pct,sl_swing_basis,sl_swing_lookback,sl_swing_atr_len,sl_swing_atr_mult,tp_mode,tp_atr_len,tp_atr_mult,tp_percent,tp_r_multiple,tp1_r_multiple,tp1_close_pct,tp2_r_multiple,use_break_even,be_trigger_r,be_buffer_r,use_trailing,trail_atr_len,trail_start_r,trail_distance_atr_mult,exit_on_opposite_signal,exit_on_ma_block,exit_on_ma_slope_block,exit_on_mcginley_block,exit_on_htf_trend_block,exit_on_vol_block,exit_on_atr_vol_block,exit_on_range_block,exit_on_candle_pattern_block,exit_on_level_prox_block,use_candle_pattern_gate,candle_pattern_lookback,use_level_proximity_gate,level_proximity_threshold_pct,level_proximity_lookback,use_time_stop,time_stop_bars,time_stop_condition,time_stop_eod,time_stop_eow,use_daily_loss_limit,max_daily_loss_pct,use_max_trades_per_day,max_trades_per_day,use_max_drawdown_guard,max_drawdown_pct,use_consecutive_loss_halt,max_consecutive_losses,use_equity_curve_filter,equity_ma_length,use_mae_guard,max_mae_pct,use_guard_recovery,guard_recovery_mode,guard_recovery_bars,guard_recovery_signals,use_trade_cooldown,cooldown_bars_after_exit,use_confirm_transform,confirm_bars,confirm_close_crosses,require_raw_still_true,refresh_on_new_raw,use_level_retest,retest_timeout_bars,retest_buffer_pct
case_021,case_021,Single-setting coverage,use_htf_trend_filter,use_htf_trend_filter: FALSE -> TRUE,vs case_020: use_ma_filter: TRUE -> FALSE; use_ma_mtf: TRUE -> FALSE; ma_htf_timeframe: 30 -> 60; use_htf_trend_filter: FALSE -> TRUE,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_021,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-04_13ced.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,True,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_022,case_022,Single-setting coverage,htf_trend_timeframe,htf_trend_timeframe: 240 -> 30,vs case_021: htf_trend_timeframe: 240 -> 30,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_022,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-04_52d45.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,True,30,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_023,case_023,Single-setting coverage,htf_trend_ma_type,htf_trend_ma_type: EMA -> SMA,vs case_022: htf_trend_timeframe: 30 -> 240; htf_trend_ma_type: EMA -> SMA,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_023,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-04_38388.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,True,240,SMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_024,case_024,Single-setting coverage,htf_trend_ma_len,htf_trend_ma_len: 100 -> 50,vs case_023: htf_trend_ma_type: SMA -> EMA; htf_trend_ma_len: 100 -> 50,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_024,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-04_dd9f4.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,True,240,EMA,50,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_025,case_025,Single-setting coverage,htf_trend_buffer_pct,htf_trend_buffer_pct: 0.1 -> 0.2,vs case_024: htf_trend_ma_len: 50 -> 100; htf_trend_buffer_pct: 0.1 -> 0.2,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_025,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-04_8b65d.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,True,240,EMA,100,0.2,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_026,case_026,Single-setting coverage,use_ma_slope_filter,use_ma_slope_filter: FALSE -> TRUE,vs case_025: use_ma_slope_filter: FALSE -> TRUE; use_htf_trend_filter: TRUE -> FALSE; htf_trend_buffer_pct: 0.2 -> 0.1,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_026,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-05_50655.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,True,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_027,case_027,Single-setting coverage,ma_slope_len,ma_slope_len: 200 -> 100,vs case_026: ma_slope_len: 200 -> 100,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_027,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-05_9bf95.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,True,100,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_028,case_028,Single-setting coverage,ma_slope_min_pct,ma_slope_min_pct: 0.005 -> 0.001,vs case_027: ma_slope_len: 100 -> 200; ma_slope_min_pct: 0.005 -> 0.001,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_028,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-05_5ff0d.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,True,200,0.001,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_029,case_029,Single-setting coverage,use_mcginley_filter,use_mcginley_filter: FALSE -> TRUE,vs case_028: use_ma_slope_filter: TRUE -> FALSE; ma_slope_min_pct: 0.001 -> 0.005; use_mcginley_filter: FALSE -> TRUE,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_029,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-05_e90fd.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,True,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_030,case_030,Single-setting coverage,mcginley_length,mcginley_length: 200 -> 100,vs case_029: mcginley_length: 200 -> 100,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_030,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-05_64b29.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,True,100,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_031,case_031,Single-setting coverage,mcginley_use_higher_timeframe,mcginley_use_higher_timeframe: FALSE -> TRUE,vs case_030: mcginley_length: 100 -> 200; mcginley_use_higher_timeframe: FALSE -> TRUE,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_031,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-05_88145.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,True,200,True,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_032,case_032,Single-setting coverage,mcginley_htf_timeframe,mcginley_htf_timeframe: 240 -> D,vs case_031: mcginley_htf_timeframe: 240 -> D,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_032,READY,MTCV2_1404_BINANCE_BTCUSDT.P_2026-04-19_c356c.xlsx,True,True,False,False,1,0,2.0,2.0,10.0,100.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,5e-05,True,200,True,D,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,60,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600,None,14,6.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_033,case_033,Single-setting coverage,use_volume_filter,use_volume_filter: FALSE -> TRUE,vs case_032: use_mcginley_filter: TRUE -> FALSE; mcginley_use_higher_timeframe: TRUE -> FALSE; mcginley_htf_timeframe: 30 -> 240; use_volume_filter: FALSE -> TRUE,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_033,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-05_1c8ee.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,True,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_034,case_034,Single-setting coverage,vol_sma_length,vol_sma_length: 20 -> 30,vs case_033: vol_sma_length: 20 -> 30,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_034,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-05_3ca71.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,True,30,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_035,case_035,Single-setting coverage,vol_sma_mult,vol_sma_mult: 1 -> 1.5,vs case_034: vol_sma_length: 30 -> 20; vol_sma_mult: 1 -> 1.5,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_035,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-05_ae8eb.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,True,20,1.5,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_036,case_036,Single-setting coverage,use_adx_filter,use_adx_filter: FALSE -> TRUE,vs case_035: use_volume_filter: TRUE -> FALSE; vol_sma_mult: 1.5 -> 1; use_adx_filter: FALSE -> TRUE,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_036,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-05_a699f.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,True,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_037,case_037,Single-setting coverage,adx_length,adx_length: 14 -> 10,vs case_036: adx_length: 14 -> 10,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_037,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-05_fcd43.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,True,10,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_038,case_038,Single-setting coverage,adx_threshold,adx_threshold: 25 -> 20,vs case_037: adx_length: 10 -> 14; adx_threshold: 25 -> 20,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_038,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-05_7e542.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,True,14,20.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_039,case_039,Single-setting coverage,adx_use_higher_timeframe,adx_use_higher_timeframe: FALSE -> TRUE,vs case_038: adx_threshold: 20 -> 25; adx_use_higher_timeframe: FALSE -> TRUE,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_039,READY,MTCV2_1404_BINANCE_BTCUSDT.P_2026-04-19_2b94e.xlsx,True,True,False,False,1,0,2.0,2.0,10.0,100.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,5e-05,False,200,False,240,False,20,1.0,True,14,25.0,True,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600,None,14,6.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_040,case_040,Single-setting coverage,adx_htf_timeframe,adx_htf_timeframe: 240 -> D,vs case_039: adx_htf_timeframe: 240 -> D,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_040,READY,MTCV2_1404_BINANCE_BTCUSDT.P_2026-04-19_7ddf5.xlsx,True,True,False,False,1,0,2.0,2.0,10.0,100.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,5e-05,False,200,False,240,False,20,1.0,True,14,25.0,True,D,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600,None,14,6.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_041,case_041,Single-setting coverage,use_chop_filter,use_chop_filter: FALSE -> TRUE,vs case_040: use_adx_filter: TRUE -> FALSE; adx_use_higher_timeframe: TRUE -> FALSE; adx_htf_timeframe: 30 -> 240; use_chop_filter: FALSE -> TRUE,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_041,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-05_dd6b7.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,True,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_042,case_042,Single-setting coverage,chop_length,chop_length: 14 -> 10,vs case_041: chop_length: 14 -> 10,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_042,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-05_10dba.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,True,10,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
