run_order,pack,case_id,case_json,tv_preset_name,enabled,expected_trade_behavior,primary_change,ui_actions,depends_on,parent_required,canonical_config_hash,semantic_fingerprint,symbol,timeframe,start_date,end_date,notes
127,core,parity_core_056_swing_sl_basis_v01,cases/parity_core_056_swing_sl_basis_v01.json,parity_core_056_swing_sl_basis_v01,1,NORMAL,Swing SL Basis=Wick,Set in TV UI: Use Stop Loss=On; SL Mode=Swing+ATR; Swing SL Basis=Wick,"62,55",62=On; 55=Swing+ATR,bd10ec786c00a232222e77d62a739087b763c94e2700d5ce23874390fe4525ea,core:56:1:bd10ec786c00a232,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=56; source_value_idx=1; mapped_target=yes
129,core,parity_core_057_swing_sl_lookback_v01,cases/parity_core_057_swing_sl_lookback_v01.json,parity_core_057_swing_sl_lookback_v01,1,NORMAL,Swing SL Lookback=20,Set in TV UI: Use Stop Loss=On; SL Mode=Swing+ATR; Swing SL Lookback=20,"62,55",62=On; 55=Swing+ATR,aabbc91957e7f58775a978f043e301e3756e560cacad5e918f791e9d376e76d0,core:57:1:aabbc91957e7f587,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=57; source_value_idx=1; mapped_target=yes
132,core,parity_core_058_sl_distance_v01,cases/parity_core_058_sl_distance_v01.json,parity_core_058_sl_distance_v01,1,NORMAL,SL % (distance)=1,Set in TV UI: SL Mode=%; Use Stop Loss=On; SL % (distance)=1,"55,62",55=%; 62=On,b1b6c508f09e2bc585d819696609eeae166dc1241d3eb66a31d51425637c2303,core:58:1:b1b6c508f09e2bc5,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=58; source_value_idx=1; mapped_target=yes
135,core,parity_core_059_tp_mode_single_tp_v01,cases/parity_core_059_tp_mode_single_tp_v01.json,parity_core_059_tp_mode_single_tp_v01,1,NORMAL,TP Mode (single TP)=ATR,"Set in TV UI: Use Take Profit=On; Use Multi TP (2 TPs, requires Take Profit = ON)=Off; TP Mode (single TP)=ATR","63,65",63=On; 65=Off,bc1d59cb53b5b3e3215f38a8f954494131e6af06dc937777638d9f4d04e7899d,core:59:1:bc1d59cb53b5b3e3,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=59; source_value_idx=1; mapped_target=yes
138,core,parity_core_060_tp_distance_v01,cases/parity_core_060_tp_distance_v01.json,parity_core_060_tp_distance_v01,1,NORMAL,TP % (distance)=2,"Set in TV UI: TP Mode (single TP)=%; Use Take Profit=On; Use Multi TP (2 TPs, requires Take Profit = ON)=Off; TP % (distance)=2","59,63,65",59=%; 63=On; 65=Off,e1bf0dc2797f798cff6718faa33936943e46bfdea97710202398ac072b6cdb8b,core:60:1:e1bf0dc2797f798c,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=60; source_value_idx=1; mapped_target=yes
141,core,parity_core_061_tp_r_multiple_single_tp_v01,cases/parity_core_061_tp_r_multiple_single_tp_v01.json,parity_core_061_tp_r_multiple_single_tp_v01,1,NORMAL,TP R multiple (single TP)=2,"Set in TV UI: TP Mode (single TP)=R; Use Take Profit=On; Use Multi TP (2 TPs, requires Take Profit = ON)=Off; TP R multiple (single TP)=2","59,63,65",59=R; 63=On; 65=Off,11af28daccfc9805accea055912b6d37ec65b851da42986eaccb807776c30ebf,core:61:1:11af28daccfc9805,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=61; source_value_idx=1; mapped_target=yes
144,core,parity_core_062_use_stop_loss_v01,cases/parity_core_062_use_stop_loss_v01.json,parity_core_062_use_stop_loss_v01,1,NORMAL,Use Stop Loss=On,Set in TV UI: Use Stop Loss=On,,,dcb09a746fe07c4a67a5a707e0710cbc4fbae5e3b2fbbd1767cba5a6d9424f28,core:62:1:dcb09a746fe07c4a,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=62; source_value_idx=1; mapped_target=yes
146,core,parity_core_063_use_take_profit_v01,cases/parity_core_063_use_take_profit_v01.json,parity_core_063_use_take_profit_v01,1,NORMAL,Use Take Profit=On,Set in TV UI: Use Take Profit=On,,,2a68f9120900b2d4ad7dd9f0f7632e8f770b513fb45859d3239a540a60929977,core:63:1:2a68f9120900b2d4,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=63; source_value_idx=1; mapped_target=yes
148,core,parity_core_064_use_break_even_v01,cases/parity_core_064_use_break_even_v01.json,parity_core_064_use_break_even_v01,1,NORMAL,Use Break-Even?=On,Set in TV UI: Use Break-Even?=On,,,4aff7eae461c3cc89240bc991daaa0b8c6dfadddce75dc4132773b9614d24ff4,core:64:1:4aff7eae461c3cc8,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=64; source_value_idx=1; mapped_target=yes
150,core,parity_core_065_use_multi_tp_2_tps_requires_take_profit_on_v01,cases/parity_core_065_use_multi_tp_2_tps_requires_take_profit_on_v01.json,parity_core_065_use_multi_tp_2_tps_requires_take_profit_on_v01,1,NORMAL,"Use Multi TP (2 TPs, requires Take Profit = ON)=On","Set in TV UI: Use Take Profit=On; Use Multi TP (2 TPs, requires Take Profit = ON)=On",63,63=On,7dc01e30c6c4c722300007bec8c6807ea8b183330c88ead5f98af43e0ae86fac,core:65:1:7dc01e30c6c4c722,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=65; source_value_idx=1; mapped_target=yes
152,core,parity_core_066_tp2_at_r_multiple_v01,cases/parity_core_066_tp2_at_r_multiple_v01.json,parity_core_066_tp2_at_r_multiple_v01,1,NORMAL,TP2 at R multiple=5.5,"Set in TV UI: Use Take Profit=On; Use Multi TP (2 TPs, requires Take Profit = ON)=On; TP2 at R multiple=5.5","63,65",63=On; 65=On,b11bdea891ea8ac3f307884ed0b084147115f18c3b2a70014eaf459e9fc89eea,core:66:1:b11bdea891ea8ac3,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=66; source_value_idx=1; mapped_target=yes
155,core,parity_core_067_swing_sl_atr_length_v01,cases/parity_core_067_swing_sl_atr_length_v01.json,parity_core_067_swing_sl_atr_length_v01,1,NORMAL,Swing SL ATR Length=14,Set in TV UI: Use Stop Loss=On; SL Mode=Swing+ATR; Swing SL ATR Length=14,"62,55",62=On; 55=Swing+ATR,522a77a1b3dc8d3c327ea0d549ccf7ed7464dc7bdf575dd87ef97756d6ecbd61,core:67:1:522a77a1b3dc8d3c,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=67; source_value_idx=1; mapped_target=yes
158,core,parity_core_068_swing_sl_atr_multiplier_v01,cases/parity_core_068_swing_sl_atr_multiplier_v01.json,parity_core_068_swing_sl_atr_multiplier_v01,1,NORMAL,Swing SL ATR Multiplier=0.5,Set in TV UI: Use Stop Loss=On; SL Mode=Swing+ATR; Swing SL ATR Multiplier=0.5,"62,55",62=On; 55=Swing+ATR,dc6937e07d5c4062c3421d885d958fbcd2f5a8dfecb404f191366faa5741d036,core:68:1:dc6937e07d5c4062,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=68; source_value_idx=1; mapped_target=yes
161,core,parity_core_069_sl_atr_length_v01,cases/parity_core_069_sl_atr_length_v01.json,parity_core_069_sl_atr_length_v01,1,NORMAL,SL ATR Length=14,Set in TV UI: Use Stop Loss=On; SL Mode=ATR; SL ATR Length=14,"62,55",62=On; 55=ATR,dd976e57d4ec9f0aebe9bcca137c7d6b6cb2b6cf7826aff95d3a226782ac16e8,core:69:1:dd976e57d4ec9f0a,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=69; source_value_idx=1; mapped_target=yes
164,core,parity_core_070_sl_atr_multiplier_v01,cases/parity_core_070_sl_atr_multiplier_v01.json,parity_core_070_sl_atr_multiplier_v01,1,NORMAL,SL ATR Multiplier=4,Set in TV UI: Use Stop Loss=On; SL Mode=ATR; SL ATR Multiplier=4,"62,55",62=On; 55=ATR,0dbd09531ba46784491902eef92b1a47a0b9ccbcd9253b78d9bf22fe0aae9e0f,core:70:1:0dbd09531ba46784,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=70; source_value_idx=1; mapped_target=yes
167,core,parity_core_071_tp_atr_length_v01,cases/parity_core_071_tp_atr_length_v01.json,parity_core_071_tp_atr_length_v01,1,NORMAL,TP ATR Length=14,"Set in TV UI: TP Mode (single TP)=ATR; Use Take Profit=On; Use Multi TP (2 TPs, requires Take Profit = ON)=Off; TP ATR Length=14","59,63,65",59=ATR; 63=On; 65=Off,3d2e78285d1a80f391e5fdf0dea7b2377c1f059d4c773e812beba3a2cc4880e7,core:71:1:3d2e78285d1a80f3,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=71; source_value_idx=1; mapped_target=yes
170,core,parity_core_072_tp_atr_multiplier_v01,cases/parity_core_072_tp_atr_multiplier_v01.json,parity_core_072_tp_atr_multiplier_v01,1,NORMAL,TP ATR Multiplier=3,"Set in TV UI: TP Mode (single TP)=ATR; Use Take Profit=On; Use Multi TP (2 TPs, requires Take Profit = ON)=Off; TP ATR Multiplier=3","59,63,65",59=ATR; 63=On; 65=Off,4c48ecd0693bce4b3aa4a344a7d9f688f613d9f492c9cdfb01ae4e384bf55526,core:72:1:4c48ecd0693bce4b,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=72; source_value_idx=1; mapped_target=yes
173,core,parity_core_073_be_trigger_r_multiple_v01,cases/parity_core_073_be_trigger_r_multiple_v01.json,parity_core_073_be_trigger_r_multiple_v01,1,NORMAL,BE trigger (R multiple)=1,Set in TV UI: Use Break-Even?=On; BE trigger (R multiple)=1,64,64=On,804ddf1b6e84192d0ace2318853e088e75103b191938483ba9dea5c72ba7efbe,core:73:1:804ddf1b6e84192d,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=73; source_value_idx=1; mapped_target=yes
176,core,parity_core_074_be_buffer_r_multiple_v01,cases/parity_core_074_be_buffer_r_multiple_v01.json,parity_core_074_be_buffer_r_multiple_v01,1,NORMAL,BE buffer (R multiple)=0.1,Set in TV UI: Use Break-Even?=On; BE buffer (R multiple)=0.1,64,64=On,d013e196f98d2715723c9be735ffc774b201cd8270d5f5ecd1eec4302f7976cf,core:74:1:d013e196f98d2715,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=74; source_value_idx=1; mapped_target=yes
179,core,parity_core_075_tp1_at_r_multiple_v01,cases/parity_core_075_tp1_at_r_multiple_v01.json,parity_core_075_tp1_at_r_multiple_v01,1,NORMAL,TP1 at R multiple=3,"Set in TV UI: Use Take Profit=On; Use Multi TP (2 TPs, requires Take Profit = ON)=On; TP1 at R multiple=3","63,65",63=On; 65=On,e0bc16e174238cfc7d8c447c5615954a9409ce0969f061c0717d03a8906743ca,core:75:1:e0bc16e174238cfc,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=75; source_value_idx=1; mapped_target=yes
182,core,parity_core_076_tp1_close_of_position_v01,cases/parity_core_076_tp1_close_of_position_v01.json,parity_core_076_tp1_close_of_position_v01,1,NORMAL,TP1 Close % of position=50,"Set in TV UI: Use Take Profit=On; Use Multi TP (2 TPs, requires Take Profit = ON)=On; TP1 Close % of position=50","63,65",63=On; 65=On,5223919bd9561c7994944b35f23007c71be8bdf846e0994935c14b3342ad3553,core:76:1:5223919bd9561c79,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=76; source_value_idx=1; mapped_target=yes
185,core,parity_core_077_use_trailing_stop_v01,cases/parity_core_077_use_trailing_stop_v01.json,parity_core_077_use_trailing_stop_v01,1,NORMAL,Use Trailing Stop=On,Set in TV UI: Use Trailing Stop=On,,,87020d7a9af3d56eaa0ff3168468a501d2d96db5be047ea8968b288584e5f9b5,core:77:1:87020d7a9af3d56e,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=77; source_value_idx=1; mapped_target=yes
187,core,parity_core_078_trailing_atr_length_v01,cases/parity_core_078_trailing_atr_length_v01.json,parity_core_078_trailing_atr_length_v01,1,NORMAL,Trailing ATR Length=14,Set in TV UI: Use Trailing Stop=On; Trailing ATR Length=14,77,77=On,c1396893dee966797dc7f20a99e5bd1bbacd8d7a10e76c6b4283a1c187119973,core:78:1:c1396893dee96679,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=78; source_value_idx=1; mapped_target=yes
190,core,parity_core_079_start_after_r_multiple_v01,cases/parity_core_079_start_after_r_multiple_v01.json,parity_core_079_start_after_r_multiple_v01,1,NORMAL,Start After (R multiple)=2.5,Set in TV UI: Use Trailing Stop=On; Start After (R multiple)=2.5,77,77=On,196da0fdcfce2b27370893639dde1035573a9b6c1cc9acdfd8708590ff43b62c,core:79:1:196da0fdcfce2b27,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=79; source_value_idx=1; mapped_target=yes
193,core,parity_core_080_trail_distance_r_multiple_v01,cases/parity_core_080_trail_distance_r_multiple_v01.json,parity_core_080_trail_distance_r_multiple_v01,1,NORMAL,Trail Distance (R multiple)=2,Set in TV UI: Use Trailing Stop=On; Trail Distance (R multiple)=2,77,77=On,d2a9c83c1e0c36881268926fb2b5c2511e874cb3725a29b9129c0d18371b34ba,core:80:1:d2a9c83c1e0c3688,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=80; source_value_idx=1; mapped_target=yes
196,core,parity_core_081_use_ma_filter_v01,cases/parity_core_081_use_ma_filter_v01.json,parity_core_081_use_ma_filter_v01,1,NORMAL,Use MA Filter=Off,Set in TV UI: Use MA Filter=Off,,,a63d7c5fae820ee4410e7eed6db62ae9e75c1d20d4122fccca2aab1d77eea99a,core:81:1:a63d7c5fae820ee4,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=81; source_value_idx=1; mapped_target=yes
198,core,parity_core_082_use_ma_slope_filter_v01,cases/parity_core_082_use_ma_slope_filter_v01.json,parity_core_082_use_ma_slope_filter_v01,1,NORMAL,Use MA Slope Filter=Off,Set in TV UI: Use MA Slope Filter=Off,,,204392fc9f5cf519bcefba087f3bca1c112fa52b5d930519a49d42f9cdba69b5,core:82:1:204392fc9f5cf519,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=82; source_value_idx=1; mapped_target=yes
200,core,parity_core_083_use_mcginley_filter_v01,cases/parity_core_083_use_mcginley_filter_v01.json,parity_core_083_use_mcginley_filter_v01,1,NORMAL,Use McGinley Filter=Off,Set in TV UI: Use McGinley Filter=Off,,,b0f425ddbdc6124cd3540b1a32f80daac3d33e2e32ff36761b5bf5538c2fb1eb,core:83:1:b0f425ddbdc6124c,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=83; source_value_idx=1; mapped_target=yes
202,core,parity_core_084_use_htf_trend_filter_v01,cases/parity_core_084_use_htf_trend_filter_v01.json,parity_core_084_use_htf_trend_filter_v01,1,NORMAL,Use HTF Trend Filter=Off,Set in TV UI: Use HTF Trend Filter=Off,,,87e02f0f767a6e1f8603e78bd38bc7df86c56950ee1c36a31dcda19268189dd4,core:84:1:87e02f0f767a6e1f,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=84; source_value_idx=1; mapped_target=yes
204,core,parity_core_085_htf_ma_length_v01,cases/parity_core_085_htf_ma_length_v01.json,parity_core_085_htf_ma_length_v01,1,NORMAL,[HTF] MA Length=100,Set in TV UI: Use HTF Trend Filter=On; [HTF] MA Length=100,84,84=On,32f5f34825f42f3685b7344debf72357908dc5362c99ef3bf08988ac736d5ea2,core:85:1:32f5f34825f42f36,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=85; source_value_idx=1; mapped_target=no
207,core,parity_core_086_htf_buffer_v01,cases/parity_core_086_htf_buffer_v01.json,parity_core_086_htf_buffer_v01,1,NORMAL,[HTF] Buffer %=0.1,Set in TV UI: Use HTF Trend Filter=On; [HTF] Buffer %=0.1,84,84=On,1f8543339ee9e87c6cbd3c4a561e38383fa98f2b307212723e8ac3b6d31fe004,core:86:1:1f8543339ee9e87c,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=86; source_value_idx=1; mapped_target=no
210,core,parity_core_087_use_volume_participation_filter_v01,cases/parity_core_087_use_volume_participation_filter_v01.json,parity_core_087_use_volume_participation_filter_v01,1,NORMAL,Use Volume Participation Filter=On,Set in TV UI: Use Volume Participation Filter=On,,,274e6197e0b3d677ba4d9a112b8ea6dfa0190ffa13d8aa939b57b9ff665509f7,core:87:1:274e6197e0b3d677,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=87; source_value_idx=1; mapped_target=yes
212,core,parity_core_088_ma_type_v01,cases/parity_core_088_ma_type_v01.json,parity_core_088_ma_type_v01,1,NORMAL,[MA] Type=EMA,Set in TV UI: Use MA Filter=On; [MA] Type=EMA,81,81=On,6b913175cc34266b9b908efe440dcf6df799b7062a3afa24c9f6dc0f3861e77f,core:88:1:6b913175cc34266b,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=88; source_value_idx=1; mapped_target=no
216,core,parity_core_089_ma_length_v01,cases/parity_core_089_ma_length_v01.json,parity_core_089_ma_length_v01,1,NORMAL,[MA] Length=200,Set in TV UI: Use MA Filter=On; [MA] Length=200,81,81=On,92502fbdea10c77d198a9ead7a8d92dfad32b3ab37ce580ea1e4d6e94dfbdf9e,core:89:1:92502fbdea10c77d,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=89; source_value_idx=1; mapped_target=no
219,core,parity_core_090_ma_slope_len_v01,cases/parity_core_090_ma_slope_len_v01.json,parity_core_090_ma_slope_len_v01,1,NORMAL,[MA] Slope Len=200,Set in TV UI: Use MA Slope Filter=On; [MA] Slope Len=200,82,82=On,01fb3cf4c9a2584e740ef8a9978571f8693cba939b0765113611e87fd2188355,core:90:1:01fb3cf4c9a2584e,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=90; source_value_idx=1; mapped_target=no
222,core,parity_core_091_ma_slope_min_bar_v01,cases/parity_core_091_ma_slope_min_bar_v01.json,parity_core_091_ma_slope_min_bar_v01,1,NORMAL,[MA] Slope Min %/bar=0.005,Set in TV UI: Use MA Slope Filter=On; [MA] Slope Min %/bar=0.005,82,82=On,819f1c760d89d29e268194f6b394f26847c345ec2cb1d8c884e3839fdc1b9481,core:91:1:819f1c760d89d29e,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=91; source_value_idx=1; mapped_target=no
225,core,parity_core_092_ma_use_higher_timeframe_v01,cases/parity_core_092_ma_use_higher_timeframe_v01.json,parity_core_092_ma_use_higher_timeframe_v01,1,NORMAL,[MA] Use Higher Timeframe=Off,Set in TV UI: Use MA Filter=On; [MA] Use Higher Timeframe=Off,81,81=On,6d044c552863aec31f91388570a2f7ce2b174db8de77f14feb00afe2bd2e2e06,core:92:1:6d044c552863aec3,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=92; source_value_idx=1; mapped_target=no
227,core,parity_core_093_ma_htf_timeframe_v01,cases/parity_core_093_ma_htf_timeframe_v01.json,parity_core_093_ma_htf_timeframe_v01,1,NORMAL,[MA] HTF Timeframe=60,Set in TV UI: Use MA Filter=On; [MA] Use Higher Timeframe=On; [MA] HTF Timeframe=60,"81,92",81=On; 92=On,13c5263d98cfc3332193328f47c4c0ef31896496bc17650b833c182395235459,core:93:1:13c5263d98cfc333,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=93; source_value_idx=1; mapped_target=no
230,core,parity_core_094_mcginley_length_v01,cases/parity_core_094_mcginley_length_v01.json,parity_core_094_mcginley_length_v01,1,NORMAL,[McGinley] Length=5,Set in TV UI: Use McGinley Filter=On; [McGinley] Length=5,83,83=On,7302d3b138365f387641e915c8d9b3d146cd2ae93c9a6b50334388f859f08dbd,core:94:1:7302d3b138365f38,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=94; source_value_idx=1; mapped_target=no
233,core,parity_core_095_mcginley_use_higher_timeframe_v01,cases/parity_core_095_mcginley_use_higher_timeframe_v01.json,parity_core_095_mcginley_use_higher_timeframe_v01,1,NORMAL,[McGinley] Use Higher Timeframe=Off,Set in TV UI: Use McGinley Filter=On; [McGinley] Use Higher Timeframe=Off,83,83=On,02dfcfe508e7aaf96974498cc75d0699f2c7f33f1f9904abfd3ed00d19e629ec,core:95:1:02dfcfe508e7aaf9,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=95; source_value_idx=1; mapped_target=yes
235,core,parity_core_096_mcginley_htf_timeframe_v01,cases/parity_core_096_mcginley_htf_timeframe_v01.json,parity_core_096_mcginley_htf_timeframe_v01,1,NORMAL,[McGinley] HTF Timeframe=60,Set in TV UI: Use McGinley Filter=On; [McGinley] Use Higher Timeframe=On; [McGinley] HTF Timeframe=60,"83,95",83=On; 95=On,1570eec9da7d78ed05fc3f6eb0717e36ad82f2b8cb33a5ee7175655778b5ed80,core:96:1:1570eec9da7d78ed,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=96; source_value_idx=1; mapped_target=yes
238,core,parity_core_097_htf_trend_timeframe_v01,cases/parity_core_097_htf_trend_timeframe_v01.json,parity_core_097_htf_trend_timeframe_v01,1,NORMAL,[HTF] Trend Timeframe=240,Set in TV UI: Use HTF Trend Filter=On; [HTF] Trend Timeframe=240,84,84=On,6f2d7ebfb7abc2abd55cb7581b76234f0a2ac0b6aa33be7208a54b878783eb6c,core:97:1:6f2d7ebfb7abc2ab,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=97; source_value_idx=1; mapped_target=yes
241,core,parity_core_098_htf_ma_type_v01,cases/parity_core_098_htf_ma_type_v01.json,parity_core_098_htf_ma_type_v01,1,NORMAL,[HTF] MA Type=EMA,Set in TV UI: Use HTF Trend Filter=On; [HTF] MA Type=EMA,84,84=On,6cec3c57b612eda9d7edc199913763f9bc7fb2c3fca14c9ce03da9b0f711c1db,core:98:1:6cec3c57b612eda9,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=98; source_value_idx=1; mapped_target=no
245,core,parity_core_099_vol_sma_length_v01,cases/parity_core_099_vol_sma_length_v01.json,parity_core_099_vol_sma_length_v01,1,NORMAL,[VOL] SMA Length=50,Set in TV UI: Use Volume Participation Filter=On; [VOL] SMA Length=50,87,87=On,7cc898e0da3b1f26aae4848a3625946f08ea79b71a90ce46d8a7413f93dbd038,core:99:1:7cc898e0da3b1f26,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=99; source_value_idx=1; mapped_target=no
248,core,parity_core_100_vol_min_sma_v01,cases/parity_core_100_vol_min_sma_v01.json,parity_core_100_vol_min_sma_v01,1,NORMAL,[VOL] Min SMA=0.5,Set in TV UI: Use Volume Participation Filter=On; [VOL] Min SMA=0.5,87,87=On,468982f85be561843f60ea33f53bac6f88932b10b505995b86989c1f98f495f3,core:100:1:468982f85be56184,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=100; source_value_idx=1; mapped_target=no
251,core,parity_core_101_use_range_filters_entry_pause_v01,cases/parity_core_101_use_range_filters_entry_pause_v01.json,parity_core_101_use_range_filters_entry_pause_v01,1,NORMAL,Use Range Filters (Entry Pause)=Off,Set in TV UI: Use Range Filters (Entry Pause)=Off,,,e4cd42598315b3b6b5d733664ae640cd78b5238297efcc7e7da72a1901c0fb22,core:101:1:e4cd42598315b3b6,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=101; source_value_idx=1; mapped_target=yes
253,core,parity_core_102_range_aggregation_v01,cases/parity_core_102_range_aggregation_v01.json,parity_core_102_range_aggregation_v01,1,NORMAL,Range Aggregation=AND,Set in TV UI: Use Range Filters (Entry Pause)=On; Range Aggregation=AND,101,101=On,f38355d3a079ae21df956cfc65cf114a2fcf6d1817a437f8bee3a0c1ced8085b,core:102:1:f38355d3a079ae21,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=102; source_value_idx=1; mapped_target=yes
255,core,parity_core_103_range_hold_bars_v01,cases/parity_core_103_range_hold_bars_v01.json,parity_core_103_range_hold_bars_v01,1,NORMAL,Range Hold Bars=8,Set in TV UI: Use Range Filters (Entry Pause)=On; Range Hold Bars=8,101,101=On,f6b47ee2d5158191e7c45babec60699a44f768ddbfff1a9f900a6ceb352acc5f,core:103:1:f6b47ee2d5158191,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=103; source_value_idx=1; mapped_target=no
258,core,parity_core_105_use_adx_range_filter_v01,cases/parity_core_105_use_adx_range_filter_v01.json,parity_core_105_use_adx_range_filter_v01,1,NORMAL,Use ADX Range Filter=On,Set in TV UI: Use Range Filters (Entry Pause)=On; Use ADX Range Filter=On,101,101=On,6a3a26a7ffc6bd93d9fdecc0acc17947768a0f25ccb2b3d419e06d1bf71b5bc2,core:105:1:6a3a26a7ffc6bd93,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=105; source_value_idx=1; mapped_target=no
260,core,parity_core_106_adx_length_v01,cases/parity_core_106_adx_length_v01.json,parity_core_106_adx_length_v01,1,NORMAL,ADX Length=14,Set in TV UI: Use Range Filters (Entry Pause)=On; Use ADX Range Filter=On; ADX Length=14,"101,105",101=On; 105=On,4e034a1335a362bc7ed1c64d06292b37b4365d0d76b252f5b02d496cec4b79ee,core:106:1:4e034a1335a362bc,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=106; source_value_idx=1; mapped_target=no
263,core,parity_core_107_adx_on_threshold_v01,cases/parity_core_107_adx_on_threshold_v01.json,parity_core_107_adx_on_threshold_v01,1,NORMAL,ADX On Threshold=25,Set in TV UI: Use Range Filters (Entry Pause)=On; Use ADX Range Filter=On; ADX On Threshold=25,"101,105",101=On; 105=On,3dbdb03d7daa7eac6e7decafd27af870b4119a47cdac72fb589a57a2e3214ee2,core:107:1:3dbdb03d7daa7eac,BINANCE:BTCUSDT.P,15,2025-06-30T05:15:00,2026-02-01T00:00:00,source_seq=107; source_value_idx=1; mapped_target=no
