rel_path,classification,video_id,title,url,is_duplicate_of,size_bytes
Transcrips/+50% in 20 Days - How to Trade Breakouts with The Volatility Contraction Pattern (VCP.md,RAW_TRANSCRIPT_BY_MISTAKE,Tm0dkf8_giA,,https://youtu.be/Tm0dkf8_giA?si=KeJv1-D-_CbJU-FK,,14415
Transcrips/+85% Return in 30 Days The AI Bull Market Can Change your Life Hedge Fund Manager.md,RAW_TRANSCRIPT_BY_MISTAKE,MnXQOt7_ZP0,,https://youtu.be/MnXQOt7_ZP0?si=OdvX4hI-qnjYMKZp,,76374
Transcrips/+969% Return in 1 Year The Pullback Strategy of a Trading Champion.md,RAW_TRANSCRIPT_BY_MISTAKE,VKNEJA5r8zw,,https://youtu.be/VKNEJA5r8zw?si=292-FpdSVMBtGpva,,250758
Transcrips/10 Lessons from Market Wizards & Trading Legends.md,RAW_TRANSCRIPT_BY_MISTAKE,_AAX1ylNbIE,,https://youtu.be/_AAX1ylNbIE?si=GS5jQ8yvhFsDIQd1,,83921
Transcrips/10 Steps to Profitable Trading in 2024  Ryan Pierpont.md,RAW_TRANSCRIPT_BY_MISTAKE,KQRuUWSZvLE,,https://youtu.be/KQRuUWSZvLE?si=50fVh__JlzLkqeb0,,124031
Transcrips/100% Returns After Losing it all - Developing a Swing Trading System.md,RAW_TRANSCRIPT_BY_MISTAKE,XOul-ECgHyA,,https://youtu.be/XOul-ECgHyA?si=lGRJSk2sTxtqli3v,,96136
Transcrips/100% Trading Returns - How to become a Super Trade with Mark Ritchie.md,RAW_TRANSCRIPT_BY_MISTAKE,RTHRh_GLwH8,,https://youtu.be/RTHRh_GLwH8?si=NyxT_vvKDrHwMv64,,89536
Transcrips/103% Return in 1 Year The Simple Event Driven Trading Setup.md,RAW_TRANSCRIPT_BY_MISTAKE,kao-hhaQnig,,https://youtu.be/kao-hhaQnig?si=51-SAFaUAH9-AE6y,,93107
"Transcrips/11,300% Return in One Year Interview with Larry Williams.md",RAW_TRANSCRIPT_BY_MISTAKE,GHZBv1W4-II,,https://youtu.be/GHZBv1W4-II?si=de5dq3ybVKbtFD-b,,72630
Transcrips/120% Return A Simple Weekly Strategy Anyone Can Use.md,RAW_TRANSCRIPT_BY_MISTAKE,62OaP91Jz9k,,https://youtu.be/62OaP91Jz9k?si=PHn5ULWDuxyqjQ24,,75445
Transcrips/153% Return in 1 Year - Simple Swing Trading Strategies for Achieving Triple Digit Returns.md,RAW_TRANSCRIPT_BY_MISTAKE,lpjTNygfnzM,,https://youtu.be/lpjTNygfnzM?si=-jxk_6fLAUXzmVNH,,101928
"Transcrips/2,115% Return in 1 Year How a Harvard Cancer Scientist Beat Wall Street.md",RAW_TRANSCRIPT_BY_MISTAKE,NGyE4YIgGpU,,https://youtu.be/NGyE4YIgGpU?si=gj_6ZcIyjUFAEGhk,,143487
Transcrips/259% Return in 1 Year The Risk Management Strategy YOU Need for Consistent Returns.md,RAW_TRANSCRIPT_BY_MISTAKE,oPeTkxTnooA,,https://youtu.be/oPeTkxTnooA?si=ZqwmMZiavzd-9h51,,90486
Transcrips/283% Gain in 1 Year - The Story of the 22-Year-Old Swing Trader.md,RAW_TRANSCRIPT_BY_MISTAKE,lS9zbnLi1Gg,,https://youtu.be/lS9zbnLi1Gg?si=vmGqb0X_iM3tCvw9,,141172
Transcrips/300% Return in the US Investing Championship  Leos Mikulka's Winning Strategies.md,RAW_TRANSCRIPT_BY_MISTAKE,esDKpwi1b2M,,https://youtu.be/esDKpwi1b2M?si=qt0oqFiZ5iJ_ozSZ,,61246
"Transcrips/33,500% RETURN - Mark Minervini's VCP Setup that made him Millions.md",RAW_TRANSCRIPT_BY_MISTAKE,JS4_6gv0PpI,,https://youtu.be/JS4_6gv0PpI?si=GdGc-i9bA1G9F8BS,,137216
"Transcrips/40 Years of Trading Wisdom in 20 Minutes - Lessons from Jim Roppel, Hedge Fund Manager.md",RAW_TRANSCRIPT_BY_MISTAKE,Eb9FkLNJLzs,,https://youtu.be/Eb9FkLNJLzs?si=0aQgV5pBPJoFFund,,23193
Transcrips/409% Return in 1 Year Aggressive Swing Trading Tactics and Setups.md,RAW_TRANSCRIPT_BY_MISTAKE,KWxhLIOchvY,,https://youtu.be/KWxhLIOchvY?si=d0XTJw2jmEY699x-,,66055
Transcrips/433% Return in 1 Year From Poker Player to Full Time Trader.md,RAW_TRANSCRIPT_BY_MISTAKE,Lot25-2fb-4,,https://youtu.be/Lot25-2fb-4?si=YHKVb3kJfybusO5o,,160315
Transcrips/48 Years of Trading Lessons with Market Wizard Peter Brandt.md,RAW_TRANSCRIPT_BY_MISTAKE,R1sNTB2Vh7w,,https://youtu.be/R1sNTB2Vh7w?si=XnkewkLqMeGAOqVg,,35641
Transcrips/5 Simple & Effective Trading Setups of Market Wizards.md,RAW_TRANSCRIPT_BY_MISTAKE,lTiR1pc82EE,,https://youtu.be/lTiR1pc82EE?si=mvvql0aCc1yj_UO0,,48588
Transcrips/7 Steps to Beat the Market - Ultimate Trading Guide Ep.md,RAW_TRANSCRIPT_BY_MISTAKE,QzzKqmPcB3A,,https://youtu.be/QzzKqmPcB3A?si=gJB9Tj18DU75ZM8Y,,135296
Transcrips/a Hedge Fund Manager Reveals his Perfect Pullback Trading Setup.md,RAW_TRANSCRIPT_BY_MISTAKE,ivL6E6Lc6gM,,https://youtu.be/ivL6E6Lc6gM?si=GNNGCxRmyNZYqNrJ,,99328
Transcrips/CANSLIM Trading Strategy Beat 99% of Investors Using This Simple Strategy.md,RAW_TRANSCRIPT_BY_MISTAKE,FiUGDA7eMyU,,https://youtu.be/FiUGDA7eMyU?si=20tFGyciOIfCkbZF,,136078
Transcrips/FOMO is Ruining Your Trades Here's How to Fix It Trading Psychology.md,RAW_TRANSCRIPT_BY_MISTAKE,q4TuaY-ccqA,,https://youtu.be/q4TuaY-ccqA?si=qjSd1TX2o0EipoIW,,4799
Transcrips/From Blowing Up 3 Times to Managing a $200 Million Hedge Fund — Exclusive Interview with Jim Roppel.md,RAW_TRANSCRIPT_BY_MISTAKE,jLioqyVlRkE,,https://youtu.be/jLioqyVlRkE?si=HMyJ3lenMmbzZ0Tz,,162710
Transcrips/Gamer Trades $5k into over $1 Million with just a 30% Win Rate - Brian Lee Trades.md,RAW_TRANSCRIPT_BY_MISTAKE,DPA35Gug3Y4,,https://youtu.be/DPA35Gug3Y4?si=tgHSwpjijUJECVZU,,98248
Transcrips/How A Day Trader Turned into a Super-Performance Swing Trader - Real Simple Ariel.md,RAW_TRANSCRIPT_BY_MISTAKE,Nq-p7Bu1YT0,,https://youtu.be/Nq-p7Bu1YT0?si=jA26J6RGZtMXyY4v,,155503
Transcrips/How Clement Ang Achieved 150%+ Returns in the US Investing Championship.md,RAW_TRANSCRIPT_BY_MISTAKE,zw96qkUn9_g,,https://youtu.be/zw96qkUn9_g?si=lYvUhy_G4u0p8zkl,,209941
Transcrips/How Mark Minervini Became a Market Wizard.md,RAW_TRANSCRIPT_BY_MISTAKE,uh5bALsKkLg,,https://youtu.be/uh5bALsKkLg?si=D9l98HmuwtUWogwR,,63496
Transcrips/I Stopped Trading So Much and My Profits Skyrocketed.md,RAW_TRANSCRIPT_BY_MISTAKE,-JyH5PAJ4-Y,,https://youtu.be/-JyH5PAJ4-Y?si=BqaSaOarsfJIutKk,,73678
Transcrips/Mark Minervini's #1 Risk Management Secret to Grow Your Trading Profit.md,RAW_TRANSCRIPT_BY_MISTAKE,C9Pvd9UD0jM,,https://youtu.be/C9Pvd9UD0jM?si=XgRD98I2o19JsA0i,,12688
Transcrips/Pro Swing Trading Entry Tactics Ultimate Trading Guide Ep3.md,RAW_TRANSCRIPT_BY_MISTAKE,oZH6_XRxtDc,,https://youtu.be/oZH6_XRxtDc?si=ar7mxK0F7O5fbnBZ,,172390
Transcrips/Pro Swing Trading Setups For Consistent Gains Ultimate Trading Guide Ep 2.md,RAW_TRANSCRIPT_BY_MISTAKE,NwgJQyoUAaI,,https://youtu.be/NwgJQyoUAaI?si=IuOBlOwf_231Oftz,,154093
Transcrips/Secrets to Profitable Trading from Market Legend Stan Weinstein.md,RAW_TRANSCRIPT_BY_MISTAKE,DLlNDuOTUfQ,,https://youtu.be/DLlNDuOTUfQ?si=_eUc_moFLJqb-qm-,,60817
Transcrips/Stage Analysis Warnings for Current Markets - Exclusive Interview with Stan Weinstein.md,RAW_TRANSCRIPT_BY_MISTAKE,O0GpSPtmCuM,,https://youtu.be/O0GpSPtmCuM?si=Ra7X5w149KdMksmj,,76016
Transcrips/Swing Trading Vs.md,RAW_TRANSCRIPT_BY_MISTAKE,UMgJ0P8fe0s,,https://youtu.be/UMgJ0P8fe0s?si=eKWvqv-TW7Z9oeTt,,116048
"Transcrips/The $1,000,000 Simple Trading System That Took 13 Years to Build.md",EMPTY_OR_CORRUPT,,,,,0
Transcrips/The 10 Principles of Trading with Investing Champion Oliver Kell.md,RAW_TRANSCRIPT_BY_MISTAKE,ElocJ-b_NTs,,https://youtu.be/ElocJ-b_NTs?si=5HoHV7QnhLAqXNM1,,77782
Transcrips/The 3 Powerful Trading Setups of a Top Super-performance Trader.md,RAW_TRANSCRIPT_BY_MISTAKE,7UfHg8PpDZk,,https://youtu.be/7UfHg8PpDZk?si=0mLL1k1aOKmlfSS4,,185851
Transcrips/The 5 Essential Sell Rules from a Market Wizard - Linda Bradford Raschke.md,RAW_TRANSCRIPT_BY_MISTAKE,kTqKRi-j9kM,,https://youtu.be/kTqKRi-j9kM?si=99GgO3p0M-b25wBA,,82599
Transcrips/The Art of Position Sizing with Anish Sikri  US Investing Championship Top Contender.md,RAW_TRANSCRIPT_BY_MISTAKE,a4uJ3rHhbfA,,https://youtu.be/a4uJ3rHhbfA?si=hD9z9rji3O6XbMnj,,110058
"Transcrips/The AVWAP Trading Indicator Secrets and Setups Brian Shannon, CMT.md",RAW_TRANSCRIPT_BY_MISTAKE,UmLa9FAlMgw,,https://youtu.be/UmLa9FAlMgw?si=bqyEc59JFMCVzcGH,,93521
Transcrips/The Dead Simple VWAP Swing Trading Setup With Brian Shannon.md,RAW_TRANSCRIPT_BY_MISTAKE,Jew-Algmi0k,,https://youtu.be/Jew-Algmi0k?si=HtYuBVZg6mN58Qt-,,66932
Transcrips/The Market Wizard Trading System.md,RAW_TRANSCRIPT_BY_MISTAKE,ZK5cnVQ2V3Q,,https://youtu.be/ZK5cnVQ2V3Q?si=7cL8AhQdK6X5Q_fg,,90687
Transcrips/The Million Dollar TQQQ Swing Trading Strategy Vibha Jha.md,RAW_TRANSCRIPT_BY_MISTAKE,aDRYV4mjlHA,,https://youtu.be/aDRYV4mjlHA?si=3rtey_IW5W7-U_XR,,124636
Transcrips/The Mind of a Trader  Insights on Trading Psychology and Overcoming Setbacks  Charles Harris.md,RAW_TRANSCRIPT_BY_MISTAKE,2f5VfmlU90U,,https://youtu.be/2f5VfmlU90U?si=pNdZdVgF6KhoXP-v,,100999
Transcrips/The Only Sell Rules You Need to Trade Ajay Jani.md,RAW_TRANSCRIPT_BY_MISTAKE,hVCcVRxaxJY,,https://youtu.be/hVCcVRxaxJY?si=G4BHCvH-VUG_Y91_,,106051
Transcrips/The Perfect VCP Trading Setup with Mark Minervini.md,RAW_TRANSCRIPT_BY_MISTAKE,M_tD6X0CSOI,,https://youtu.be/M_tD6X0CSOI?si=7w03YALv0bHJJJUE,,47467
Transcrips/The Reality of Relative Strength Based Trading with Linda Raschke.md,RAW_TRANSCRIPT_BY_MISTAKE,,,,,76200
Transcrips/The Reality of Trading TQQQ and Key Strategies.md,RAW_TRANSCRIPT_BY_MISTAKE,4-IjRmw7SZI,,https://youtu.be/4-IjRmw7SZI?si=vM7vKuK3ruiMMiND,,73061
Transcrips/The Simple Stage Analysis Trading System - Exclusive Interview with Stan Weinstein.md,RAW_TRANSCRIPT_BY_MISTAKE,FtAshnE3MwM,,https://youtu.be/FtAshnE3MwM?si=ztrLynPPHiysn3FN,,33761
Transcrips/The Simple Trading Setup That Made Lance Breitstein Millions.md,RAW_TRANSCRIPT_BY_MISTAKE,R215f4fj7V8,,https://youtu.be/R215f4fj7V8?si=L3wGYRC2vMT5Bjb_,,97690
Transcrips/The Trading Setups of the Record Breaking Trading Champion.md,RAW_TRANSCRIPT_BY_MISTAKE,10pHBNVi4Jc,,https://youtu.be/10pHBNVi4Jc?si=ohzwBJxkVCTKPpcX,,124766
"Transcrips/The TRUE Path to Trading Success from Lance Breitstein, Market Wizard.md",RAW_TRANSCRIPT_BY_MISTAKE,qz7avJJvnyI,,https://youtu.be/qz7avJJvnyI?si=2SrYXTRZGFXKyX3p,,87854
Transcrips/The ULTIMATE Trading Risk Management Guide  Market Wizard Tom Basso.md,RAW_TRANSCRIPT_BY_MISTAKE,SMWMraeRDXs,,https://youtu.be/SMWMraeRDXs?si=Z69WgDW16zSpB7vA,,79083
Transcrips/The Wedge Pop Trading Setup of Trading Champion Oliver Kell.md,RAW_TRANSCRIPT_BY_MISTAKE,m8F3KkBDtC0,,https://youtu.be/m8F3KkBDtC0?si=oiUeKyAkvkzAl5Bd,,70577
Transcrips/Trade Like a Professional Simple and Effective Trading Strategy with Charles Harris.md,RAW_TRANSCRIPT_BY_MISTAKE,CtioOmc1Eig,,https://youtu.be/CtioOmc1Eig?si=ISO4HKuamRbbh4ns,,16219
"Transcrips/Trading $30 Million at Age 25 - The Story of Ted Zhang, Momentum Portfolio Manager.md",RAW_TRANSCRIPT_BY_MISTAKE,HAN1kymVbTc,,https://youtu.be/HAN1kymVbTc?si=phH70Py9VkhrRlBA,,168849
Transcrips/Trading Backtests Are Misleading - Here's what to do instead.md,RAW_TRANSCRIPT_BY_MISTAKE,6tnREqUJ1WY,,https://youtu.be/6tnREqUJ1WY?si=6ex-H99rn4FCQEYY,,98509
Transcrips/Trading Millions How I Finally Became a Profitable Swing Trader.md,RAW_TRANSCRIPT_BY_MISTAKE,_QewlGLBaeA,,https://youtu.be/_QewlGLBaeA?si=ZoVcYdRIch1Lx_Df,,146996
Transcrips/Trading The Battle With Yourself  Market Wizard David Ryan.md,RAW_TRANSCRIPT_BY_MISTAKE,eWtY7uoJL_0,,https://youtu.be/eWtY7uoJL_0?si=9_3CvT5T5e5HyILo,,94272
Transcrips/Trading The Mental Game Jared Tendler.md,RAW_TRANSCRIPT_BY_MISTAKE,UtNrp_Uz9Oc,,https://youtu.be/UtNrp_Uz9Oc?si=rykY_oeUmWe2634i,,65518
Transcrips/When To Take Trading Profits - Market Wizards Share Their Sell Rules.md,RAW_TRANSCRIPT_BY_MISTAKE,UD7gipBWnuY,,https://youtu.be/UD7gipBWnuY?si=C6iiZ7u_4SDwqSm3,,51647
Transcrips/Why Process Beats Setups in Trading Pradeep Bonde.md,EMPTY_OR_CORRUPT,tynE-pwE-1o,,https://youtu.be/tynE-pwE-1o?si=E0Q_en-H8CP_3QEG,,52
Video.md,UNKNOWN,f5zHBomRNnI,,https://youtu.be/f5zHBomRNnI,,5346
