status	tag	target_sha	target_description
CREATED	legacy/evbr/research--old-package-extraction/2026-08-25	f0202309bf3dfb8713ac8e008e487db36840fb34	evidence-bearing branch research/old-package-extraction; source ref refs/heads/research/old-package-extraction; tip drift since WP-P0-01: no; subject: docs(wayfinder): old Package 1 A.2 + Package 7 extraction (#52)
CREATED	legacy/evbr/research--optimization-validation-state/2026-08-25	747075f68ca79d041699859ddf0ca9a4511c32ae	evidence-bearing branch research/optimization-validation-state; source ref refs/heads/research/optimization-validation-state; tip drift since WP-P0-01: no; subject: docs(research): optimization/validation state (wayfinder #71)
CREATED	legacy/evbr/research--oss-dashboard-survey/2026-08-25	57f0fa7187431734616dbde383ed1f95ce808e1d	evidence-bearing branch research/oss-dashboard-survey; source ref refs/heads/research/oss-dashboard-survey; tip drift since WP-P0-01: no; subject: docs(wayfinder): OSS dashboard reuse survey (ticket #98)
CREATED	legacy/evbr/research--parity-ground-truth/2026-08-25	e811a7be52a7c4059366ee02eaf146235bc974d0	evidence-bearing branch research/parity-ground-truth; source ref refs/heads/research/parity-ground-truth; tip drift since WP-P0-01: no; subject: docs(research): parity ground truth (wayfinder #69)
CREATED	legacy/evbr/research--process-failure-sweep/2026-08-25	52a359b9eecac65bb817dd2140ede4036b5d8670	evidence-bearing branch research/process-failure-sweep; source ref refs/heads/research/process-failure-sweep; tip drift since WP-P0-01: no; subject: docs(wayfinder): context-loss and process-failure sweep (ticket #113)
CREATED	legacy/evbr/research--repo-context-inventory/2026-08-25	da4c8264b412f63f0604dc7227e6fa386e288458	evidence-bearing branch research/repo-context-inventory; source ref refs/heads/research/repo-context-inventory; tip drift since WP-P0-01: no; subject: docs(wayfinder): repo topology and AI-context inventory (ticket #112)
CREATED	legacy/evbr/research--soak-hosting-options/2026-08-25	c7051a4a935f986d24543aa2650d0846b56eb9e2	evidence-bearing branch research/soak-hosting-options; source ref refs/heads/research/soak-hosting-options; tip drift since WP-P0-01: no; subject: docs(wayfinder): soak hosting options research (#50)
CREATED	legacy/evbr/origin--chore--repo-housekeeping-2026-07-15/2026-08-25	72befbe9f910df7a9be0c7c4d4f7e7c038ff6d95	evidence-bearing branch origin/chore/repo-housekeeping-2026-07-15; source ref refs/remotes/origin/chore/repo-housekeeping-2026-07-15; tip drift since WP-P0-01: no; subject: chore(repo): gitignore run artifacts + site build residue; preserve Codex prompt docs
CREATED	legacy/evbr/origin--claude--trading-bot-dashboard-hgnvcj/2026-08-25	bfba149d8c45aa9b3ad15848c68b253bda6ff746	evidence-bearing branch origin/claude/trading-bot-dashboard-hgnvcj; source ref refs/remotes/origin/claude/trading-bot-dashboard-hgnvcj; tip drift since WP-P0-01: no; subject: docs(dashboard): unified architecture proposal + scoped deep-research prompt
CREATED	legacy/evbr/origin--codex--50h-wpl-verification/2026-08-25	d9d38d9b8e658d5853903cfc7779bc5ba56bfea2	evidence-bearing branch origin/codex/50h-wpl-verification; source ref refs/remotes/origin/codex/50h-wpl-verification; tip drift since WP-P0-01: no; subject: docs(wpi): bind candidate artifact evidence
CREATED	legacy/evbr/origin--codex--bridge-suite-anomaly-repairs-20260815/2026-08-25	7d4e9a96e07b34a0c3d92315912d7818168b830b	evidence-bearing branch origin/codex/bridge-suite-anomaly-repairs-20260815; source ref refs/remotes/origin/codex/bridge-suite-anomaly-repairs-20260815; tip drift since WP-P0-01: no; subject: audit(bridge): T1 cross-model audit of the suite anomaly repairs
CREATED	legacy/evbr/origin--codex--g1-wayfinder-r1-20260824/2026-08-25	abd1f6b32119142c762bfb8a2687a7e19269f1b8	evidence-bearing branch origin/codex/g1-wayfinder-r1-20260824; source ref refs/remotes/origin/codex/g1-wayfinder-r1-20260824; tip drift since WP-P0-01: no; subject: docs(planning): record fresh G1 acceptance for a00446a6 (status only)
CREATED	legacy/evbr/origin--codex--gate-a-3b-shm-validation/2026-08-25	20de117f4a7d57e131803a195627e2af9c208cd9	evidence-bearing branch origin/codex/gate-a-3b-shm-validation; source ref refs/remotes/origin/codex/gate-a-3b-shm-validation; tip drift since WP-P0-01: no; subject: docs(gate-a): accept 3b under owner waiver
CREATED	legacy/evbr/origin--codex--gate-a-build-determinism/2026-08-25	0bdf8cf44941501180c319886701abfeddd8f952	evidence-bearing branch origin/codex/gate-a-build-determinism; source ref refs/remotes/origin/codex/gate-a-build-determinism; tip drift since WP-P0-01: no; subject: docs(gate-a): accept build repair under owner waiver
CREATED	legacy/evbr/origin--codex--gate-a-credential-free-disarmed/2026-08-25	a0275b5ce90ea57018bdd6a699917a3222564d5b	evidence-bearing branch origin/codex/gate-a-credential-free-disarmed; source ref refs/remotes/origin/codex/gate-a-credential-free-disarmed; tip drift since WP-P0-01: no; subject: docs(gate-a): accept Queue C repair under owner waiver
CREATED	legacy/evbr/origin--codex--gate-a-disarmed-start-mode/2026-08-25	2ce41e34bceb599d80af24c5c33d835820ec321b	evidence-bearing branch origin/codex/gate-a-disarmed-start-mode; source ref refs/remotes/origin/codex/gate-a-disarmed-start-mode; tip drift since WP-P0-01: no; subject: fix(deploy): reject start-mode env override
CREATED	legacy/evbr/origin--codex--gate-a-integration/2026-08-25	ebada020a59edf539f60acfbb3a6bf870c8679e9	evidence-bearing branch origin/codex/gate-a-integration; source ref refs/remotes/origin/codex/gate-a-integration; tip drift since WP-P0-01: no; subject: merge(gate-a): integrate accepted residual evidence tests
CREATED	legacy/evbr/origin--codex--gate-a-overnight-report/2026-08-25	b5a48e6fde833cd40d4cc21ac5467956cf43f506	evidence-bearing branch origin/codex/gate-a-overnight-report; source ref refs/remotes/origin/codex/gate-a-overnight-report; tip drift since WP-P0-01: no; subject: docs(gate-a): record residual merge overlap
CREATED	legacy/evbr/origin--codex--gate-a-residual-evidence-tests/2026-08-25	3121e7c7ffe0921fed7340af5be34dbf412e3774	evidence-bearing branch origin/codex/gate-a-residual-evidence-tests; source ref refs/remotes/origin/codex/gate-a-residual-evidence-tests; tip drift since WP-P0-01: no; subject: docs(gate-a): record residual evidence-test acceptance
CREATED	legacy/evbr/origin--codex--kvm2-cycle4-closeout/2026-08-25	1eee6c916a9e0da4221925cc8ebbb29a304183d9	evidence-bearing branch origin/codex/kvm2-cycle4-closeout; source ref refs/remotes/origin/codex/kvm2-cycle4-closeout; tip drift since WP-P0-01: no; subject: docs(kvm2): close Cycle 4 roster alignment
CREATED	legacy/evbr/origin--codex--modular-monorepo/2026-08-25	d08a70787487f658b6a2c9a5c764cb26304bb943	evidence-bearing branch origin/codex/modular-monorepo; source ref refs/remotes/origin/codex/modular-monorepo; tip drift since WP-P0-01: no; subject: docs: add modular monorepo memory routing
CREATED	legacy/evbr/origin--codex--p9-15-producer-20260816/2026-08-25	08a8ac70270ccb3680537682d70452b99db1930f	evidence-bearing branch origin/codex/p9-15-producer-20260816; source ref refs/remotes/origin/codex/p9-15-producer-20260816; tip drift since WP-P0-01: no; subject: docs: record P9-15 producer specification blocker
CREATED	legacy/evbr/origin--codex--pathscope-accounting-redesign-20260815/2026-08-25	e2102f46535f512c06de058b5e86b63c5ad8f8a9	evidence-bearing branch origin/codex/pathscope-accounting-redesign-20260815; source ref refs/remotes/origin/codex/pathscope-accounting-redesign-20260815; tip drift since WP-P0-01: no; subject: audit(pathscope): flagship returns REQUEST_CHANGES - two REQUIRED findings
CREATED	legacy/evbr/origin--codex--rp7-r1-r4-repair-20260815/2026-08-25	810f5e7eda2057a9f44b026e0df3d58f8b2b1c5c	evidence-bearing branch origin/codex/rp7-r1-r4-repair-20260815; source ref refs/remotes/origin/codex/rp7-r1-r4-repair-20260815; tip drift since WP-P0-01: no; subject: docs(memory): clean stop - 2026-08-17 handoff, entry point, queue, all lock rows released
CREATED	legacy/evbr/origin--docs--deep-research-dashboard-archive/2026-08-25	e2c5fb731a7e82a5d4d953fe8d246451a02edd7a	evidence-bearing branch origin/docs/deep-research-dashboard-archive; source ref refs/remotes/origin/docs/deep-research-dashboard-archive; tip drift since WP-P0-01: no; subject: docs(research): archive owner's 5-AI dashboard deep-research set (2026-08-18/20)
CREATED	legacy/evbr/origin--docs--exit-aware-plan-and-cleanup-2026-07-15/2026-08-25	e92a36f989732798200ca5b249f0f0f93cc75213	evidence-bearing branch origin/docs/exit-aware-plan-and-cleanup-2026-07-15; source ref refs/remotes/origin/docs/exit-aware-plan-and-cleanup-2026-07-15; tip drift since WP-P0-01: no; subject: docs: exit-aware gauntlet tooling plan + collapse NEXT_STEPS P2 union artifacts
CREATED	legacy/evbr/origin--feature--exit-aware-gauntlet/2026-08-25	cc59c93163a4a6d1058de54a6df50810da637404	evidence-bearing branch origin/feature/exit-aware-gauntlet; source ref refs/remotes/origin/feature/exit-aware-gauntlet; tip drift since WP-P0-01: no; subject: docs(faz3b): record independent Gate-5 findings for PR 22
CREATED	legacy/evbr/origin--feature--two-tier-policy/2026-08-25	ef185d1348056d54491decad92f7c8f5a73eeb75	evidence-bearing branch origin/feature/two-tier-policy; source ref refs/remotes/origin/feature/two-tier-policy; tip drift since WP-P0-01: no; subject: docs: enforce two-tier AI workflow policy
CREATED	legacy/evbr/origin--feature--wayfinder-fold-map95-20260823/2026-08-25	f978c90ce787ccbd271f884544ff3a2daf62b7f0	evidence-bearing branch origin/feature/wayfinder-fold-map95-20260823; source ref refs/remotes/origin/feature/wayfinder-fold-map95-20260823; tip drift since WP-P0-01: no; subject: docs(planning): fold map #95 operator-surface decisions
CREATED	legacy/evbr/origin--feature--wayfinder-gap-audit-20260823/2026-08-25	6888b416eb39f8c9e0ae9680f1c460ccf4e7116c	evidence-bearing branch origin/feature/wayfinder-gap-audit-20260823; source ref refs/remotes/origin/feature/wayfinder-gap-audit-20260823; tip drift since WP-P0-01: no; subject: docs: wayfinder macro gap audit of the accepted master planning set
CREATED	legacy/evbr/origin--integration--bridge-release-20260815/2026-08-25	be007fd802bbfd2eb181d66038c374865d1562ee	evidence-bearing branch origin/integration/bridge-release-20260815; source ref refs/remotes/origin/integration/bridge-release-20260815; tip drift since WP-P0-01: no; subject: fix(bridge): UFW trailing-comment normalization + fixtures
CREATED	legacy/evbr/origin--prototype--result-chart-mock-94/2026-08-25	2882b3f748e184085f93226f527a964b84439b35	evidence-bearing branch origin/prototype/result-chart-mock-94; source ref refs/remotes/origin/prototype/result-chart-mock-94; tip drift since WP-P0-01: no; subject: Add TradingView strategy tester report to #94 mock.
CREATED	legacy/evbr/origin--rescue--local-only-2fa120b9/2026-08-25	2fa120b928045704405c0a5156d73b3b930d1837	evidence-bearing branch origin/rescue/local-only-2fa120b9; source ref refs/remotes/origin/rescue/local-only-2fa120b9; tip drift since WP-P0-01: no; subject: docs(gate-a): complete provenance repair round 1
CREATED	legacy/evbr/origin--rescue--local-only-7c4cac2b/2026-08-25	7c4cac2bf4ec28f66416490e40e5a66503c81ca7	evidence-bearing branch origin/rescue/local-only-7c4cac2b; source ref refs/remotes/origin/rescue/local-only-7c4cac2b; tip drift since WP-P0-01: no; subject: docs(gate-a): map post-gate evidence gaps
CREATED	legacy/evbr/origin--rescue--local-only-f8a6bc0f/2026-08-25	f8a6bc0f1a7fa00fcd1637297e05424732386da7	evidence-bearing branch origin/rescue/local-only-f8a6bc0f; source ref refs/remotes/origin/rescue/local-only-f8a6bc0f; tip drift since WP-P0-01: no; subject: docs(gate-a): repair candidate provenance split
CREATED	legacy/evbr/origin--rescue--wt-aionui-pilot-20260818/2026-08-25	49edc6fa6fbcd730024e0cd0ec17f6c67fa731e5	evidence-bearing branch origin/rescue/wt-aionui-pilot-20260818; source ref refs/remotes/origin/rescue/wt-aionui-pilot-20260818; tip drift since WP-P0-01: no; subject: chore(pilot): commit repo-guard skill, ignore aionrs scaffolding
CREATED	legacy/evbr/origin--rescue--wt-cdxfailover-wip-20260818/2026-08-25	50834664df732b1b89ab6ca5dcf21dae2ebeeb91	evidence-bearing branch origin/rescue/wt-cdxfailover-wip-20260818; source ref refs/remotes/origin/rescue/wt-cdxfailover-wip-20260818; tip drift since WP-P0-01: no; subject: rescue(CDXFAILOVER): preserve uncommitted WIP before worktree cleanup 2026-08-18
CREATED	legacy/evbr/origin--rescue--wt-ga5f/2026-08-25	c11d43c379bdd5a0e3256d84651c868833bc65be	evidence-bearing branch origin/rescue/wt-ga5f; source ref refs/remotes/origin/rescue/wt-ga5f; tip drift since WP-P0-01: no; subject: docs(gate-a): record A5 readiness-race failure
CREATED	legacy/evbr/origin--rescue--wt-gadtr/2026-08-25	470805c77075e1c8b7b2f94dd9cb59e62173f063	evidence-bearing branch origin/rescue/wt-gadtr; source ref refs/remotes/origin/rescue/wt-gadtr; tip drift since WP-P0-01: no; subject: docs(gate-a): record run-kit D staging transfer
CREATED	legacy/evbr/origin--rescue--wt-gatea-a5a9-prereg-d/2026-08-25	8f4cd9c0776152927388a9a2fffaf24d6c495ef7	evidence-bearing branch origin/rescue/wt-gatea-a5a9-prereg-d; source ref refs/remotes/origin/rescue/wt-gatea-a5a9-prereg-d; tip drift since WP-P0-01: no; subject: docs(gate-a): preregister A5-A9 run kit
CREATED	legacy/evbr/origin--rescue--wt-gatea-a6-pass-claude/2026-08-25	d42f16fdf0f521fb638ae98b1063b61e98ad03c6	evidence-bearing branch origin/rescue/wt-gatea-a6-pass-claude; source ref refs/remotes/origin/rescue/wt-gatea-a6-pass-claude; tip drift since WP-P0-01: no; subject: docs(gate-a): record A6 PASS under run-kit D
CREATED	legacy/evbr/origin--rescue--wt-gatea-a6-preflight-glm/2026-08-25	e180c311238b56f18932e808815e72f53d03fec3	evidence-bearing branch origin/rescue/wt-gatea-a6-preflight-glm; source ref refs/remotes/origin/rescue/wt-gatea-a6-preflight-glm; tip drift since WP-P0-01: no; subject: docs(gate-a): checkpoint A6 preflight
CREATED	legacy/evbr/origin--rescue--wt-gatea-a7-pass-claude/2026-08-25	c9d9d73f1fd79c5dd1cdb128d33dd1ec3fda6736	evidence-bearing branch origin/rescue/wt-gatea-a7-pass-claude; source ref refs/remotes/origin/rescue/wt-gatea-a7-pass-claude; tip drift since WP-P0-01: no; subject: docs(gate-a): record A7 PASS under run-kit D
CREATED	legacy/evbr/origin--rescue--wt-gatea-a7-preflight-glm/2026-08-25	ba302a1ac01cfc0fbd233355bde0470288aac1ef	evidence-bearing branch origin/rescue/wt-gatea-a7-preflight-glm; source ref refs/remotes/origin/rescue/wt-gatea-a7-preflight-glm; tip drift since WP-P0-01: no; subject: docs(gate-a): checkpoint A7 preflight
CREATED	legacy/evbr/origin--rescue--wt-gatea-a8-pass-claude/2026-08-25	9d7e20bcce387980fb5a2cfa576879b5c2625a48	evidence-bearing branch origin/rescue/wt-gatea-a8-pass-claude; source ref refs/remotes/origin/rescue/wt-gatea-a8-pass-claude; tip drift since WP-P0-01: no; subject: docs(gate-a): record A8 PASS under run-kit D
CREATED	legacy/evbr/origin--rescue--wt-gatea-a8-preflight-glm/2026-08-25	2ae537358bdc9d673f6f44cbc8199016073d0a72	evidence-bearing branch origin/rescue/wt-gatea-a8-preflight-glm; source ref refs/remotes/origin/rescue/wt-gatea-a8-preflight-glm; tip drift since WP-P0-01: no; subject: docs(gate-a): checkpoint A8 preflight
CREATED	legacy/evbr/origin--rescue--wt-gatea-a9-pass-claude/2026-08-25	be15cba0156071c2aada0e57ecacf9703009ba00	evidence-bearing branch origin/rescue/wt-gatea-a9-pass-claude; source ref refs/remotes/origin/rescue/wt-gatea-a9-pass-claude; tip drift since WP-P0-01: no; subject: docs(gate-a): record final A0-A9 staging acceptance
CREATED	legacy/evbr/origin--rescue--wt-gatea-a9-preflight-glm/2026-08-25	e993e1c6c8b8bd382a9c1bcdc9c79f590cb0cf6a	evidence-bearing branch origin/rescue/wt-gatea-a9-preflight-glm; source ref refs/remotes/origin/rescue/wt-gatea-a9-preflight-glm; tip drift since WP-P0-01: no; subject: docs(gate-a): checkpoint A9 preflight
CREATED	legacy/evbr/origin--rescue--wt-gatea-hour-ledger-ds/2026-08-25	d1da8191557bb09c8b3546d1f0d19fc5d81cd9a3	evidence-bearing branch origin/rescue/wt-gatea-hour-ledger-ds; source ref refs/remotes/origin/rescue/wt-gatea-hour-ledger-ds; tip drift since WP-P0-01: no; subject: docs(gate-a): reconstruct 50h ledger evidence
CREATED	legacy/evbr/origin--rescue--wt-gatea-post-gate-inventory-glm/2026-08-25	5a291f62e3d02c18623ddc4aa5408a86d91573ef	evidence-bearing branch origin/rescue/wt-gatea-post-gate-inventory-glm; source ref refs/remotes/origin/rescue/wt-gatea-post-gate-inventory-glm; tip drift since WP-P0-01: no; subject: docs(gate-a): record post-gate transition inventory
CREATED	legacy/evbr/origin--rescue--wt-gatea-post-gate-roadmap-claude/2026-08-25	35c03827828b92069ac26ff7bcb9c152d9d74ea0	evidence-bearing branch origin/rescue/wt-gatea-post-gate-roadmap-claude; source ref refs/remotes/origin/rescue/wt-gatea-post-gate-roadmap-claude; tip drift since WP-P0-01: no; subject: docs(gate-a): record post-gate roadmap authority
CREATED	legacy/evbr/origin--rescue--wt-glm-gatea-a3-postcheck-wt/2026-08-25	e234833e4aa478d627f7935553e3a777c0e1c374	evidence-bearing branch origin/rescue/wt-glm-gatea-a3-postcheck-wt; source ref refs/remotes/origin/rescue/wt-glm-gatea-a3-postcheck-wt; tip drift since WP-P0-01: no; subject: docs(gate-a): repair A3 postcheck checkpoint wording
CREATED	legacy/evbr/origin--rescue--wt-glm-gatea-a4-pass-wt/2026-08-25	3ced3b2c78076797f4aa0ce18962e1db6887cf32	evidence-bearing branch origin/rescue/wt-glm-gatea-a4-pass-wt; source ref refs/remotes/origin/rescue/wt-glm-gatea-a4-pass-wt; tip drift since WP-P0-01: no; subject: docs(gate-a): record A4 pass
CREATED	legacy/evbr/origin--rescue--wt-glm-gatea-checkpoint-a3-wt/2026-08-25	237e80bd90aa8e68303aab8ab26040682f540bc8	evidence-bearing branch origin/rescue/wt-glm-gatea-checkpoint-a3-wt; source ref refs/remotes/origin/rescue/wt-glm-gatea-checkpoint-a3-wt; tip drift since WP-P0-01: no; subject: docs(gate-a): checkpoint rerun through A-3
CREATED	legacy/evbr/origin--rescue--wt-glm-gatea-runkit-c-wt/2026-08-25	4c3e78b5fd38eaac64f2dafc880089b98fb2e0e9	evidence-bearing branch origin/rescue/wt-glm-gatea-runkit-c-wt; source ref refs/remotes/origin/rescue/wt-glm-gatea-runkit-c-wt; tip drift since WP-P0-01: no; subject: docs(gate-a): correct run-kit C task tags
CREATED	legacy/evbr/origin--rescue--wt-kvm2glm-wip-20260818/2026-08-25	ba82c8b5c58f7f4aa16e31b3bfac13b6ecc052a6	evidence-bearing branch origin/rescue/wt-kvm2glm-wip-20260818; source ref refs/remotes/origin/rescue/wt-kvm2glm-wip-20260818; tip drift since WP-P0-01: no; subject: rescue(KVM2GLM): preserve uncommitted WIP before worktree cleanup 2026-08-18
CREATED	legacy/evbr/origin--rescue--wt-kvm2p03-wip-20260818/2026-08-25	03fc57d97b81f104ac8f26c65b134a136c2ee0be	evidence-bearing branch origin/rescue/wt-kvm2p03-wip-20260818; source ref refs/remotes/origin/rescue/wt-kvm2p03-wip-20260818; tip drift since WP-P0-01: no; subject: rescue(KVM2P03): preserve uncommitted WIP before worktree cleanup 2026-08-18
CREATED	legacy/evbr/origin--rescue--wt-pgrk-doc-20260818/2026-08-25	a733d3ddde46b09605e29b4a25dfe7a828a60d96	evidence-bearing branch origin/rescue/wt-pgrk-doc-20260818; source ref refs/remotes/origin/rescue/wt-pgrk-doc-20260818; tip drift since WP-P0-01: no; subject: rescue(wt-pgrk): preserve unique Gate-A post-gate local run-kit design doc
CREATED	legacy/evbr/origin--rescue--wt-postgate-runkit-design-wip-20260818/2026-08-25	b53aa79eb258bbbcf0bc656b6b7a9e518ce15350	evidence-bearing branch origin/rescue/wt-postgate-runkit-design-wip-20260818; source ref refs/remotes/origin/rescue/wt-postgate-runkit-design-wip-20260818; tip drift since WP-P0-01: no; subject: rescue(tmp-postgate_runkit_design_claude): preserve uncommitted WIP before worktree cleanup 2026-08-18
CREATED	legacy/evbr/origin--rescue--wt-r7ax-doc-20260818/2026-08-25	1212432873c13e5aacc02c78ec489f85017731eb	evidence-bearing branch origin/rescue/wt-r7ax-doc-20260818; source ref refs/remotes/origin/rescue/wt-r7ax-doc-20260818; tip drift since WP-P0-01: no; subject: rescue(wt-r7ax): preserve RP7 cap-override Codex T0 audit doc variant
CREATED	legacy/evbr/origin--rescue--wt-tsp1002-wip-20260818/2026-08-25	cae67a306c9c2472f48ab8101b38101c310ae9c0	evidence-bearing branch origin/rescue/wt-tsp1002-wip-20260818; source ref refs/remotes/origin/rescue/wt-tsp1002-wip-20260818; tip drift since WP-P0-01: no; subject: rescue(TSP1002): preserve uncommitted WIP before worktree cleanup 2026-08-18
CREATED	legacy/evbr/origin--rescue--wt-tsp1002a2-wip-20260818/2026-08-25	81d10a252754809523d6f194dfadbc8d6829b06f	evidence-bearing branch origin/rescue/wt-tsp1002a2-wip-20260818; source ref refs/remotes/origin/rescue/wt-tsp1002a2-wip-20260818; tip drift since WP-P0-01: no; subject: rescue(TSP1002A2): preserve uncommitted WIP before worktree cleanup 2026-08-18
CREATED	legacy/evbr/origin--rescue--wt-tsp1002a3-wip-20260818/2026-08-25	095b4fe83eb810bb54171c36e52e2057a74307e3	evidence-bearing branch origin/rescue/wt-tsp1002a3-wip-20260818; source ref refs/remotes/origin/rescue/wt-tsp1002a3-wip-20260818; tip drift since WP-P0-01: no; subject: rescue(TSP1002A3): preserve uncommitted WIP before worktree cleanup 2026-08-18
CREATED	legacy/evbr/origin--rescue--wt-tsp1002a4-wip-20260818/2026-08-25	59270db2e4bd23433311925407890870079fb378	evidence-bearing branch origin/rescue/wt-tsp1002a4-wip-20260818; source ref refs/remotes/origin/rescue/wt-tsp1002a4-wip-20260818; tip drift since WP-P0-01: no; subject: rescue(TSP1002A4): preserve uncommitted WIP before worktree cleanup 2026-08-18
CREATED	legacy/evbr/origin--rescue--wt-tsp1003a1-wip-20260818/2026-08-25	5033c8d6f39c3521ffcf4969971e9b85b18ac60e	evidence-bearing branch origin/rescue/wt-tsp1003a1-wip-20260818; source ref refs/remotes/origin/rescue/wt-tsp1003a1-wip-20260818; tip drift since WP-P0-01: no; subject: rescue(TSP1003A1): preserve uncommitted WIP before worktree cleanup 2026-08-18
CREATED	legacy/evbr/origin--rescue--wt-tsp1003a2-wip-20260818/2026-08-25	0402bda1833f44c9fabec1c055eeb673b29912bc	evidence-bearing branch origin/rescue/wt-tsp1003a2-wip-20260818; source ref refs/remotes/origin/rescue/wt-tsp1003a2-wip-20260818; tip drift since WP-P0-01: no; subject: rescue(TSP1003A2): preserve uncommitted WIP before worktree cleanup 2026-08-18
CREATED	legacy/evbr/origin--rescue--wt-tsp1003a3-wip-20260818/2026-08-25	57c7e3348be22cd27e35c92bcb3928b16392547b	evidence-bearing branch origin/rescue/wt-tsp1003a3-wip-20260818; source ref refs/remotes/origin/rescue/wt-tsp1003a3-wip-20260818; tip drift since WP-P0-01: no; subject: rescue(TSP1003A3): preserve uncommitted WIP before worktree cleanup 2026-08-18
CREATED	legacy/evbr/origin--rescue--wt-tsp1003a4-wip-20260818/2026-08-25	eddbd6ed4f39e6518e32a6c21ec26918fbb9975d	evidence-bearing branch origin/rescue/wt-tsp1003a4-wip-20260818; source ref refs/remotes/origin/rescue/wt-tsp1003a4-wip-20260818; tip drift since WP-P0-01: no; subject: rescue(TSP1003A4): preserve uncommitted WIP before worktree cleanup 2026-08-18
CREATED	legacy/evbr/origin--rescue--wt-tsp1003a5-wip-20260818/2026-08-25	051237b777566c2956d730a39f5a36d76a980a9b	evidence-bearing branch origin/rescue/wt-tsp1003a5-wip-20260818; source ref refs/remotes/origin/rescue/wt-tsp1003a5-wip-20260818; tip drift since WP-P0-01: no; subject: rescue(TSP1003A5): preserve uncommitted WIP before worktree cleanup 2026-08-18
CREATED	legacy/evbr/origin--rescue--wt-tsp1004-wip-20260818/2026-08-25	45a709f6d163d425d0c40ef8be6acd4672a2da34	evidence-bearing branch origin/rescue/wt-tsp1004-wip-20260818; source ref refs/remotes/origin/rescue/wt-tsp1004-wip-20260818; tip drift since WP-P0-01: no; subject: rescue(TSP1004): preserve uncommitted WIP before worktree cleanup 2026-08-18
CREATED	legacy/evbr/origin--rescue--wt-tsp1004a2-wip-20260818/2026-08-25	6e4e13e15a84d6a826193c00f4e2f2376ffd262f	evidence-bearing branch origin/rescue/wt-tsp1004a2-wip-20260818; source ref refs/remotes/origin/rescue/wt-tsp1004a2-wip-20260818; tip drift since WP-P0-01: no; subject: rescue(TSP1004A2): preserve uncommitted WIP before worktree cleanup 2026-08-18
CREATED	legacy/evbr/origin--rescue--wt-tsp1004a4-wip-20260818/2026-08-25	155470ab24506106ab5c9ead6dc225bbb55ed468	evidence-bearing branch origin/rescue/wt-tsp1004a4-wip-20260818; source ref refs/remotes/origin/rescue/wt-tsp1004a4-wip-20260818; tip drift since WP-P0-01: no; subject: rescue(TSP1004A4): preserve uncommitted WIP before worktree cleanup 2026-08-18
CREATED	legacy/evbr/origin--research--bridge-plan-delta/2026-08-25	ce027f8422cc38c5babe5b460b607c1d26d4eb8c	evidence-bearing branch origin/research/bridge-plan-delta; source ref refs/remotes/origin/research/bridge-plan-delta; tip drift since WP-P0-01: no; subject: docs(research): bridge vs plan delta (wayfinder #87)
CREATED	legacy/evbr/origin--research--data-foundation-audit/2026-08-25	613c982baad5701c1f3411b870820c9c8da7bfb6	evidence-bearing branch origin/research/data-foundation-audit; source ref refs/remotes/origin/research/data-foundation-audit; tip drift since WP-P0-01: no; subject: docs(research): data foundation audit (wayfinder #70)
CREATED	legacy/evbr/origin--research--evidence-artifact-catalog/2026-08-25	4dd622e5ff82db5c145768cbb7321e029a3b8b90	evidence-bearing branch origin/research/evidence-artifact-catalog; source ref refs/remotes/origin/research/evidence-artifact-catalog; tip drift since WP-P0-01: no; subject: docs(research): evidence artifact catalog (wayfinder #81)
CREATED	legacy/evbr/origin--research--execution-responsibility-matrix/2026-08-25	12bc2027a48315ad1bffa07e0d507eafaacbdd75	evidence-bearing branch origin/research/execution-responsibility-matrix; source ref refs/remotes/origin/research/execution-responsibility-matrix; tip drift since WP-P0-01: no; subject: docs(research): execution responsibility matrix (wayfinder #88)
CREATED	legacy/evbr/origin--research--execution-surface-inventory/2026-08-25	3ec79b3c5a88ec58735864f6040b78e18afdd05f	evidence-bearing branch origin/research/execution-surface-inventory; source ref refs/remotes/origin/research/execution-surface-inventory; tip drift since WP-P0-01: no; subject: docs(wayfinder): execution-surface inventory (ticket #99)
CREATED	legacy/evbr/origin--research--explorer-surface-inventory/2026-08-25	a4bd7c7fe149f7b3fa8ce474802834c624cb7c00	evidence-bearing branch origin/research/explorer-surface-inventory; source ref refs/remotes/origin/research/explorer-surface-inventory; tip drift since WP-P0-01: no; subject: docs(research): explorer surface inventory (wayfinder #80)
CREATED	legacy/evbr/origin--research--failure-mode-catalog/2026-08-25	cc98e90d71efe533660c8cb860f1cc1f14c10670	evidence-bearing branch origin/research/failure-mode-catalog; source ref refs/remotes/origin/research/failure-mode-catalog; tip drift since WP-P0-01: no; subject: docs(wayfinder): failure-mode catalog vs safety mechanisms (ticket #105)
CREATED	legacy/evbr/origin--research--hyperliquid-account-structure/2026-08-25	ea6ad389e22661b329cd2910c60b06ce80141795	evidence-bearing branch origin/research/hyperliquid-account-structure; source ref refs/remotes/origin/research/hyperliquid-account-structure; tip drift since WP-P0-01: no; subject: docs(wayfinder): Hyperliquid account structure research (#51)
