video_id,url,group_verdict,stg_code,candidate_id,title,coverage_status,audit_status,blocked_reason,next_step,source_quality,duplicate_of
fYxSQvuwOQc,https://www.youtube.com/watch?v=fYxSQvuwOQc,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg124,QL_KELL_WEDGE_POP_001,QL_KELL_WEDGE_POP_001,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
NGyE4YIgGpU,https://www.youtube.com/watch?v=NGyE4YIgGpU,INTENTIONAL_SPLIT_OR_MODULES,Stg033,QLR_NGyE4YIgGpU,"2,115% Return in 1 Year How a Harvard Cancer Scientist Beat Wall Street",HAS_BOTH,CANONICAL,,Review,REJECTED,
NGyE4YIgGpU,https://www.youtube.com/watch?v=NGyE4YIgGpU,INTENTIONAL_SPLIT_OR_MODULES,Stg167,QL_TITO_OPTIONS_AWARE_RISK_OVERLAY_v0,QL_TITO_OPTIONS_AWARE_RISK_OVERLAY_v0,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
NGyE4YIgGpU,https://www.youtube.com/watch?v=NGyE4YIgGpU,INTENTIONAL_SPLIT_OR_MODULES,Stg168,QL_TITO_PROFIT_WITHDRAWAL_CAPITAL_AT_RISK_v0,QL_TITO_PROFIT_WITHDRAWAL_CAPITAL_AT_RISK_v0,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
NGyE4YIgGpU,https://www.youtube.com/watch?v=NGyE4YIgGpU,INTENTIONAL_SPLIT_OR_MODULES,Stg169,QL_TITO_RS_MOMENTUM_BREAKOUT_CROSSBACK_v0,QL_TITO_RS_MOMENTUM_BREAKOUT_CROSSBACK_v0,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
9ZJK8175drM,https://www.youtube.com/watch?v=9ZJK8175drM,INTENTIONAL_SPLIT_OR_MODULES,Stg001,QLR_9ZJK8175drM,2026-05-03_9ZJK8175drM_quantlens_canslim_detailed_intake,HAS_URL_NO_TRANSCRIPT,BLOCKED,rejected source classification,Source audit / park,REJECTED,
9ZJK8175drM,https://www.youtube.com/watch?v=9ZJK8175drM,INTENTIONAL_SPLIT_OR_MODULES,Stg105,QL_CANSLIM_O_NEIL_GROWTH_STOCK_SYSTEM,QL_CANSLIM_O_NEIL_GROWTH_STOCK_SYSTEM,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
9ZJK8175drM,https://www.youtube.com/watch?v=9ZJK8175drM,INTENTIONAL_SPLIT_OR_MODULES,Stg106,QL_CANSLIM_SHAKEOUT_PLUS_3_001,QL_CANSLIM_SHAKEOUT_PLUS_3_001,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
VKNEJA5r8zw,https://www.youtube.com/watch?v=VKNEJA5r8zw,LIKELY_INTENTIONAL_MULTI_MODULE,Stg133,QL_MARTIN_PARABOLIC_LONG_001,QL_MARTIN_PARABOLIC_LONG_001,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
VKNEJA5r8zw,https://www.youtube.com/watch?v=VKNEJA5r8zw,LIKELY_INTENTIONAL_MULTI_MODULE,Stg134,QL_MARTIN_PULLBACK_CONFLUENCE_LONG_001,QL_MARTIN_PULLBACK_CONFLUENCE_LONG_001,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
VKNEJA5r8zw,https://www.youtube.com/watch?v=VKNEJA5r8zw,LIKELY_INTENTIONAL_MULTI_MODULE,Stg135,QL_MARTIN_PULLBACK_SHORT_001,QL_MARTIN_PULLBACK_SHORT_001,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
c7ZSb2wNcOc,https://www.youtube.com/watch?v=c7ZSb2wNcOc,INTENTIONAL_SPLIT_OR_MODULES,Stg007,QLR_c7ZSb2wNcOc,2026-05-03_c7ZSb2wNcOc_quantlens_detailed_intake,HAS_URL_NO_TRANSCRIPT,BLOCKED,rejected source classification,Source audit / park,REJECTED,
c7ZSb2wNcOc,https://www.youtube.com/watch?v=c7ZSb2wNcOc,INTENTIONAL_SPLIT_OR_MODULES,Stg114,QL_FISHHOOK_EP_DAY1_RETAKE_001,QL_FISHHOOK_EP_DAY1_RETAKE_001,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
c7ZSb2wNcOc,https://www.youtube.com/watch?v=c7ZSb2wNcOc,INTENTIONAL_SPLIT_OR_MODULES,Stg159,QL_SLINGSHOT_4EMA_HIGH_PULLBACK_001,QL_SLINGSHOT_4EMA_HIGH_PULLBACK_001,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
DPA35Gug3Y4,https://www.youtube.com/watch?v=DPA35Gug3Y4,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg019,QLR_DPA35Gug3Y4,Gamer Trades $5k into over $1 Million with just a 30% Win Rate - Brian Lee Trades,HAS_BOTH,CANONICAL,,Review,REJECTED,
DPA35Gug3Y4,https://www.youtube.com/watch?v=DPA35Gug3Y4,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg083,CAND_BRIAN_LEE_SMALLCAP_GAP_MR_SHORT_V1,CAND_BRIAN_LEE_SMALLCAP_GAP_MR_SHORT_V1,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
HAN1kymVbTc,https://www.youtube.com/watch?v=HAN1kymVbTc,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg025,QLR_HAN1kymVbTc,"Trading $30 Million at Age 25 - The Story of Ted Zhang, Momentum Portfolio Manager",HAS_BOTH,CANONICAL,,Review,REJECTED,
HAN1kymVbTc,https://www.youtube.com/watch?v=HAN1kymVbTc,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg082,CAND_20260503_TED_ZHANG_MAGIC_ELIXIR_MOMENTUM_HAN1kymVbTc,CAND_20260503_TED_ZHANG_MAGIC_ELIXIR_MOMENTUM_HAN1kymVbTc,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
KWxhLIOchvY,https://www.youtube.com/watch?v=KWxhLIOchvY,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg029,QLR_KWxhLIOchvY,409% Return in 1 Year Aggressive Swing Trading Tactics and Setups,HAS_BOTH,BLOCKED,rejected source classification,Source audit / park,REJECTED,
KWxhLIOchvY,https://www.youtube.com/watch?v=KWxhLIOchvY,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg102,QL_CAND_003_KWxhLIOchvY,QL_CAND_003_KWxhLIOchvY,HAS_URL_NO_TRANSCRIPT,BLOCKED,rejected source classification,Source audit / park,LOW,
Nq-p7Bu1YT0,https://www.youtube.com/watch?v=Nq-p7Bu1YT0,INTENTIONAL_SPLIT_OR_MODULES,Stg034,QLR_Nq-p7Bu1YT0,How A Day Trader Turned into a Super-Performance Swing Trader - Real Simple Ariel,HAS_BOTH,BLOCKED,rejected source classification,Source audit / park,REJECTED,
Nq-p7Bu1YT0,https://www.youtube.com/watch?v=Nq-p7Bu1YT0,INTENTIONAL_SPLIT_OR_MODULES,Stg103,QL_CAND_004_Nq-p7Bu1YT0,QL_CAND_004_Nq-p7Bu1YT0,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
RHlsVNSM8Aw,https://www.youtube.com/watch?v=RHlsVNSM8Aw,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg003,QLR_RHlsVNSM8Aw,QUANTLENS_EMA20_50_RETEST_CRITICAL_INTAKE_REPORT,HAS_URL_NO_TRANSCRIPT,BLOCKED,rejected source classification,Source audit / park,REJECTED,
RHlsVNSM8Aw,https://www.youtube.com/watch?v=RHlsVNSM8Aw,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg095,QL_BASELINE_EMA20_50_RETEST_001,QL_BASELINE_EMA20_50_RETEST_001,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
bRXO6F_vGjM,https://www.youtube.com/watch?v=bRXO6F_vGjM,INTENTIONAL_SPLIT_OR_MODULES,Stg006,QLR_bRXO6F_vGjM,QUANTLENS_TY_RAJNUS_MICROCAP_SHORT_INTAKE_REPORT,HAS_URL_NO_TRANSCRIPT,BLOCKED,rejected source classification,Source audit / park,REJECTED,
bRXO6F_vGjM,https://www.youtube.com/watch?v=bRXO6F_vGjM,INTENTIONAL_SPLIT_OR_MODULES,Stg170,QL_TY_MICROCAP_LIQUIDITY_REVERSION_SHORT_001,QL_TY_MICROCAP_LIQUIDITY_REVERSION_SHORT_001,HAS_URL_NO_TRANSCRIPT,SPLIT_REQUIRED,needs indicator split,Split into indicator cases,HIGH,
eWtY7uoJL_0,https://www.youtube.com/watch?v=eWtY7uoJL_0,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg052,QLR_eWtY7uoJL_0,Trading The Battle With Yourself  Market Wizard David Ryan,HAS_BOTH,CANONICAL,,Review,REJECTED,
eWtY7uoJL_0,https://www.youtube.com/watch?v=eWtY7uoJL_0,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg104,QL_CAND_2026-05-03_eWtY7uoJL0_RYAN_PRICE_VOLUME_STAGE,QL_CAND_2026-05-03_eWtY7uoJL0_RYAN_PRICE_VOLUME_STAGE,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
m8F3KkBDtC0,https://www.youtube.com/watch?v=m8F3KkBDtC0,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg061,QLR_m8F3KkBDtC0,The Wedge Pop Trading Setup of Trading Champion Oliver Kell,HAS_BOTH,CANONICAL,,Review,REJECTED,
m8F3KkBDtC0,https://www.youtube.com/watch?v=m8F3KkBDtC0,SOURCE_PARENT_PLUS_EXTRACTED_CANDIDATES,Stg172,YT_OLIVER_KELL_WEDGE_POP_PRICE_CYCLE_V1,YT_OLIVER_KELL_WEDGE_POP_PRICE_CYCLE_V1,HAS_URL_NO_TRANSCRIPT,CANONICAL,,Review,HIGH,
