run_order,layer,case_package,case_id,case_type,status,depends_on,symbol,timeframe,bars,data_source,pine_preset_name,enable_long,enable_short,allow_flip,regime_lock,max_entries,cooldown_bars,signal_mode,st_atr_len,st_factor,st_use_wicks,st_use_ha,equity_source,use_notional_assert,use_ma_filter,ma_type,ma_length,use_ma_slope_filter,ma_slope_len,ma_slope_min_pct,use_mcginley_filter,mcginley_length,risk_per_long_pct,risk_per_short_pct,fallback_size_pct,max_leverage_cap,sl_mode,sl_atr_len,sl_atr_mult,sl_pct,tp_mode,tp_atr_len,tp_atr_mult,primary_change,expected_trade_behavior,llm_auto_status,llm_last_run_utc,llm_agent,pine_trades,pine_win_rate_pct,pine_net_pnl_pct,pine_max_dd_pct,python_trades,python_win_rate_pct,python_net_pnl_pct,python_max_dd_pct,parity_verdict,artifacts,manual_tw_status,manual_tw_date,manual_tw_xlsx,manual_tw_trade_count,manual_tw_win_rate_pct,manual_tw_net_pnl_pct,manual_tw_max_dd_pct,manual_tw_verdict,notes,use_volume_filter,vol_sma_length,vol_sma_mult,use_adx_filter,adx_length,adx_threshold,use_chop_filter,chop_length,chop_threshold,use_atr_vol_floor,atr_vol_floor_fast_len,atr_vol_floor_baseline_len,atr_vol_floor_mult,use_macd_regime_filter,use_macd_cross_filter,use_macd_hist_filter,macd_hist_mode,use_macd_zero_dist_filter,macd_zero_dist_min,macd_fast_len,macd_slow_len,macd_sig_len,macd_source,macd_htf_timeframe,use_macd_htf_bias,use_sl,exit_on_ma_block,exit_on_ma_slope_block,exit_on_mcginley_block,exit_on_htf_trend_block,exit_on_vol_block,exit_on_atr_vol_block,exit_on_range_block,use_time_stop,time_stop_bars,time_stop_condition,time_stop_eod,time_stop_eow,use_daily_loss_limit,max_daily_loss_pct,use_max_trades_per_day,max_trades_per_day,use_max_drawdown_guard,max_drawdown_pct,use_consecutive_loss_halt,max_consecutive_losses,use_equity_curve_filter,equity_ma_length,use_mae_guard,max_mae_pct,use_guard_recovery,guard_recovery_mode,guard_recovery_bars,guard_recovery_signals,use_confirm_transform,confirm_bars,confirm_close_crosses,exit_on_filter_block,use_eod_exit,use_eow_exit,daily_loss_limit_pct,use_max_trades_day,use_consec_loss_guard,max_consec_losses,use_equity_curve_guard,equity_curve_ma_len,use_candle_pattern_gate,candle_pattern_lookback,use_level_proximity_gate,level_proximity_threshold_pct,exit_on_candle_pattern_block,exit_on_level_prox_block,require_raw_still_true,refresh_on_new_raw,use_level_retest,retest_timeout_bars,retest_buffer_pct,use_break_even,be_trigger_r,be_buffer_r,use_trailing,trail_start_r,trail_distance_atr_mult,tp1_r_multiple,tp1_close_pct,tp2_r_multiple,tp_percent,exit_on_opposite_signal,level_proximity_lookback,use_htf_trend_filter,htf_trend_timeframe,htf_trend_ma_type,htf_trend_ma_len,htf_trend_buffer_pct,use_ma_mtf,ma_htf_timeframe,use_momentum_filter,momentum_mode,momentum_atr_len,momentum_atr_mult,momentum_roc_min_pct,use_session_filter,session_name,session_custom_string,mcginley_use_higher_timeframe,mcginley_htf_timeframe,adx_use_higher_timeframe,adx_htf_timeframe,chop_use_higher_timeframe,chop_htf_timeframe,category,case_status,expected_result,tracker_agent,row,description
31,L18b,ADV_CONFIRM_LAYER,PLAN_031,PLANNED_LAYER_GATE,DONE,PLAN_030,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,Unlock advanced confirmation,Only if this scope is targeted,PASS,2026-03-24T08:41:40.415300+00:00,Claude,0,0.0,0.0,0.0,0,0.0,0.0,0.0,PASS,reports\tracker_cases\PLAN_031\parity_compare.json; reports\tracker_cases\PLAN_031\parity_trade_report.csv; reports\tracker_cases\PLAN_031\python_trades_v2.csv; reports\tracker_cases\PLAN_031\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=PLAN_031 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,True,3,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,True,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,L19,RANGE_SIGNAL_LAYER,PLAN_032,PLANNED_LAYER_GATE,BLOCKED_BY_LAYER_ORDER,PLAN_031,BTCUSDT,1h,1000,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,0.0,,,,Unlock range filter hybrid,Use after L19 implementation exists,NOT_RUN,,,,,,,,,,,,,,,,,,,,,LLM owns auto run. Human optional manual TW audit only.,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,L20,LEVEL_PROX_LAYER,PLAN_033,PLANNED_LAYER_GATE,DONE,PLAN_032,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,Unlock level proximity gate,Use after L20 implementation exists,PASS,2026-03-24T08:44:09.466780+00:00,Claude,0,0.0,0.0,0.0,0,0.0,0.0,0.0,PASS,reports\tracker_cases\PLAN_033\parity_compare.json; reports\tracker_cases\PLAN_033\parity_trade_report.csv; reports\tracker_cases\PLAN_033\python_trades_v2.csv; reports\tracker_cases\PLAN_033\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=PLAN_033 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,True,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,L21,LEVEL_RETEST_LAYER,PLAN_034,PLANNED_LAYER_GATE,DONE,PLAN_033,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,Unlock level retest,Use after L21 implementation exists,PASS,2026-03-24T08:44:29.491866+00:00,Claude,2,0.0,-0.626,0.63,2,0.0,-0.626,0.63,PASS,reports\tracker_cases\PLAN_034\parity_compare.json; reports\tracker_cases\PLAN_034\parity_trade_report.csv; reports\tracker_cases\PLAN_034\python_trades_v2.csv; reports\tracker_cases\PLAN_034\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=PLAN_034 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,True,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,L22,CANDLE_PATTERN_LAYER,PLAN_035,PLANNED_LAYER_GATE,DONE,PLAN_034,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,Unlock candle patterns,Use after L22 implementation exists,PASS,2026-03-24T08:44:47.634123+00:00,Claude,6,0.0,-5.189,5.19,6,0.0,-5.189,5.19,PASS,reports\tracker_cases\PLAN_035\parity_compare.json; reports\tracker_cases\PLAN_035\parity_trade_report.csv; reports\tracker_cases\PLAN_035\python_trades_v2.csv; reports\tracker_cases\PLAN_035\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=PLAN_035 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,True,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,L24,DEBUG_LAYER,PLAN_036,PLANNED_LAYER_GATE,DONE,PLAN_035,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,Unlock debug surfaces,Keep debug snapshots aligned,PASS,2026-03-24T08:45:47.767862+00:00,Claude,133,21.05,-20.7057,27.08,133,21.05,-20.7057,27.08,PASS,reports\tracker_cases\PLAN_036\parity_compare.json; reports\tracker_cases\PLAN_036\parity_trade_report.csv; reports\tracker_cases\PLAN_036\python_trades_v2.csv; reports\tracker_cases\PLAN_036\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=PLAN_036 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,L25,WUNDER_LAYER,PLAN_037,PLANNED_LAYER_GATE,DONE,PLAN_036,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,current_defaults,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,Unlock WunderTrading output,Validate output schema after parity core is stable,PASS,2026-03-24T08:46:08.922802+00:00,Claude,133,21.05,-20.7057,27.08,133,21.05,-20.7057,27.08,PASS,reports\tracker_cases\PLAN_037\parity_compare.json; reports\tracker_cases\PLAN_037\parity_trade_report.csv; reports\tracker_cases\PLAN_037\python_trades_v2.csv; reports\tracker_cases\PLAN_037\parity_effective_config.json,,,,,,,,,LLM owns auto run. Human optional manual TW audit only. | auto_run:case=PLAN_037 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,L12,FILTER_L12_MA,AUTO_017,AUTO_ACTIVE,DONE,AUTO_001,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,auto_017_ma_filter_ema200,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,True,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,MA filter ON (EMA 200),Fewer trades than baseline — only entries where price is on correct side of EMA200,PASS,2026-03-22T20:50:43.071222+00:00,Codex,86,22.09,-6.4101,17.42,86,22.09,-6.4101,17.42,PASS,reports\tracker_cases\AUTO_017\parity_compare.json; reports\tracker_cases\AUTO_017\parity_trade_report.csv; reports\tracker_cases\AUTO_017\python_trades_v2.csv; reports\tracker_cases\AUTO_017\parity_effective_config.json,,,,,,,,,"L12 MA filter toggle. Gate: price > EMA200 for longs, < EMA200 for shorts. | auto_run:case=AUTO_017 | verdict=PASS",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,L12,FILTER_L12_MA,AUTO_018,AUTO_ACTIVE,DONE,AUTO_001,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,auto_018_ma_filter_sma200,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,True,SMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,MA filter ON (SMA 200),Different trade count vs AUTO_017 — SMA reacts slower than EMA,PASS,2026-03-22T20:37:55.569025+00:00,Codex,83,20.48,-15.0133,18.52,83,20.48,-15.0133,18.52,PASS,reports\tracker_cases\AUTO_018\parity_compare.json; reports\tracker_cases\AUTO_018\parity_trade_report.csv; reports\tracker_cases\AUTO_018\python_trades_v2.csv; reports\tracker_cases\AUTO_018\parity_effective_config.json,,,,,,,,,L12 MA type variant: SMA200 vs EMA200. | auto_run:case=AUTO_018 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,L12,FILTER_L12_MA,AUTO_019,AUTO_ACTIVE,DONE,AUTO_001,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,auto_019_ma_filter_wma200,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,True,WMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,MA filter ON (WMA 200),Different trade count vs AUTO_017/018 — WMA weights recent bars more,PASS,2026-03-22T20:38:10.630805+00:00,Codex,94,17.02,-28.1413,28.14,94,17.02,-28.1413,28.14,PASS,reports\tracker_cases\AUTO_019\parity_compare.json; reports\tracker_cases\AUTO_019\parity_trade_report.csv; reports\tracker_cases\AUTO_019\python_trades_v2.csv; reports\tracker_cases\AUTO_019\parity_effective_config.json,,,,,,,,,L12 MA type variant: WMA200. | auto_run:case=AUTO_019 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,L12,FILTER_L12_MA,AUTO_020,AUTO_ACTIVE,DONE,AUTO_001,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,auto_020_ma_filter_rma200,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,True,RMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,MA filter ON (RMA 200),"Smooth MA — laggier than EMA, different gate timing",PASS,2026-03-22T20:50:45.631760+00:00,Codex,71,23.94,-2.0332,13.86,71,23.94,-2.0332,13.86,PASS,reports\tracker_cases\AUTO_020\parity_compare.json; reports\tracker_cases\AUTO_020\parity_trade_report.csv; reports\tracker_cases\AUTO_020\python_trades_v2.csv; reports\tracker_cases\AUTO_020\parity_effective_config.json,,,,,,,,,L12 MA type variant: RMA200 (Wilder's MA). | auto_run:case=AUTO_020 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,L12,FILTER_L12_MA,AUTO_021,AUTO_ACTIVE,DONE,AUTO_001,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,auto_021_ma_filter_ema50,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,True,EMA,50,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,MA filter ON (EMA 50),More trades than EMA200 — shorter MA crosses price more often,PASS,2026-03-22T20:51:07.462990+00:00,Codex,127,21.26,-20.773,28.2,127,21.26,-20.773,28.2,PASS,reports\tracker_cases\AUTO_021\parity_compare.json; reports\tracker_cases\AUTO_021\parity_trade_report.csv; reports\tracker_cases\AUTO_021\python_trades_v2.csv; reports\tracker_cases\AUTO_021\parity_effective_config.json,,,,,,,,,L12 MA length variant: EMA50 vs EMA200. | auto_run:case=AUTO_021 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,L12,FILTER_L12_MA,AUTO_022,AUTO_ACTIVE,DONE,AUTO_001,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,auto_022_slope_filter_default,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,True,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,MA slope filter ON (default threshold 0.005),Entries blocked when MA200 slope is flat — fewer trades than baseline,PASS,2026-03-22T20:38:53.914559+00:00,Codex,0,0.0,0.0,0.0,0,0.0,0.0,0.0,PASS,reports\tracker_cases\AUTO_022\parity_compare.json; reports\tracker_cases\AUTO_022\parity_trade_report.csv; reports\tracker_cases\AUTO_022\python_trades_v2.csv; reports\tracker_cases\AUTO_022\parity_effective_config.json,,,,,,,,,L12 slope filter toggle with default threshold. | auto_run:case=AUTO_022 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,L12,FILTER_L12_MA,AUTO_023,AUTO_ACTIVE,DONE,AUTO_001,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,auto_023_slope_filter_loose,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,True,200,0.001,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,MA slope filter ON (loose threshold 0.001),More trades than AUTO_022 — lower slope requirement lets more entries through,PASS,2026-03-22T20:39:06.458563+00:00,Codex,0,0.0,0.0,0.0,0,0.0,0.0,0.0,PASS,reports\tracker_cases\AUTO_023\parity_compare.json; reports\tracker_cases\AUTO_023\parity_trade_report.csv; reports\tracker_cases\AUTO_023\python_trades_v2.csv; reports\tracker_cases\AUTO_023\parity_effective_config.json,,,,,,,,,L12 slope threshold variant: 0.001 vs default 0.005. | auto_run:case=AUTO_023 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,L12,FILTER_L12_MA,AUTO_024,AUTO_ACTIVE,DONE,AUTO_001,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,auto_024_ma_and_slope_combined,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,True,EMA,200,True,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,MA filter + slope filter combined,Fewest trades — both gates must pass simultaneously,PASS,2026-03-22T20:39:19.365607+00:00,Codex,0,0.0,0.0,0.0,0,0.0,0.0,0.0,PASS,reports\tracker_cases\AUTO_024\parity_compare.json; reports\tracker_cases\AUTO_024\parity_trade_report.csv; reports\tracker_cases\AUTO_024\python_trades_v2.csv; reports\tracker_cases\AUTO_024\parity_effective_config.json,,,,,,,,,L12 combined filter. Price side gate AND slope gate both active. | auto_run:case=AUTO_024 | verdict=PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,L12,FILTER_L12_MCGINLEY,AUTO_025,AUTO_ACTIVE,DONE,AUTO_001,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,auto_025_mcginley_200,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,True,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,"McGinley filter ON, length=200",Fewer trades than baseline — close must be above/below McGinley line,PASS,2026-03-22T21:47:09+00:00,Antigravity,0,0.0,0.0,0.0,0,0.0,0.0,0.0,PASS,reports/tracker_cases/AUTO_025/parity_compare.json,,,,,,,,,"L12 McGinley filter slice. use_mcginley_filter=True, mcginley_length=200. Run after AUTO_024. | auto_run:case=AUTO_025 | verdict=PASS",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,L12,FILTER_L12_VOLUME,AUTO_026,AUTO_ACTIVE,DONE,AUTO_001,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,auto_026_volume_filter,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,Volume filter ON (vol >= SMA20*1.0),Fewer trades — volume must exceed 20-bar SMA,PASS,2026-03-22T21:56:54.399822+00:00,Antigravity,127,21.26,-10.7018,29.6,127,21.26,-10.7018,29.6,PASS,reports\tracker_cases\AUTO_026\parity_compare.json; reports\tracker_cases\AUTO_026\parity_trade_report.csv; reports\tracker_cases\AUTO_026\python_trades_v2.csv; reports\tracker_cases\AUTO_026\parity_effective_config.json,,,,,,,,,auto_run:case=AUTO_026 | verdict=PASS,True,20,1.0,False,14,25.0,False,14,61.8,False,14,100,0.5,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,L12,FILTER_L12_ADX,AUTO_027,AUTO_ACTIVE,DONE,AUTO_001,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,auto_027_adx_filter,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,ADX filter ON (ADX >= 25),Fewer trades — only in trending market (ADX>=25),PASS,2026-03-22T21:57:13.097448+00:00,Antigravity,127,21.26,-10.7018,29.6,127,21.26,-10.7018,29.6,PASS,reports\tracker_cases\AUTO_027\parity_compare.json; reports\tracker_cases\AUTO_027\parity_trade_report.csv; reports\tracker_cases\AUTO_027\python_trades_v2.csv; reports\tracker_cases\AUTO_027\parity_effective_config.json,,,,,,,,,auto_run:case=AUTO_027 | verdict=PASS,False,20,1.0,True,14,25.0,False,14,61.8,False,14,100,0.5,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,L12,FILTER_L12_CHOP,AUTO_028,AUTO_ACTIVE,DONE,AUTO_001,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,auto_028_chop_filter,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,Choppiness filter ON (CHOP < 61.8),Fewer trades — blocks ranging/choppy markets,PASS,2026-03-22T21:57:14.382261+00:00,Antigravity,127,21.26,-10.7018,29.6,127,21.26,-10.7018,29.6,PASS,reports\tracker_cases\AUTO_028\parity_compare.json; reports\tracker_cases\AUTO_028\parity_trade_report.csv; reports\tracker_cases\AUTO_028\python_trades_v2.csv; reports\tracker_cases\AUTO_028\parity_effective_config.json,,,,,,,,,auto_run:case=AUTO_028 | verdict=PASS,False,20,1.0,False,14,25.0,True,14,61.8,False,14,100,0.5,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,L12,FILTER_L12_ATR_FLOOR,AUTO_029,AUTO_ACTIVE,DONE,AUTO_001,BTCUSDT,1h,8760,Binance via mtc_bridge.mjs / PineTS exact bars,auto_029_atr_vol_floor,True,True,True,False,1,0,Supertrend,21,4.0,False,False,Realized,False,False,EMA,200,False,200,0.005,False,200,1.0,1.0,10.0,1.0,ATR,14,2.0,,,,,ATR Vol Floor ON (fast_ATR >= baseline_ATR*0.5),Fewer trades — blocks low-volatility compression zones,PASS,2026-03-22T21:57:15.655615+00:00,Antigravity,127,21.26,-10.7018,29.6,127,21.26,-10.7018,29.6,PASS,reports\tracker_cases\AUTO_029\parity_compare.json; reports\tracker_cases\AUTO_029\parity_trade_report.csv; reports\tracker_cases\AUTO_029\python_trades_v2.csv; reports\tracker_cases\AUTO_029\parity_effective_config.json,,,,,,,,,auto_run:case=AUTO_029 | verdict=PASS,False,20,1.0,False,14,25.0,False,14,61.8,True,14,100,0.5,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,10,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,1,True,False,False,False,2.0,False,False,3,False,20,False,,False,0.5,False,False,False,False,False,50,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
