"video_id","normalized_url","original_url","title","channel_name","channel_id","transcript_hash","candidate_id","status","first_seen_at","last_seen_at","process_count","notes"
"R215f4fj7V8","https://www.youtube.com/watch?v=R215f4fj7V8","https://www.youtube.com/watch?v=R215f4fj7V8","QuantLens Transcript Intake Report ??? Lance Breitstein / Trend Trading, Right-Side-of-V & Catalyst Momentum","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","2574c2245589366e04c6f10af4915324220fd933a8977d106c1f123f3727b53f","","TRIAGED","2026-05-03","2026-05-29","1","Triaged 2026-05-29: TRIAGED"
"rdmjsbDVuoU","https://www.youtube.com/watch?v=rdmjsbDVuoU","https://www.youtube.com/watch?v=rdmjsbDVuoU","QuantLens Transcript Intake Report ??? rdmjsbDVuoU","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","593597793e4d86cea8204ce68eb3c7a5976accb08d0a0ef42bc8f595e34af786","","NEEDS_MORE_INFO","2026-05-03","2026-05-29","1","Triaged 2026-05-29: NEEDS_MORE_INFO"
"RTHRh","https://www.youtube.com/watch?v=RTHRh_GLwH8","https://www.youtube.com/watch?v=RTHRh_GLwH8","QuantLens Transcript Intake Report","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","905f2719a554917172a1ad3b52b292108979335cb9473e04ea500ce8e749a9ce","","NEW","2026-05-03","2026-05-29","1","Indexed from 00_INBOX_REPORTS/3 May?s batch; awaiting triage"
"tynE-pwE-1o","https://www.youtube.com/watch?v=tynE-pwE-1o","https://www.youtube.com/watch?v=tynE-pwE-1o","QuantLens Transcript Intake Report ??? Why Process Beats Setups in Trading / Pradeep Bonde","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","28ec8d37b9a10f733a98907ff133bb3b77e73a96121d59048b3570bfc118f80a","","NEEDS_MORE_INFO","2026-05-03","2026-05-29","1","Triaged 2026-05-29: NEEDS_MORE_INFO"
"uh5bALsKkLg","https://www.youtube.com/watch?v=uh5bALsKkLg","https://www.youtube.com/watch?v=uh5bALsKkLg","QuantLens Transcript Intake Report","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","99670d96f8afde6712f7f4019339152e5c4ff7b9e62edb84bc742e76de9cc257","","TRIAGED","2026-05-03","2026-05-29","1","Triaged 2026-05-29: TRIAGED"
"UMgJ0P8fe0s","https://www.youtube.com/watch?v=UMgJ0P8fe0s","https://www.youtube.com/watch?v=UMgJ0P8fe0s","QuantLens Transcript Intake Report","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","8b464ae7b8e261f1b989b264e3219408c5fd4fb1bc4179798359b568d6c1fafd","","SALVAGE_ONLY","2026-05-03","2026-05-29","1","Triaged 2026-05-29: SALVAGE_ONLY"
"zw96qkUn9","https://www.youtube.com/watch?v=zw96qkUn9_g","https://www.youtube.com/watch?v=zw96qkUn9_g","QuantLens Transcript Intake Report ??? How Clement Ang Achieved 150%+ Returns in the US Investing Championship","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","6a53f86811c695e9db69f7f686a0859580cd039eecd4f9d34860df64aeebb2e0","","NEW","2026-05-03","2026-05-29","1","Indexed from 00_INBOX_REPORTS/3 May?s batch; awaiting triage"
"_AAX1ylNbIE","https://www.youtube.com/watch?v=_AAX1ylNbIE","https://www.youtube.com/watch?v=_AAX1ylNbIE","QuantLens Transcript Intake Report","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","3cfd2d492fcdf2840b75f56db4d58a36ded413caaac5149d69c521dee7a72ad1","","TRIAGED","2026-05-03","2026-05-29","1","Triaged 2026-05-29: TRIAGED"
"JS4","https://www.youtube.com/watch?v=JS4_6gv0PpI","https://www.youtube.com/watch?v=JS4_6gv0PpI","QuantLens Transcript Intake Report ??? JS4_6gv0PpI","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","2fbd7dbd6240406b5f8fb87c6bc8424f8586965a4c012c024ee89fb8fbf1b2df","","NEW","2026-05-03","2026-05-29","1","Indexed from 00_INBOX_REPORTS/3 May?s batch; awaiting triage"
"XOul","https://www.youtube.com/watch?v=XOul-ECgHyA","https://www.youtube.com/watch?v=XOul-ECgHyA","QuantLens Transcript Intake Report ??? 002","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","dc86afe79f8e010cdfd2af38370623cf83b7d46836945d867c08195c7508bb88","","NEW","2026-05-03","2026-05-29","1","Indexed from 00_INBOX_REPORTS/3 May?s batch; awaiting triage"
"KWxhLIOchvY","https://www.youtube.com/watch?v=KWxhLIOchvY","https://www.youtube.com/watch?v=KWxhLIOchvY","QuantLens Transcript Intake Report ??? 003","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","ca883183b2edd8cda82f57f201da640f09f8f8a5115f39e9fff8fa50d74f7be5","","TRIAGED","2026-05-03","2026-05-29","1","Triaged 2026-05-29: TRIAGED"
"Nq","https://www.youtube.com/watch?v=Nq-p7Bu1YT0","https://www.youtube.com/watch?v=Nq-p7Bu1YT0","QuantLens Transcript Intake Report ??? 004","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","31213f04416ae7840cf530153f162373328b00911422462d31650e3db74e74b6","","NEW","2026-05-03","2026-05-29","1","Indexed from 00_INBOX_REPORTS/3 May?s batch; awaiting triage"
"7UfHg8PpDZk","https://www.youtube.com/watch?v=7UfHg8PpDZk","https://www.youtube.com/watch?v=7UfHg8PpDZk","QuantLens Transcript Intake Report ??? 005","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","88ec023a8442a575626701b01d449d314139948e883f2a0e2470c642254215ac","","TRIAGED","2026-05-03","2026-05-29","1","Triaged 2026-05-29: TRIAGED"
"hVCcVRxaxJY","https://www.youtube.com/watch?v=hVCcVRxaxJY","https://www.youtube.com/watch?v=hVCcVRxaxJY","QuantLens Transcript Intake Report ??? 006","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","aadc2f55922e9ecb5d3bc672f6546e5b517a260da0a872e087f2cba740e2855f","","TRIAGED","2026-05-03","2026-05-29","1","Triaged 2026-05-29: TRIAGED"
"qz7avJJvnyI","https://www.youtube.com/watch?v=qz7avJJvnyI","https://www.youtube.com/watch?v=qz7avJJvnyI","QuantLens Transcript Intake Report ??? 007","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","f75e3dc4d53ff4e2218e6a200a1182dd672dae4bd228bf4a9e133cd7ec01ffd8","","WIKI_ONLY","2026-05-03","2026-05-29","1","Triaged 2026-05-29: WIKI_ONLY"
"UD7gipBWnuY","https://www.youtube.com/watch?v=UD7gipBWnuY","https://www.youtube.com/watch?v=UD7gipBWnuY","QuantLens Transcript Intake Report ??? 008","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","d4dadd98223b52bdc97f12462d485deec1fecf5d72866924e01657e865279aae","","TRIAGED","2026-05-03","2026-05-29","1","Triaged 2026-05-29: TRIAGED"
"UNKNOWN_VIDEO_2026-05-03_QUANTLENS_DAILY_EXTENSION_ANTI_CHASE_CRITICAL_REPORT","https://www.youtube.com/watch?v=Yb5lMegA5Hs","https://www.youtube.com/watch?v=Yb5lMegA5Hs","QUANTLENS TRANSCRIPT INTAKE REPORT ??? Critical Review","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","016d6bbf02a23a78e098f25fbb08b3c015b99b7127ca9e7a531e613c7140e9aa","","NEW","2026-05-03","2026-05-29","1","Indexed from 00_INBOX_REPORTS/3 May?s batch; awaiting triage"
"UNKNOWN_VIDEO_2026-05-03_QUANTLENS_EMA20_50_RETEST_CRITICAL_INTAKE_REPORT","https://www.youtube.com/watch?v=RHlsVNSM8Aw","https://www.youtube.com/watch?v=RHlsVNSM8Aw","QUANTLENS TRANSCRIPT INTAKE REPORT ??? Critical Review","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","fc225e19010ccbacee68a35cfe3975dcb323d16201e4fba099d18ae76e04b1d2","","NEW","2026-05-03","2026-05-29","1","Indexed from 00_INBOX_REPORTS/3 May?s batch; awaiting triage"
"UNKNOWN_VIDEO_2026-05-03_QUANTLENS_MARTIN_LUKE_PULLBACK_INTAKE_REPORT","https://www.youtube.com/watch?v=VKNEJA5r8zw","https://www.youtube.com/watch?v=VKNEJA5r8zw","QUANTLENS TRANSCRIPT INTAKE REPORT ??? Martin Luke Pullback / Anchored VWAP System","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","bfc3a795cde36953bb76a90c78726885666ef79b55a063e1a3df1eb4d8b877eb","","NEW","2026-05-03","2026-05-29","1","Indexed from 00_INBOX_REPORTS/3 May?s batch; awaiting triage"
"UNKNOWN_VIDEO_2026-05-03_QUANTLENS_TY_RAJNUS_MICROCAP_SHORT_INTAKE_REPORT","https://www.youtube.com/watch?v=bRXO6F_vGjM","https://www.youtube.com/watch?v=bRXO6F_vGjM","QUANTLENS TRANSCRIPT INTAKE REPORT ??? Ty Rajnus Short-Only System","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","43648c735b7f17bd2183b1b6cbb1b5f4fb77dbda54c44eea2f0eedf84a4537fd","","NEW","2026-05-03","2026-05-29","1","Indexed from 00_INBOX_REPORTS/3 May?s batch; awaiting triage"
"DLlNDuOTUfQ","https://www.youtube.com/watch?v=DLlNDuOTUfQ","https://www.youtube.com/watch?v=DLlNDuOTUfQ","YouTube Strategy Transcript Intake Report","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","3a874060b877c6b49a12351bd5790c8fe4ebb37b8f82d56aa598d7d43062d18b","","TRIAGED","2026-05-03","2026-05-29","1","Triaged 2026-05-29: TRIAGED"
"Eb9FkLNJLzs","https://www.youtube.com/watch?v=Eb9FkLNJLzs","https://www.youtube.com/watch?v=Eb9FkLNJLzs","YouTube Strategy Intake Report ??? Eb9FkLNJLzs","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","d861e9209191c2a7a79aee46565b77bb8fcfb95b58d01955ba782e825affee09","","SALVAGE_ONLY","2026-05-03","2026-05-29","1","Triaged 2026-05-29: SALVAGE_ONLY"
"Jew-Algmi0k","https://www.youtube.com/watch?v=Jew-Algmi0k","https://www.youtube.com/watch?v=Jew-Algmi0k","YouTube Strategy Transcript Intake Report","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","59856d544e468feb38d2254ee48867c4a45ba02924e5bcc7d42728c41c4ffa29","","TRIAGED","2026-05-03","2026-05-29","1","Triaged 2026-05-29: TRIAGED"
"m8F3KkBDtC0","https://www.youtube.com/watch?v=m8F3KkBDtC0","https://www.youtube.com/watch?v=m8F3KkBDtC0","QuantLens Transcript Intake Report","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","69e704a103413ac6e618ad33a8271c345751376086706a291fc20b29997d0652","","TRIAGED","2026-05-03","2026-05-29","1","Triaged 2026-05-29: TRIAGED"
"oPeTkxTnooA","https://www.youtube.com/watch?v=oPeTkxTnooA","https://www.youtube.com/watch?v=oPeTkxTnooA","YouTube Strategy Intake Report ??? oPeTkxTnooA","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","4084d8af4f6188dd4def6621af577d0fb5dfe14af2dbe77d877bee8f8b729bdb","","SALVAGE_ONLY","2026-05-03","2026-05-29","1","Triaged 2026-05-29: SALVAGE_ONLY"
"q43pkYBo1hU","https://www.youtube.com/watch?v=q43pkYBo1hU","https://www.youtube.com/watch?v=q43pkYBo1hU","YouTube Strategy Transcript Intake Report","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","635c2ba410869b35fd90c5dedabfe7c16c255d9bdd2f391f0ad6036e0620f112","","TRIAGED","2026-05-03","2026-05-29","1","Triaged 2026-05-29: TRIAGED"
"q4TuaY-ccqA","https://www.youtube.com/watch?v=q4TuaY-ccqA","https://www.youtube.com/watch?v=q4TuaY-ccqA","YouTube Strategy Intake Report ??? q4TuaY-ccqA","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","bf68e763e273bd70636946c9ca6c8476cab9c5532a3768dd67057989d4decc8a","","WIKI_ONLY","2026-05-03","2026-05-29","1","Triaged 2026-05-29: WIKI_ONLY"
"UtNrp_Uz9Oc","https://www.youtube.com/watch?v=UtNrp_Uz9Oc","https://www.youtube.com/watch?v=UtNrp_Uz9Oc","QuantLens Transcript Intake Report","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","fa0a74b9db6c11e9828387752873a2584a2716cd8eb1d89ce6c4964f8f6952ed","","WIKI_ONLY","2026-05-03","2026-05-29","1","Triaged 2026-05-29: WIKI_ONLY"
"VKNEJA5r8zw","https://www.youtube.com/watch?v=VKNEJA5r8zw","https://www.youtube.com/watch?v=VKNEJA5r8zw","YouTube Strategy Intake Report ??? VKNEJA5r8zw","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","1b9659d2760d010c6b3f6ddc325bbae5a526fa2618f04d672972315e93f6c4c2","","TRIAGED","2026-05-03","2026-05-29","1","Triaged 2026-05-29: TRIAGED"
"ZK5cnVQ2V3Q","https://www.youtube.com/watch?v=ZK5cnVQ2V3Q","https://www.youtube.com/watch?v=ZK5cnVQ2V3Q","QuantLens Transcript Intake Report","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","0d66ed4e960948e5153f586cd9ab319e8f8d1ff31b347ac22e107e583fd306b5","","TRIAGED","2026-05-03","2026-05-29","1","Triaged 2026-05-29: TRIAGED"
"_QewlGLBaeA","https://www.youtube.com/watch?v=_QewlGLBaeA","https://www.youtube.com/watch?v=_QewlGLBaeA","QUANTLENS TRANSCRIPT INTAKE REPORT ??? Anthony Shi / Profitable Momentum Swing Trader","UNKNOWN_CHANNEL","UNKNOWN_CHANNEL","3d40ed99815e58e294ebd40de317fdeb5a1c3f9c031d2355afe3db57246b8fe0","","TRIAGED","2026-05-03","2026-05-29","1","Triaged 2026-05-29: TRIAGED"
