path,filename,size_bytes,sha256,url,video_id,title,duplicate_video_id,raw_transcript_suspect,is_text_readable
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_003_KWxhLIOchvY_leos_aggressive_swing_tactics.md,QL_INTAKE_003_KWxhLIOchvY_leos_aggressive_swing_tactics.md,26080,ca883183b2edd8cda82f57f201da640f09f8f8a5115f39e9fff8fa50d74f7be5,https://youtu.be/KWxhLIOchvY?si=d0XTJw2jmEY699x-,KWxhLIOchvY,409% Return in 1 Year Aggressive Swing Trading Tactics and Setups,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_004_Nq_p7Bu1YT0_ariel_rs_leadergroup_swing.md,QL_INTAKE_004_Nq_p7Bu1YT0_ariel_rs_leadergroup_swing.md,25180,31213f04416ae7840cf530153f162373328b00911422462d31650e3db74e74b6,https://youtu.be/Nq-p7Bu1YT0?si=jA26J6RGZtMXyY4v,Nq-p7Bu1YT0,How A Day Trader Turned into a Super-Performance Swing Trader - Real Simple Ariel,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_005_7UfHg8PpDZk_marios_three_setup_superperformance.md,QL_INTAKE_005_7UfHg8PpDZk_marios_three_setup_superperformance.md,24145,88ec023a8442a575626701b01d449d314139948e883f2a0e2470c642254215ac,https://youtu.be/7UfHg8PpDZk?si=0mLL1k1aOKmlfSS4,7UfHg8PpDZk,The 3 Powerful Trading Setups of a Top Super-performance Trader,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_006_hVCcVRxaxJY_ajay_jani_sell_rules.md,QL_INTAKE_006_hVCcVRxaxJY_ajay_jani_sell_rules.md,22136,aadc2f55922e9ecb5d3bc672f6546e5b517a260da0a872e087f2cba740e2855f,https://www.youtube.com/watch?v=hVCcVRxaxJY,hVCcVRxaxJY,QL_INTAKE_006_hVCcVRxaxJY_ajay_jani_sell_rules,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_007_qz7avJJvnyI_lance_breitstein_deep_work_playbook.md,QL_INTAKE_007_qz7avJJvnyI_lance_breitstein_deep_work_playbook.md,14781,f75e3dc4d53ff4e2218e6a200a1182dd672dae4bd228bf4a9e133cd7ec01ffd8,https://youtu.be/qz7avJJvnyI?si=2SrYXTRZGFXKyX3p,qz7avJJvnyI,"The TRUE Path to Trading Success from Lance Breitstein, Market Wizard",NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_008_UD7gipBWnuY_market_wizards_sell_rules.md,QL_INTAKE_008_UD7gipBWnuY_market_wizards_sell_rules.md,27088,d4dadd98223b52bdc97f12462d485deec1fecf5d72866924e01657e865279aae,https://www.youtube.com/watch?v=UD7gipBWnuY,UD7gipBWnuY,QL_INTAKE_008_UD7gipBWnuY_market_wizards_sell_rules,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QUANTLENS_DAILY_EXTENSION_ANTI_CHASE_CRITICAL_REPORT.md,QUANTLENS_DAILY_EXTENSION_ANTI_CHASE_CRITICAL_REPORT.md,15988,016d6bbf02a23a78e098f25fbb08b3c015b99b7127ca9e7a531e613c7140e9aa,https://youtu.be/Yb5lMegA5Hs?si=_zP9cjzTaZN8vh4w,Yb5lMegA5Hs,QUANTLENS_DAILY_EXTENSION_ANTI_CHASE_CRITICAL_REPORT,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QUANTLENS_EMA20_50_RETEST_CRITICAL_INTAKE_REPORT.md,QUANTLENS_EMA20_50_RETEST_CRITICAL_INTAKE_REPORT.md,10615,fc225e19010ccbacee68a35cfe3975dcb323d16201e4fba099d18ae76e04b1d2,https://youtu.be/RHlsVNSM8Aw?si=g54Kry_ryc8pYWPK,RHlsVNSM8Aw,QUANTLENS_EMA20_50_RETEST_CRITICAL_INTAKE_REPORT,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QUANTLENS_MARTIN_LUKE_PULLBACK_INTAKE_REPORT.md,QUANTLENS_MARTIN_LUKE_PULLBACK_INTAKE_REPORT.md,18455,bfc3a795cde36953bb76a90c78726885666ef79b55a063e1a3df1eb4d8b877eb,https://youtu.be/VKNEJA5r8zw?si=XIbuUbrJNtP5wjop,VKNEJA5r8zw,QUANTLENS_MARTIN_LUKE_PULLBACK_INTAKE_REPORT,YES,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QUANTLENS_TY_RAJNUS_MICROCAP_SHORT_INTAKE_REPORT.md,QUANTLENS_TY_RAJNUS_MICROCAP_SHORT_INTAKE_REPORT.md,24231,43648c735b7f17bd2183b1b6cbb1b5f4fb77dbda54c44eea2f0eedf84a4537fd,https://youtu.be/bRXO6F_vGjM?si=N4P30T_3_i-IHPP4,bRXO6F_vGjM,QUANTLENS_TY_RAJNUS_MICROCAP_SHORT_INTAKE_REPORT,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_DLlNDuOTUfQ_Intake_Report_2026-05-03.md,YT_DLlNDuOTUfQ_Intake_Report_2026-05-03.md,19296,3a874060b877c6b49a12351bd5790c8fe4ebb37b8f82d56aa598d7d43062d18b,https://youtu.be/DLlNDuOTUfQ?si=_eUc_moFLJqb-qm-,DLlNDuOTUfQ,YT_DLlNDuOTUfQ_Intake_Report_2026-05-03,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_Eb9FkLNJLzs_Intake_Report_2026-05-03.md,YT_Eb9FkLNJLzs_Intake_Report_2026-05-03.md,19472,d861e9209191c2a7a79aee46565b77bb8fcfb95b58d01955ba782e825affee09,https://youtu.be/Eb9FkLNJLzs?si=0aQgV5pBPJoFFund,Eb9FkLNJLzs,YT_Eb9FkLNJLzs_Intake_Report_2026-05-03,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_Jew-Algmi0k_Intake_Report_2026-05-03.md,YT_Jew-Algmi0k_Intake_Report_2026-05-03.md,24064,59856d544e468feb38d2254ee48867c4a45ba02924e5bcc7d42728c41c4ffa29,https://youtu.be/Jew-Algmi0k?si=HtYuBVZg6mN58Qt-,Jew-Algmi0k,YT_Jew-Algmi0k_Intake_Report_2026-05-03,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_m8F3KkBDtC0_Intake_Report_2026-05-03.md,YT_m8F3KkBDtC0_Intake_Report_2026-05-03.md,17919,69e704a103413ac6e618ad33a8271c345751376086706a291fc20b29997d0652,https://www.youtube.com/watch?v=m8F3KkBDtC0,m8F3KkBDtC0,YT_m8F3KkBDtC0_Intake_Report_2026-05-03,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_oPeTkxTnooA_Intake_Report_2026-05-03.md,YT_oPeTkxTnooA_Intake_Report_2026-05-03.md,19907,4084d8af4f6188dd4def6621af577d0fb5dfe14af2dbe77d877bee8f8b729bdb,https://youtu.be/oPeTkxTnooA?si=ZqwmMZiavzd-9h51,oPeTkxTnooA,YT_oPeTkxTnooA_Intake_Report_2026-05-03,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_q43pkYBo1hU_Intake_Report_2026-05-03.md,YT_q43pkYBo1hU_Intake_Report_2026-05-03.md,17890,635c2ba410869b35fd90c5dedabfe7c16c255d9bdd2f391f0ad6036e0620f112,https://youtu.be/q43pkYBo1hU?si=JM_zb7YAWo5N2rls,q43pkYBo1hU,YT_q43pkYBo1hU_Intake_Report_2026-05-03,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_q4TuaY-ccqA_Intake_Report_2026-05-03.md,YT_q4TuaY-ccqA_Intake_Report_2026-05-03.md,9494,bf68e763e273bd70636946c9ca6c8476cab9c5532a3768dd67057989d4decc8a,https://www.youtube.com/watch?v=q4TuaY-ccqA,q4TuaY-ccqA,FOMO is Ruining Your Trades Here's How to Fix It Trading Psychology,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_UtNrp_Uz9Oc_Intake_Report_2026-05-03.md,YT_UtNrp_Uz9Oc_Intake_Report_2026-05-03.md,10059,fa0a74b9db6c11e9828387752873a2584a2716cd8eb1d89ce6c4964f8f6952ed,https://www.youtube.com/watch?v=UtNrp_Uz9Oc,UtNrp_Uz9Oc,YT_UtNrp_Uz9Oc_Intake_Report_2026-05-03,NO,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_VKNEJA5r8zw_Intake_Report_2026-05-03.md,YT_VKNEJA5r8zw_Intake_Report_2026-05-03.md,19462,1b9659d2760d010c6b3f6ddc325bbae5a526fa2618f04d672972315e93f6c4c2,https://youtu.be/VKNEJA5r8zw?si=292-FpdSVMBtGpva,VKNEJA5r8zw,YT_VKNEJA5r8zw_Intake_Report_2026-05-03,YES,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_ZK5cnVQ2V3Q_Intake_Report_2026-05-03.md,YT_ZK5cnVQ2V3Q_Intake_Report_2026-05-03.md,14796,0d66ed4e960948e5153f586cd9ab319e8f8d1ff31b347ac22e107e583fd306b5,https://www.youtube.com/watch?v=ZK5cnVQ2V3Q,ZK5cnVQ2V3Q,YT_ZK5cnVQ2V3Q_Intake_Report_2026-05-03,NO,NO,YES
